发文时间,发帖数量,情感类别,主题数量,转发,点赞,评论,熵值
2023-01-05,30,"{'pos': 12, 'neu': 11, 'neg': 7}","{'Topic_5': 7, 'Topic_3': 6, 'Topic_1': 5, 'Topic_4': 5, 'Topic_0': 4, 'Topic_2': 3}",217.0,4125.0,1020.0,3.2935416338458565
2023-01-06,25,"{'pos': 14, 'neu': 6, 'neg': 5}","{'Topic_5': 6, 'Topic_4': 5, 'Topic_0': 4, 'Topic_3': 4, 'Topic_2': 4, 'Topic_1': 2}",406.0,16732.0,6202.0,3.2165688812939375
2023-01-07,19,"{'neu': 7, 'pos': 7, 'neg': 4}","{'Topic_3': 4, 'Topic_1': 4, 'Topic_4': 3, 'Topic_5': 3, 'Topic_0': 3, 'Topic_2': 2}",190.0,3752.0,1413.0,2.7380516865280016
2023-01-08,35,"{'pos': 16, 'neu': 12, 'neg': 7}","{'Topic_4': 12, 'Topic_1': 7, 'Topic_0': 6, 'Topic_3': 5, 'Topic_5': 3, 'Topic_2': 2}",233.0,6847.0,1969.0,2.7753305586503747
2023-01-09,22,"{'neu': 10, 'pos': 9, 'neg': 3}","{'Topic_1': 7, 'Topic_4': 5, 'Topic_2': 4, 'Topic_3': 3, 'Topic_5': 2, 'Topic_0': 1}",68.0,2798.0,702.0,2.4787486250125466
2023-01-10,28,"{'pos': 14, 'neu': 9, 'neg': 5}","{'Topic_3': 7, 'Topic_4': 6, 'Topic_2': 4, 'Topic_5': 4, 'Topic_0': 4, 'Topic_1': 3}",103.0,4023.0,1140.0,2.9397721437327173
2023-01-11,34,"{'pos': 17, 'neu': 15, 'neg': 2}","{'Topic_0': 9, 'Topic_4': 8, 'Topic_1': 8, 'Topic_5': 5, 'Topic_2': 4}",2332.0,6633.0,1643.0,2.353397381053644
2023-01-12,30,"{'pos': 17, 'neu': 9, 'neg': 4}","{'Topic_1': 10, 'Topic_4': 7, 'Topic_2': 5, 'Topic_5': 4, 'Topic_0': 2, 'Topic_3': 2}",98.0,3338.0,795.0,2.907972475785365
2023-01-13,12,"{'neu': 5, 'pos': 4, 'neg': 3}","{'Topic_4': 4, 'Topic_1': 2, 'Topic_5': 2, 'Topic_0': 2, 'Topic_2': 1, 'Topic_3': 1}",22.0,1715.0,337.0,3.061909276796822
2023-01-14,14,"{'pos': 8, 'neu': 5, 'neg': 1}","{'Topic_4': 5, 'Topic_3': 4, 'Topic_0': 2, 'Topic_2': 2, 'Topic_1': 1}",58.0,2506.0,847.0,2.334262510991245
2023-01-15,19,"{'pos': 8, 'neg': 7, 'neu': 4}","{'Topic_1': 5, 'Topic_5': 5, 'Topic_4': 4, 'Topic_0': 3, 'Topic_2': 2}",44.0,2670.0,755.0,2.83860476774337
2023-01-16,29,"{'pos': 19, 'neu': 5, 'neg': 4}","{'Topic_5': 9, 'Topic_4': 6, 'Topic_3': 5, 'Topic_0': 4, 'Topic_1': 4, 'Topic_2': 1}",178.0,6427.0,1686.0,2.9596475797387765
2023-01-17,33,"{'pos': 17, 'neg': 8, 'neu': 8}","{'Topic_4': 11, 'Topic_0': 7, 'Topic_2': 6, 'Topic_5': 5, 'Topic_3': 2, 'Topic_1': 2}",109.0,20479.0,3284.0,2.8032632853507167
2023-01-18,30,"{'pos': 21, 'neu': 6, 'neg': 3}","{'Topic_4': 9, 'Topic_0': 6, 'Topic_2': 5, 'Topic_1': 5, 'Topic_3': 3, 'Topic_5': 2}",85.0,3559.0,1053.0,3.0995529746254316
2023-01-19,40,"{'pos': 23, 'neg': 10, 'neu': 7}","{'Topic_5': 9, 'Topic_4': 8, 'Topic_1': 7, 'Topic_0': 6, 'Topic_3': 5, 'Topic_2': 5}",99.0,5884.0,2117.0,3.228248734140937
2023-01-20,36,"{'pos': 19, 'neu': 10, 'neg': 7}","{'Topic_4': 12, 'Topic_1': 7, 'Topic_0': 7, 'Topic_5': 5, 'Topic_2': 4, 'Topic_3': 1}",82.0,2981.0,1161.0,3.152538001066479
2023-01-21,22,"{'neu': 10, 'pos': 9, 'neg': 3}","{'Topic_0': 5, 'Topic_4': 5, 'Topic_2': 4, 'Topic_5': 4, 'Topic_1': 2, 'Topic_3': 2}",66.0,2346.0,525.0,2.4260077637543924
2023-01-22,14,"{'pos': 8, 'neu': 4, 'neg': 2}","{'Topic_1': 6, 'Topic_0': 3, 'Topic_3': 2, 'Topic_4': 2, 'Topic_5': 1}",30.0,2339.0,490.0,2.627047005690227
2023-01-23,19,"{'pos': 12, 'neu': 4, 'neg': 3}","{'Topic_4': 9, 'Topic_5': 3, 'Topic_2': 2, 'Topic_3': 2, 'Topic_0': 2, 'Topic_1': 1}",45.0,1631.0,374.0,3.0832810492834626
2023-01-24,25,"{'pos': 10, 'neu': 7, 'neg': 7}","{'Topic_4': 7, 'Topic_5': 5, 'Topic_0': 5, 'Topic_3': 4, 'Topic_1': 2, 'Topic_2': 2}",75.0,2080.0,518.0,2.8582325476190094
2023-01-25,30,"{'pos': 16, 'neu': 12, 'neg': 2}","{'Topic_4': 11, 'Topic_0': 6, 'Topic_2': 4, 'Topic_3': 3, 'Topic_5': 3, 'Topic_1': 3}",139.0,3204.0,846.0,3.107541728285225
2023-01-26,32,"{'pos': 20, 'neu': 7, 'neg': 4}","{'Topic_3': 8, 'Topic_5': 7, 'Topic_1': 7, 'Topic_2': 5, 'Topic_4': 3, 'Topic_0': 2}",263.0,7538.0,3578.0,2.8463062423088794
2023-01-27,27,"{'pos': 19, 'neu': 5, 'neg': 3}","{'Topic_4': 7, 'Topic_1': 7, 'Topic_5': 4, 'Topic_2': 4, 'Topic_3': 3, 'Topic_0': 2}",241.0,3730.0,2000.0,3.1291737537833657
2023-01-28,11,"{'pos': 6, 'neg': 3, 'neu': 2}","{'Topic_4': 6, 'Topic_5': 2, 'Topic_2': 1, 'Topic_3': 1, 'Topic_1': 1}",31.0,1145.0,289.0,2.225998778075597
2023-01-29,19,"{'neg': 8, 'pos': 6, 'neu': 5}","{'Topic_0': 6, 'Topic_5': 5, 'Topic_4': 3, 'Topic_3': 2, 'Topic_1': 2, 'Topic_2': 1}",63.0,2215.0,544.0,2.9728148323233
2023-01-30,24,"{'pos': 12, 'neu': 7, 'neg': 5}","{'Topic_4': 11, 'Topic_1': 5, 'Topic_3': 4, 'Topic_0': 3, 'Topic_2': 1}",55.0,2820.0,839.0,2.8060856197545827
2023-01-31,48,"{'pos': 26, 'neu': 13, 'neg': 9}","{'Topic_4': 17, 'Topic_0': 11, 'Topic_1': 7, 'Topic_5': 6, 'Topic_2': 4, 'Topic_3': 3}",212.0,5680.0,1654.0,3.0586984764212155
2023-02-01,28,"{'pos': 17, 'neu': 6, 'neg': 5}","{'Topic_4': 9, 'Topic_1': 6, 'Topic_0': 4, 'Topic_2': 3, 'Topic_5': 3, 'Topic_3': 3}",66.0,4257.0,888.0,3.0436879102499814
2023-02-02,24,"{'pos': 16, 'neu': 5, 'neg': 3}","{'Topic_4': 7, 'Topic_2': 7, 'Topic_1': 4, 'Topic_3': 3, 'Topic_5': 3}",65.0,3631.0,660.0,3.3261457283683264
2023-02-03,39,"{'pos': 14, 'neu': 13, 'neg': 11}","{'Topic_4': 16, 'Topic_5': 6, 'Topic_0': 6, 'Topic_1': 5, 'Topic_2': 4, 'Topic_3': 2}",151.0,5710.0,872.0,2.9083180455194815
2023-02-04,31,"{'pos': 20, 'neg': 6, 'neu': 5}","{'Topic_4': 8, 'Topic_1': 7, 'Topic_2': 6, 'Topic_0': 4, 'Topic_3': 4, 'Topic_5': 2}",151.0,2848.0,1338.0,3.086528180962995
2023-02-05,19,"{'neu': 10, 'pos': 7, 'neg': 2}","{'Topic_4': 8, 'Topic_1': 4, 'Topic_0': 3, 'Topic_2': 3, 'Topic_5': 1}",65.0,3006.0,929.0,2.598112007469061
2023-02-06,26,"{'pos': 11, 'neu': 10, 'neg': 5}","{'Topic_0': 6, 'Topic_2': 6, 'Topic_4': 6, 'Topic_3': 5, 'Topic_5': 2, 'Topic_1': 1}",60.0,3554.0,979.0,2.4385858300893632
2023-02-07,33,"{'pos': 20, 'neu': 11, 'neg': 2}","{'Topic_4': 7, 'Topic_3': 6, 'Topic_0': 6, 'Topic_1': 6, 'Topic_5': 5, 'Topic_2': 3}",100.0,3306.0,1215.0,2.784523460873793
2023-02-08,36,"{'pos': 18, 'neu': 10, 'neg': 8}","{'Topic_2': 10, 'Topic_1': 8, 'Topic_4': 7, 'Topic_0': 5, 'Topic_5': 5, 'Topic_3': 1}",75.0,5601.0,1165.0,3.1325434446007643
2023-02-09,38,"{'pos': 22, 'neg': 10, 'neu': 6}","{'Topic_1': 10, 'Topic_4': 10, 'Topic_2': 8, 'Topic_5': 5, 'Topic_0': 3, 'Topic_3': 2}",169.0,11269.0,3549.0,3.1875730339746537
2023-02-10,28,"{'pos': 14, 'neu': 10, 'neg': 4}","{'Topic_4': 7, 'Topic_3': 7, 'Topic_5': 4, 'Topic_2': 4, 'Topic_1': 4, 'Topic_0': 2}",311.0,9311.0,2468.0,3.078171847667992
2023-02-11,24,"{'pos': 11, 'neu': 7, 'neg': 6}","{'Topic_4': 9, 'Topic_1': 5, 'Topic_0': 5, 'Topic_2': 3, 'Topic_3': 1, 'Topic_5': 1}",86.0,5434.0,1001.0,3.1958082184492476
2023-02-12,21,"{'neg': 9, 'pos': 7, 'neu': 5}","{'Topic_4': 8, 'Topic_0': 4, 'Topic_2': 3, 'Topic_3': 3, 'Topic_1': 2, 'Topic_5': 1}",152.0,5499.0,2459.0,2.84252736948923
2023-02-13,23,"{'pos': 13, 'neu': 9, 'neg': 1}","{'Topic_1': 6, 'Topic_5': 5, 'Topic_0': 4, 'Topic_2': 3, 'Topic_4': 3, 'Topic_3': 2}",181.0,7754.0,1629.0,2.7886989312342774
2023-02-14,34,"{'pos': 20, 'neg': 7, 'neu': 7}","{'Topic_1': 10, 'Topic_0': 9, 'Topic_4': 5, 'Topic_5': 4, 'Topic_2': 3, 'Topic_3': 3}",199.0,4089.0,1584.0,3.1196729972861945
2023-02-15,39,"{'pos': 26, 'neu': 8, 'neg': 5}","{'Topic_4': 11, 'Topic_5': 8, 'Topic_2': 5, 'Topic_3': 5, 'Topic_1': 5, 'Topic_0': 5}",222.0,13935.0,2653.0,3.049366759982073
2023-02-16,37,"{'pos': 23, 'neu': 10, 'neg': 4}","{'Topic_4': 13, 'Topic_1': 6, 'Topic_2': 5, 'Topic_3': 5, 'Topic_0': 4, 'Topic_5': 4}",120.0,4871.0,1114.0,2.6840819038981634
2023-02-17,35,"{'pos': 20, 'neg': 8, 'neu': 7}","{'Topic_4': 13, 'Topic_2': 8, 'Topic_1': 7, 'Topic_0': 5, 'Topic_3': 1, 'Topic_5': 1}",237.0,5977.0,2463.0,3.2525297563576423
2023-02-18,20,"{'pos': 9, 'neu': 6, 'neg': 5}","{'Topic_4': 6, 'Topic_3': 3, 'Topic_1': 3, 'Topic_2': 3, 'Topic_5': 3, 'Topic_0': 2}",57.0,2743.0,813.0,2.3092553208801223
2023-02-19,26,"{'neg': 11, 'pos': 8, 'neu': 7}","{'Topic_2': 8, 'Topic_1': 5, 'Topic_0': 5, 'Topic_3': 3, 'Topic_4': 3, 'Topic_5': 2}",77.0,2933.0,546.0,2.832468791800758
2023-02-20,30,"{'pos': 16, 'neu': 10, 'neg': 4}","{'Topic_2': 9, 'Topic_4': 6, 'Topic_5': 5, 'Topic_0': 4, 'Topic_3': 4, 'Topic_1': 2}",131.0,5621.0,1449.0,2.5043176849315425
2023-02-21,39,"{'pos': 21, 'neu': 12, 'neg': 6}","{'Topic_0': 11, 'Topic_4': 8, 'Topic_1': 8, 'Topic_2': 4, 'Topic_5': 4, 'Topic_3': 4}",578.0,31557.0,6706.0,2.8634319942013313
2023-02-22,25,"{'pos': 14, 'neu': 7, 'neg': 4}","{'Topic_1': 9, 'Topic_4': 7, 'Topic_2': 4, 'Topic_3': 2, 'Topic_0': 2, 'Topic_5': 1}",277.0,8278.0,3899.0,3.154887588551573
2023-02-23,49,"{'pos': 30, 'neu': 14, 'neg': 5}","{'Topic_4': 12, 'Topic_1': 11, 'Topic_3': 9, 'Topic_0': 7, 'Topic_5': 6, 'Topic_2': 4}",437.0,7097.0,3699.0,3.0662556677691795
2023-02-24,32,"{'pos': 24, 'neu': 4, 'neg': 4}","{'Topic_1': 10, 'Topic_4': 9, 'Topic_0': 4, 'Topic_2': 4, 'Topic_5': 3, 'Topic_3': 2}",200.0,4991.0,1576.0,3.205921641028415
2023-02-25,22,"{'pos': 13, 'neu': 6, 'neg': 3}","{'Topic_4': 8, 'Topic_5': 6, 'Topic_1': 4, 'Topic_0': 2, 'Topic_3': 2}",42.0,2124.0,558.0,3.177176117995209
2023-02-26,25,"{'neu': 12, 'pos': 7, 'neg': 5}","{'Topic_4': 8, 'Topic_2': 5, 'Topic_1': 4, 'Topic_3': 4, 'Topic_5': 2, 'Topic_0': 2}",137.0,8176.0,2739.0,2.5869817789174347
2023-02-27,33,"{'pos': 16, 'neu': 9, 'neg': 8}","{'Topic_4': 11, 'Topic_2': 6, 'Topic_0': 5, 'Topic_1': 5, 'Topic_5': 3, 'Topic_3': 3}",213.0,4890.0,2204.0,3.059747317423367
2023-02-28,28,"{'pos': 15, 'neu': 10, 'neg': 3}","{'Topic_4': 8, 'Topic_0': 7, 'Topic_5': 5, 'Topic_2': 3, 'Topic_1': 3, 'Topic_3': 2}",78.0,5519.0,1148.0,2.663414253882131
2023-03-01,33,"{'pos': 21, 'neu': 7, 'neg': 5}","{'Topic_4': 10, 'Topic_1': 6, 'Topic_0': 6, 'Topic_5': 5, 'Topic_2': 4, 'Topic_3': 2}",91.0,7473.0,1542.0,3.1642337313096873
2023-03-02,32,"{'pos': 22, 'neu': 8, 'neg': 2}","{'Topic_2': 8, 'Topic_0': 7, 'Topic_4': 6, 'Topic_1': 6, 'Topic_5': 4, 'Topic_3': 1}",359.0,7437.0,2691.0,2.872207146483378
2023-03-03,39,"{'pos': 22, 'neu': 12, 'neg': 5}","{'Topic_4': 12, 'Topic_0': 11, 'Topic_1': 8, 'Topic_2': 3, 'Topic_5': 3, 'Topic_3': 2}",136.0,5358.0,1708.0,2.8868887168045565
2023-03-04,23,"{'pos': 15, 'neu': 4, 'neg': 4}","{'Topic_2': 6, 'Topic_4': 6, 'Topic_1': 3, 'Topic_3': 3, 'Topic_0': 3, 'Topic_5': 2}",367.0,10658.0,2231.0,2.838101421758839
2023-03-05,22,"{'pos': 9, 'neg': 7, 'neu': 6}","{'Topic_4': 9, 'Topic_1': 4, 'Topic_2': 4, 'Topic_5': 3, 'Topic_3': 1, 'Topic_0': 1}",83.0,4570.0,1167.0,3.093771271688459
2023-03-06,31,"{'pos': 14, 'neg': 10, 'neu': 7}","{'Topic_4': 7, 'Topic_3': 7, 'Topic_1': 6, 'Topic_0': 5, 'Topic_2': 4, 'Topic_5': 2}",112.0,5135.0,1172.0,3.2071880042830654
2023-03-07,41,"{'pos': 24, 'neu': 11, 'neg': 6}","{'Topic_4': 15, 'Topic_0': 11, 'Topic_2': 8, 'Topic_5': 3, 'Topic_3': 2, 'Topic_1': 2}",107.0,4470.0,1016.0,3.2818616580089066
2023-03-08,36,"{'pos': 19, 'neu': 10, 'neg': 7}","{'Topic_4': 10, 'Topic_0': 9, 'Topic_1': 8, 'Topic_2': 5, 'Topic_5': 2, 'Topic_3': 2}",146.0,5085.0,1239.0,3.1526913790252156
2023-03-09,24,"{'pos': 15, 'neu': 6, 'neg': 3}","{'Topic_0': 5, 'Topic_5': 5, 'Topic_4': 5, 'Topic_1': 4, 'Topic_2': 3, 'Topic_3': 2}",144.0,5398.0,3243.0,3.103681911300938
2023-03-10,33,"{'pos': 18, 'neg': 8, 'neu': 7}","{'Topic_0': 10, 'Topic_4': 7, 'Topic_1': 6, 'Topic_5': 5, 'Topic_2': 3, 'Topic_3': 2}",98.0,14017.0,1222.0,3.207814514011216
2023-03-11,29,"{'pos': 16, 'neu': 7, 'neg': 6}","{'Topic_4': 11, 'Topic_0': 5, 'Topic_3': 4, 'Topic_2': 4, 'Topic_1': 3, 'Topic_5': 2}",91.0,3793.0,1558.0,2.884374240977631
2023-03-12,22,"{'pos': 9, 'neg': 7, 'neu': 6}","{'Topic_4': 6, 'Topic_2': 5, 'Topic_0': 5, 'Topic_5': 3, 'Topic_1': 3}",67.0,2444.0,967.0,3.0389909994559687
2023-03-13,37,"{'pos': 21, 'neu': 11, 'neg': 5}","{'Topic_1': 8, 'Topic_4': 8, 'Topic_2': 6, 'Topic_0': 6, 'Topic_5': 6, 'Topic_3': 3}",208.0,10215.0,2325.0,3.114734075962667
2023-03-14,48,"{'pos': 27, 'neu': 12, 'neg': 9}","{'Topic_4': 16, 'Topic_0': 11, 'Topic_3': 6, 'Topic_2': 6, 'Topic_1': 5, 'Topic_5': 4}",457.0,5264.0,1372.0,3.0194349156645592
2023-03-15,32,"{'pos': 19, 'neg': 7, 'neu': 6}","{'Topic_4': 11, 'Topic_0': 9, 'Topic_2': 5, 'Topic_3': 4, 'Topic_5': 2, 'Topic_1': 1}",245.0,4967.0,2536.0,2.8811229613876286
2023-03-16,23,"{'pos': 11, 'neu': 7, 'neg': 5}","{'Topic_5': 6, 'Topic_4': 6, 'Topic_1': 3, 'Topic_0': 3, 'Topic_3': 3, 'Topic_2': 2}",190.0,4612.0,1550.0,3.0524502704286047
2023-03-17,43,"{'pos': 21, 'neu': 18, 'neg': 4}","{'Topic_4': 16, 'Topic_5': 9, 'Topic_0': 8, 'Topic_2': 7, 'Topic_3': 2, 'Topic_1': 1}",216.0,9422.0,2118.0,2.9824300407495734
2023-03-18,26,"{'pos': 12, 'neu': 9, 'neg': 5}","{'Topic_4': 9, 'Topic_5': 5, 'Topic_3': 5, 'Topic_0': 3, 'Topic_2': 2, 'Topic_1': 2}",257.0,9723.0,1904.0,2.673501662009187
2023-03-19,28,"{'pos': 12, 'neu': 10, 'neg': 6}","{'Topic_4': 8, 'Topic_5': 7, 'Topic_1': 5, 'Topic_3': 4, 'Topic_0': 2, 'Topic_2': 2}",198.0,3850.0,1964.0,2.9147106201435533
2023-03-20,25,"{'pos': 12, 'neg': 7, 'neu': 6}","{'Topic_4': 8, 'Topic_2': 5, 'Topic_0': 5, 'Topic_3': 3, 'Topic_5': 3, 'Topic_1': 1}",149.0,5411.0,1251.0,3.18610906469396
2023-03-21,28,"{'pos': 17, 'neu': 6, 'neg': 5}","{'Topic_4': 13, 'Topic_5': 5, 'Topic_1': 5, 'Topic_3': 3, 'Topic_2': 1, 'Topic_0': 1}",100.0,14107.0,1681.0,2.7478392707554593
2023-03-22,35,"{'pos': 15, 'neu': 12, 'neg': 8}","{'Topic_4': 11, 'Topic_5': 8, 'Topic_0': 6, 'Topic_2': 4, 'Topic_1': 4, 'Topic_3': 2}",148.0,6602.0,2602.0,3.05448307075337
2023-03-23,28,"{'pos': 15, 'neu': 8, 'neg': 5}","{'Topic_4': 10, 'Topic_0': 6, 'Topic_1': 6, 'Topic_5': 3, 'Topic_3': 2, 'Topic_2': 1}",144.0,4469.0,1625.0,3.1380566673579495
2023-03-24,32,"{'neu': 14, 'pos': 12, 'neg': 5}","{'Topic_1': 11, 'Topic_4': 8, 'Topic_0': 5, 'Topic_5': 5, 'Topic_2': 2, 'Topic_3': 1}",218.0,10180.0,2661.0,3.1217777364583204
2023-03-25,26,"{'pos': 12, 'neu': 8, 'neg': 6}","{'Topic_2': 8, 'Topic_1': 8, 'Topic_4': 6, 'Topic_5': 2, 'Topic_0': 1, 'Topic_3': 1}",350.0,10982.0,5330.0,2.678608778878861
2023-03-26,26,"{'pos': 14, 'neg': 6, 'neu': 6}","{'Topic_4': 7, 'Topic_2': 5, 'Topic_0': 5, 'Topic_3': 3, 'Topic_5': 3, 'Topic_1': 3}",74.0,3006.0,514.0,2.901413240381708
2023-03-27,44,"{'pos': 22, 'neu': 19, 'neg': 3}","{'Topic_0': 18, 'Topic_4': 9, 'Topic_2': 5, 'Topic_1': 5, 'Topic_5': 4, 'Topic_3': 3}",143.0,5549.0,1751.0,3.1306755074842774
2023-03-28,50,"{'pos': 18, 'neu': 16, 'neg': 16}","{'Topic_4': 14, 'Topic_0': 10, 'Topic_5': 8, 'Topic_1': 8, 'Topic_3': 7, 'Topic_2': 3}",224.0,8438.0,3786.0,2.984765630431679
2023-03-29,38,"{'pos': 22, 'neg': 11, 'neu': 5}","{'Topic_4': 13, 'Topic_5': 8, 'Topic_1': 8, 'Topic_2': 4, 'Topic_0': 3, 'Topic_3': 2}",109.0,3373.0,1323.0,3.2158009035465502
2023-03-30,54,"{'pos': 32, 'neu': 13, 'neg': 9}","{'Topic_1': 14, 'Topic_0': 10, 'Topic_4': 9, 'Topic_3': 8, 'Topic_2': 8, 'Topic_5': 5}",235.0,8499.0,2390.0,3.136371101240022
2023-03-31,37,"{'pos': 21, 'neu': 12, 'neg': 4}","{'Topic_4': 11, 'Topic_0': 9, 'Topic_5': 6, 'Topic_1': 5, 'Topic_3': 3, 'Topic_2': 3}",69.0,4089.0,1037.0,2.906524304430145
2023-04-01,57,"{'pos': 34, 'neu': 13, 'neg': 10}","{'Topic_1': 11, 'Topic_4': 11, 'Topic_2': 11, 'Topic_5': 10, 'Topic_0': 7, 'Topic_3': 7}",202.0,11944.0,3483.0,3.0560622998883606
2023-04-02,26,"{'pos': 18, 'neg': 6, 'neu': 2}","{'Topic_4': 7, 'Topic_2': 6, 'Topic_1': 5, 'Topic_5': 3, 'Topic_0': 3, 'Topic_3': 2}",69.0,4327.0,1443.0,2.8554762530983977
2023-04-03,53,"{'pos': 25, 'neg': 16, 'neu': 8}","{'Topic_5': 11, 'Topic_2': 11, 'Topic_4': 11, 'Topic_1': 9, 'Topic_0': 7, 'Topic_3': 4}",283.0,11365.0,2434.0,3.207092268275462
2023-04-04,46,"{'neu': 19, 'pos': 17, 'neg': 10}","{'Topic_0': 11, 'Topic_1': 10, 'Topic_3': 7, 'Topic_4': 7, 'Topic_2': 6, 'Topic_5': 5}",198.0,8972.0,2067.0,3.0987663991443064
2023-04-05,42,"{'pos': 26, 'neg': 12, 'neu': 4}","{'Topic_4': 12, 'Topic_5': 9, 'Topic_0': 7, 'Topic_2': 5, 'Topic_1': 5, 'Topic_3': 4}",249.0,18794.0,5346.0,3.163195723377141
2023-04-06,48,"{'pos': 21, 'neu': 17, 'neg': 10}","{'Topic_4': 16, 'Topic_5': 11, 'Topic_2': 9, 'Topic_0': 8, 'Topic_1': 3, 'Topic_3': 1}",159.0,5640.0,1332.0,3.105277564445981
2023-04-07,40,"{'pos': 24, 'neg': 10, 'neu': 6}","{'Topic_1': 9, 'Topic_4': 8, 'Topic_0': 7, 'Topic_2': 6, 'Topic_3': 5, 'Topic_5': 5}",159.0,8054.0,9273.0,3.269220946382218
2023-04-08,25,"{'pos': 12, 'neg': 7, 'neu': 6}","{'Topic_1': 6, 'Topic_3': 6, 'Topic_0': 6, 'Topic_5': 4, 'Topic_2': 3}",158.0,8929.0,2802.0,2.8348296313717385
2023-04-09,20,"{'neg': 7, 'pos': 7, 'neu': 6}","{'Topic_5': 6, 'Topic_4': 5, 'Topic_2': 4, 'Topic_1': 3, 'Topic_3': 2}",31.0,3794.0,1185.0,2.9610191939899435
2023-04-10,46,"{'pos': 25, 'neu': 14, 'neg': 7}","{'Topic_4': 11, 'Topic_1': 11, 'Topic_2': 10, 'Topic_0': 6, 'Topic_3': 5, 'Topic_5': 3}",199.0,7056.0,2058.0,3.037297968159629
2023-04-11,38,"{'neg': 14, 'pos': 13, 'neu': 11}","{'Topic_5': 8, 'Topic_4': 7, 'Topic_1': 7, 'Topic_0': 7, 'Topic_3': 5, 'Topic_2': 4}",95.0,4082.0,1404.0,3.2000808223562496
2023-04-12,55,"{'pos': 29, 'neu': 15, 'neg': 11}","{'Topic_0': 12, 'Topic_5': 12, 'Topic_2': 10, 'Topic_1': 9, 'Topic_4': 7, 'Topic_3': 5}",153.0,7126.0,2474.0,3.0883743533696526
2023-04-13,50,"{'pos': 21, 'neu': 21, 'neg': 8}","{'Topic_3': 11, 'Topic_5': 9, 'Topic_4': 8, 'Topic_1': 8, 'Topic_2': 7, 'Topic_0': 7}",197.0,5069.0,1352.0,2.830415596809774
2023-04-14,42,"{'pos': 21, 'neu': 12, 'neg': 9}","{'Topic_1': 12, 'Topic_5': 12, 'Topic_4': 6, 'Topic_3': 6, 'Topic_2': 4, 'Topic_0': 2}",288.0,19481.0,5229.0,3.061742469346387
2023-04-15,36,"{'pos': 18, 'neg': 11, 'neu': 6}","{'Topic_1': 8, 'Topic_4': 7, 'Topic_3': 7, 'Topic_0': 6, 'Topic_5': 5, 'Topic_2': 3}",134.0,3402.0,928.0,3.134789954488841
2023-04-16,35,"{'neu': 14, 'neg': 11, 'pos': 10}","{'Topic_4': 13, 'Topic_5': 8, 'Topic_0': 6, 'Topic_1': 3, 'Topic_3': 3, 'Topic_2': 2}",92.0,4556.0,1335.0,3.0537468037566655
2023-04-17,51,"{'pos': 26, 'neu': 16, 'neg': 9}","{'Topic_1': 14, 'Topic_0': 14, 'Topic_4': 7, 'Topic_5': 6, 'Topic_3': 5, 'Topic_2': 5}",251.0,8808.0,2513.0,2.9245492695957407
2023-04-18,51,"{'pos': 23, 'neg': 16, 'neu': 12}","{'Topic_1': 15, 'Topic_4': 8, 'Topic_0': 8, 'Topic_5': 7, 'Topic_2': 7, 'Topic_3': 6}",128.0,6304.0,2888.0,3.1692086076203885
2023-04-19,48,"{'pos': 28, 'neg': 12, 'neu': 7}","{'Topic_0': 13, 'Topic_2': 10, 'Topic_1': 8, 'Topic_5': 6, 'Topic_3': 6, 'Topic_4': 5}",152.0,7448.0,2431.0,3.149193893155987
2023-04-20,36,"{'pos': 16, 'neu': 13, 'neg': 7}","{'Topic_4': 11, 'Topic_5': 8, 'Topic_0': 6, 'Topic_1': 4, 'Topic_3': 4, 'Topic_2': 3}",372.0,23196.0,4329.0,3.30810282006429
2023-04-21,47,"{'pos': 25, 'neg': 10, 'neu': 10}","{'Topic_4': 12, 'Topic_2': 10, 'Topic_0': 8, 'Topic_5': 6, 'Topic_3': 6, 'Topic_1': 5}",216.0,8559.0,2496.0,3.2699558266949893
2023-04-22,53,"{'pos': 29, 'neg': 15, 'neu': 9}","{'Topic_1': 18, 'Topic_4': 10, 'Topic_0': 9, 'Topic_2': 8, 'Topic_5': 4, 'Topic_3': 4}",226.0,7462.0,2602.0,3.0945247027996197
2023-04-23,40,"{'pos': 22, 'neu': 9, 'neg': 9}","{'Topic_4': 11, 'Topic_1': 9, 'Topic_2': 8, 'Topic_0': 5, 'Topic_5': 5, 'Topic_3': 2}",203.0,5178.0,2052.0,3.088060907708871
2023-04-24,41,"{'pos': 23, 'neu': 10, 'neg': 8}","{'Topic_4': 11, 'Topic_0': 9, 'Topic_3': 6, 'Topic_2': 6, 'Topic_1': 5, 'Topic_5': 4}",248.0,5087.0,2329.0,3.112599272082304
2023-04-25,37,"{'pos': 22, 'neu': 8, 'neg': 7}","{'Topic_4': 12, 'Topic_5': 8, 'Topic_0': 6, 'Topic_1': 5, 'Topic_3': 3, 'Topic_2': 3}",134.0,6699.0,1321.0,3.018710448197029
2023-04-26,46,"{'pos': 31, 'neu': 8, 'neg': 7}","{'Topic_4': 14, 'Topic_5': 8, 'Topic_0': 8, 'Topic_1': 6, 'Topic_2': 6, 'Topic_3': 4}",95.0,3194.0,1990.0,2.997599449645234
2023-04-27,38,"{'pos': 17, 'neu': 13, 'neg': 8}","{'Topic_4': 11, 'Topic_2': 7, 'Topic_3': 7, 'Topic_1': 5, 'Topic_0': 4, 'Topic_5': 4}",131.0,6671.0,1637.0,2.951910046253296
