时间,fenci,主题概率,主题类型
2023-10-25,亲爱 生机 科技 力量 相结合 带来 高品质 护肤 产品 购物 体验 反馈 收到 意见 建议 做好 记录,"[(0, 0.3390776), (1, 0.2114212), (4, 0.4215194)]",4
2023-11-09,细说,"[(0, 0.16832386), (1, 0.16695699), (2, 0.17445172), (3, 0.16121769), (4, 0.1687195), (5, 0.16033025)]",2
2023-11-09,感觉 有点像 网友,"[(0, 0.04169155), (1, 0.7909996), (2, 0.041789886), (3, 0.041923385), (4, 0.041741338), (5, 0.0418543)]",1
2023-11-09,评论 信仰 力会 世界 海水 倒流 海水 倒流 执念 结局 执念 改变 结局,"[(0, 0.0119552035), (1, 0.011964116), (2, 0.011970866), (3, 0.012008069), (4, 0.30517617), (5, 0.64692557)]",5
2023-11-11,期待 喷发,"[(0, 0.055690855), (1, 0.39778015), (2, 0.3794502), (3, 0.055657372), (4, 0.055682693), (5, 0.055738732)]",1
2023-11-22,朋友 结束语 孩子 男人,"[(0, 0.03339964), (1, 0.03341955), (2, 0.03339309), (3, 0.03338176), (4, 0.8330166), (5, 0.03338944)]",4
2023-11-22,不易,"[(0, 0.08335473), (1, 0.08336404), (2, 0.583042), (3, 0.08351075), (4, 0.08335516), (5, 0.083373286)]",2
2023-11-19,女孩子 终止 话题 怀孕,"[(0, 0.033378154), (1, 0.2808616), (2, 0.2679453), (3, 0.35098064), (4, 0.033395756), (5, 0.033438623)]",3
2023-11-22,结束语 孩子,"[(0, 0.055612028), (1, 0.055668425), (2, 0.055687662), (3, 0.055626087), (4, 0.72178894), (5, 0.055616867)]",4
2023-11-27,公平 过度 消耗 国运 过分 浪费 反馈 留给 日本鬼子 地绿 空间 环境 坚信 遭报应 遥远 人类,"[(1, 0.30982926), (3, 0.6506872)]",3
2023-11-27,保护 保护 双向 奔赴,"[(0, 0.03336493), (1, 0.033351965), (2, 0.0333661), (3, 0.83309317), (4, 0.033406015), (5, 0.03341784)]",3
2023-11-27,人类 发现 尊重 顺应 保护 报复 规律 抗拒,"[(0, 0.75983566), (1, 0.16523764), (2, 0.018639674), (3, 0.018887142), (4, 0.018691534), (5, 0.018708361)]",0
2023-11-24,肤浅,"[(0, 0.08339857), (1, 0.08341645), (2, 0.08339872), (3, 0.5829898), (4, 0.08339866), (5, 0.08339775)]",3
2024-02-06,发布会 打瞌睡 拖鞋,"[(0, 0.48861453), (1, 0.041752927), (2, 0.34446573), (3, 0.041735996), (4, 0.04171465), (5, 0.041716162)]",0
2024-02-06,意外 喜欢,"[(0, 0.72082114), (1, 0.055813793), (2, 0.05560326), (3, 0.056137208), (4, 0.05580837), (5, 0.055816222)]",0
2024-02-06,意外 好听 不羁,"[(0, 0.79134935), (1, 0.041702855), (2, 0.041709203), (3, 0.041713085), (4, 0.041702937), (5, 0.041822594)]",0
2024-02-06,喜歡 不來 球迷,"[(0, 0.041781556), (1, 0.041801326), (2, 0.041782454), (3, 0.041778028), (4, 0.04177934), (5, 0.7910773)]",5
2024-02-06,挣到 弯腰,"[(0, 0.055596996), (1, 0.055596944), (2, 0.7219991), (3, 0.055613346), (4, 0.055597045), (5, 0.055596497)]",2
2024-02-08,海产品 陆地,"[(0, 0.055686522), (1, 0.055582292), (2, 0.05569307), (3, 0.72146976), (4, 0.05590504), (5, 0.055663355)]",3
2024-02-08,区分 淡水鱼 海鱼 区别,"[(0, 0.0333502), (1, 0.5986906), (2, 0.03336114), (3, 0.26742002), (4, 0.03353115), (5, 0.033646815)]",1
2024-02-08,大陆 咋办,"[(0, 0.05561554), (1, 0.055937964), (2, 0.72165054), (3, 0.05563111), (4, 0.055594455), (5, 0.055570398)]",2
2024-02-08,螃蟹 陆地,"[(0, 0.05562237), (1, 0.055654358), (2, 0.05569231), (3, 0.0564929), (4, 0.7209378), (5, 0.055600263)]",4
2024-02-08,陆地 海产品,"[(0, 0.05568646), (1, 0.05558228), (2, 0.055692993), (3, 0.72147626), (4, 0.055898648), (5, 0.055663306)]",3
2024-02-24,元气,"[(0, 0.16901694), (1, 0.16653654), (2, 0.17423104), (3, 0.1611942), (4, 0.16871311), (5, 0.16030821)]",2
2023-10-03,不行,"[(0, 0.083361745), (1, 0.5829999), (2, 0.0833367), (3, 0.08356514), (4, 0.08333678), (5, 0.08339971)]",1
2023-10-03,哀哀 给出 解决方案 情郎 潜入 水底 吸走,"[(0, 0.020891013), (1, 0.6255767), (2, 0.020894213), (3, 0.29076722), (4, 0.020895993), (5, 0.020974863)]",1
2023-10-04,废水 升核 污水 污水 喝完 哀姐,"[(0, 0.023937054), (1, 0.02389771), (2, 0.023876514), (3, 0.024058862), (4, 0.023885114), (5, 0.88034475)]",5
2023-10-04,经济 高效 解决 污水 天才 科学家,"[(0, 0.8803988), (1, 0.02383861), (2, 0.023933752), (3, 0.023920117), (4, 0.023895951), (5, 0.024012746)]",0
2023-10-05,加码 效果,"[(0, 0.055662196), (1, 0.055580538), (2, 0.055605896), (3, 0.33140212), (4, 0.446169), (5, 0.055580255)]",4
2023-10-06,态度,"[(0, 0.083596356), (1, 0.08341707), (2, 0.08362443), (3, 0.083639316), (4, 0.08347451), (5, 0.58224833)]",5
2023-10-05,保持一致 水产品 禁止,"[(0, 0.04183405), (1, 0.041806128), (2, 0.43276498), (3, 0.39937916), (4, 0.042074174), (5, 0.04214147)]",2
2023-11-02,希望 沉没 电影,"[(0, 0.04185047), (1, 0.0417554), (2, 0.041758478), (3, 0.53241557), (4, 0.30044287), (5, 0.041777216)]",3
2023-11-02,许愿,"[(0, 0.083363414), (1, 0.08336338), (2, 0.08336349), (3, 0.08336309), (4, 0.08336346), (5, 0.5831831)]",5
2023-11-02,许愿,"[(0, 0.083363414), (1, 0.08336338), (2, 0.08336349), (3, 0.08336309), (4, 0.08336346), (5, 0.5831831)]",5
2023-11-02,可恶 可恨,"[(0, 0.38884488), (1, 0.055563092), (2, 0.3888522), (3, 0.055569228), (4, 0.055578973), (5, 0.055591665)]",2
2023-11-06,罪恶,"[(0, 0.58310354), (1, 0.08336945), (2, 0.08333602), (3, 0.08334894), (4, 0.08350606), (5, 0.08333597)]",0
2023-11-12,实在 心态,"[(0, 0.05556791), (1, 0.05579413), (2, 0.055573273), (3, 0.7209605), (4, 0.05644392), (5, 0.055660225)]",3
2023-11-13,冷漠 人性 国家,"[(0, 0.7907769), (1, 0.041837163), (2, 0.041782547), (3, 0.041761104), (4, 0.041868996), (5, 0.041973285)]",0
2023-11-13,位卑,"[(0, 0.16761392), (1, 0.1658379), (2, 0.17799905), (3, 0.16068588), (4, 0.16804561), (5, 0.15981767)]",2
2023-12-04,图八,"[(0, 0.16959408), (1, 0.16635466), (2, 0.17417091), (3, 0.16113661), (4, 0.16848919), (5, 0.1602546)]",2
2023-12-04,城门,"[(0, 0.16891173), (1, 0.16676573), (2, 0.17387442), (3, 0.16125682), (4, 0.16882323), (5, 0.16036804)]",2
2024-01-12,收割 流量 收割 流量,"[(0, 0.033366248), (1, 0.03347168), (2, 0.41521183), (3, 0.033448104), (4, 0.033362754), (5, 0.45113942)]",5
2024-01-12,澎湃,"[(0, 0.08350594), (1, 0.083346404), (2, 0.083342165), (3, 0.08338383), (4, 0.58307976), (5, 0.08334192)]",4
2024-01-12,澎湃 大儿,"[(0, 0.055641733), (1, 0.0555968), (2, 0.055595763), (3, 0.055790585), (4, 0.72178006), (5, 0.055595078)]",4
2023-10-09,不让 排出 废水 罩住,"[(0, 0.033429608), (1, 0.6522), (2, 0.033406023), (3, 0.033649486), (4, 0.03343232), (5, 0.21388258)]",1
2023-10-27,格局 打开 心疼 可爱 人类 健康,"[(0, 0.023863107), (1, 0.31997034), (2, 0.024282783), (3, 0.36571357), (4, 0.02395162), (5, 0.24221857)]",3
2023-10-27,黑子 支持 人核 废水,"[(0, 0.033485893), (1, 0.033409487), (2, 0.033682257), (3, 0.83259296), (4, 0.03339195), (5, 0.033437416)]",3
2023-10-21,醒醒 醒醒 救救 可笑,"[(0, 0.03334777), (1, 0.43383837), (2, 0.033347797), (3, 0.4327062), (4, 0.033347785), (5, 0.033412077)]",1
2023-10-21,恐慌 纷争 离去 离去,"[(0, 0.033356957), (1, 0.0333569), (2, 0.4338233), (3, 0.4327333), (4, 0.033356898), (5, 0.033372674)]",2
2023-10-21,可笑 好笑 可悲 痛苦 好笑 玩意儿 感叹,"[(0, 0.14556964), (1, 0.3029315), (2, 0.020858875), (3, 0.4888826), (4, 0.020874653), (5, 0.020882756)]",3
2023-10-21,定下 活着 意义,"[(0, 0.25783503), (1, 0.041687034), (2, 0.041736655), (3, 0.57484996), (4, 0.041692887), (5, 0.042198442)]",3
2023-10-21,痛苦 活着 记录 见证 世界,"[(0, 0.33742413), (1, 0.02800531), (2, 0.027856356), (3, 0.5509943), (4, 0.027839676), (5, 0.027880257)]",3
2023-10-24,人为 简单 概括,"[(0, 0.7911002), (1, 0.041833185), (2, 0.04175407), (3, 0.041805357), (4, 0.041713927), (5, 0.041793253)]",0
2023-10-24,人生 普通百姓 创造 社会 价值 徒增 烦恼,"[(0, 0.0209846), (1, 0.020918148), (2, 0.021077855), (3, 0.89487463), (4, 0.020875989), (5, 0.02126878)]",3
2023-10-24,无语,"[(0, 0.08334621), (1, 0.08334619), (2, 0.08334625), (3, 0.58326906), (4, 0.083346225), (5, 0.08334604)]",3
2023-10-24,世界 国家 事情,"[(0, 0.042826824), (1, 0.041933216), (2, 0.04205432), (3, 0.78949255), (4, 0.0418018), (5, 0.04189126)]",3
2023-10-24,希望 地球 毁灭 毁灭 通知 想做 事儿,"[(0, 0.020868428), (1, 0.021035474), (2, 0.02089453), (3, 0.76006424), (4, 0.021094497), (5, 0.15604278)]",3
2023-10-25,民众,"[(0, 0.08355215), (1, 0.08339057), (2, 0.5815012), (3, 0.08403503), (4, 0.083801635), (5, 0.083719425)]",2
2023-10-25,总裁 全人类 唾弃 包括 总统,"[(0, 0.027970772), (1, 0.8600212), (2, 0.02785416), (3, 0.028086951), (4, 0.028054874), (5, 0.028012028)]",1
2023-10-31,作秀 本土 水产,"[(0, 0.041708674), (1, 0.041728083), (2, 0.04176837), (3, 0.29334158), (4, 0.5396905), (5, 0.04176284)]",4
2023-10-31,采购,"[(0, 0.083771594), (1, 0.08336332), (2, 0.08336343), (3, 0.58177954), (4, 0.08378957), (5, 0.083932534)]",3
2023-10-31,鼓掌 鼓掌,"[(0, 0.055639096), (1, 0.055638406), (2, 0.7217062), (3, 0.055741243), (4, 0.055639036), (5, 0.05563601)]",2
2023-12-27,废水 排得 意义,"[(0, 0.04209554), (1, 0.04184591), (2, 0.04178152), (3, 0.042043768), (4, 0.041747358), (5, 0.7904859)]",5
2023-12-28,不排,"[(0, 0.08336679), (1, 0.5830593), (2, 0.08336686), (3, 0.0834226), (4, 0.08336683), (5, 0.083417565)]",1
2023-12-27,肯定 地方 让步 羊毛,"[(0, 0.033450976), (1, 0.03345242), (2, 0.83225995), (3, 0.033988208), (4, 0.033409443), (5, 0.03343903)]",2
2023-12-29,排大,"[(0, 0.08337471), (1, 0.5831273), (2, 0.08337481), (3, 0.083374254), (4, 0.08337477), (5, 0.08337419)]",1
2023-12-29,筹码 老百姓 接受,"[(0, 0.79090023), (1, 0.04172657), (2, 0.041691992), (3, 0.042050917), (4, 0.041715723), (5, 0.041914567)]",0
2023-11-28,关注,"[(0, 0.08343701), (1, 0.08355718), (2, 0.08351921), (3, 0.58207744), (4, 0.083748706), (5, 0.08366044)]",3
2023-11-28,知识 知识,"[(0, 0.055590253), (1, 0.055559285), (2, 0.055583954), (3, 0.72172564), (4, 0.05561577), (5, 0.055925053)]",3
2024-01-19,可爱,"[(0, 0.08333619), (1, 0.083824515), (2, 0.582781), (3, 0.08338169), (4, 0.08333648), (5, 0.08334014)]",2
2024-01-19,狂糙,"[(0, 0.16863987), (1, 0.16643487), (2, 0.1755744), (3, 0.16100867), (4, 0.16821127), (5, 0.16013087)]",2
2024-01-20,可爱,"[(0, 0.08333618), (1, 0.08382522), (2, 0.5827803), (3, 0.08338168), (4, 0.08333647), (5, 0.08334013)]",2
2024-01-23,氣死人,"[(0, 0.16725826), (1, 0.16588505), (2, 0.1788122), (3, 0.16058321), (4, 0.16774315), (5, 0.15971811)]",2
2024-01-23,博发 叉子 发发 事情,"[(0, 0.033397235), (1, 0.03344642), (2, 0.0333978), (3, 0.8329321), (4, 0.033405233), (5, 0.033421177)]",3
2024-01-31,代表团 当局 黑手 实施 禁运,"[(0, 0.027823498), (1, 0.028104581), (2, 0.028046457), (3, 0.0278333), (4, 0.027827332), (5, 0.86036485)]",5
2024-02-02,孩子 水弹 打人,"[(0, 0.041876134), (1, 0.041746702), (2, 0.04175576), (3, 0.041726604), (4, 0.79117256), (5, 0.04172222)]",4
2024-01-31,日本鬼子 作死,"[(0, 0.055738706), (1, 0.3942423), (2, 0.05558248), (3, 0.055890944), (4, 0.38295904), (5, 0.05558654)]",1
2023-11-20,讨厌 激酶 搜集,"[(0, 0.041731566), (1, 0.7914267), (2, 0.041705657), (3, 0.04172425), (4, 0.041705612), (5, 0.041706163)]",1
2023-10-24,学院,"[(0, 0.08338678), (1, 0.5830532), (2, 0.08344054), (3, 0.083353296), (4, 0.08335356), (5, 0.08341271)]",1
2023-10-01,入侵,"[(0, 0.58308196), (1, 0.083347365), (2, 0.083399534), (3, 0.083351344), (4, 0.08346914), (5, 0.083350636)]",0
2023-10-01,喝完,"[(0, 0.08335605), (1, 0.08335602), (2, 0.083356105), (3, 0.0833558), (4, 0.08335608), (5, 0.5832199)]",5
2023-10-05,家乡 屎盆子,"[(0, 0.05569683), (1, 0.05569663), (2, 0.0556972), (3, 0.05569526), (4, 0.05569699), (5, 0.721517)]",5
2023-10-05,瞎说,"[(0, 0.16742973), (1, 0.16603445), (2, 0.17764229), (3, 0.16075844), (4, 0.1682486), (5, 0.15988655)]",2
2023-10-04,老师 有事吗 凌乱,"[(0, 0.04176266), (1, 0.04178107), (2, 0.041742943), (3, 0.7910686), (4, 0.041750595), (5, 0.041894104)]",3
2023-10-05,气象 地震 前兆 意义,"[(0, 0.83238137), (1, 0.033559646), (2, 0.033702098), (3, 0.03340588), (4, 0.033368506), (5, 0.033582542)]",0
2023-10-04,女神 发出 力量,"[(0, 0.42744327), (1, 0.40539476), (2, 0.041750055), (3, 0.04174762), (4, 0.041884065), (5, 0.04178021)]",0
2023-10-04,感觉,"[(0, 0.083370544), (1, 0.58122057), (2, 0.0837225), (3, 0.084628575), (4, 0.08355594), (5, 0.08350189)]",1
2023-10-15,强大 祖国 保护 安心,"[(0, 0.033360127), (1, 0.033410475), (2, 0.03336056), (3, 0.8330066), (4, 0.03337865), (5, 0.033483602)]",3
2023-10-20,表态,"[(0, 0.5832339), (1, 0.08336389), (2, 0.08334894), (3, 0.08333729), (4, 0.08336188), (5, 0.08335407)]",0
2023-10-22,泪目 开会 闺蜜,"[(0, 0.4471369), (1, 0.38590798), (2, 0.041734204), (3, 0.041733194), (4, 0.04175467), (5, 0.041733075)]",0
2023-10-22,抱抱,"[(0, 0.16761802), (1, 0.16619146), (2, 0.17645349), (3, 0.16097143), (4, 0.16867444), (5, 0.1600912)]",2
2023-10-21,火烧 动物 可怜 废水 可怜 值得 勇敢 发声 影响力 善良 选择,"[(0, 0.014040078), (1, 0.60512376), (2, 0.013972625), (3, 0.33891898), (4, 0.013981993), (5, 0.013962528)]",1
2023-10-21,暴乱 无辜 戏子 支持 闹事 方法 有没有 无辜 善良 热度 发声 选择性 善良 看着 恶心,"[(0, 0.30400467), (1, 0.010492499), (2, 0.01048036), (3, 0.6540018), (4, 0.010541074), (5, 0.010479649)]",3
2023-10-21,戏子 戏子 台面 夹带 私货 支持 闹事 白纸 伤害 动物 跟着 走狗,"[(0, 0.4078282), (1, 0.2118007), (2, 0.012974355), (3, 0.34167328), (4, 0.012853536), (5, 0.012869924)]",0
2023-10-25,灭亡 废水 罢休,"[(0, 0.79034257), (1, 0.04192027), (2, 0.0417764), (3, 0.042248476), (4, 0.0417337), (5, 0.041978553)]",0
2023-10-25,感觉 热度,"[(0, 0.055571023), (1, 0.056093827), (2, 0.055718508), (3, 0.7213716), (4, 0.055627543), (5, 0.05561753)]",3
2023-10-25,我用 水乳 害怕,"[(0, 0.54234695), (1, 0.0417259), (2, 0.29079336), (3, 0.04169875), (4, 0.041699097), (5, 0.041735977)]",0
2023-10-25,芳丝,"[(0, 0.5830825), (1, 0.08336541), (2, 0.08336552), (3, 0.0833651), (4, 0.08345647), (5, 0.08336504)]",0
2023-10-25,面霜,"[(0, 0.58301365), (1, 0.083345376), (2, 0.08334542), (3, 0.08360493), (4, 0.083345406), (5, 0.08334524)]",0
2023-10-26,皮影,"[(0, 0.16799094), (1, 0.1666129), (2, 0.17509466), (3, 0.16115421), (4, 0.1688809), (5, 0.16026635)]",2
2023-11-04,厉害,"[(0, 0.08334015), (1, 0.083362676), (2, 0.083340175), (3, 0.58292216), (4, 0.08334016), (5, 0.083694704)]",3
2023-11-04,文章,"[(0, 0.08356749), (1, 0.08340217), (2, 0.08353407), (3, 0.083776884), (4, 0.5819018), (5, 0.08381763)]",4
2023-11-04,确实 海水 听懂,"[(0, 0.04190948), (1, 0.04169918), (2, 0.04204942), (3, 0.041781086), (4, 0.7905716), (5, 0.04198925)]",4
2023-12-19,灵活 之躯 遐想 涓涌 不息,"[(0, 0.40133432), (1, 0.29857582), (2, 0.027887868), (3, 0.21642776), (4, 0.027887765), (5, 0.02788646)]",0
2023-12-18,快乐 早安 好友,"[(0, 0.04186081), (1, 0.54129934), (2, 0.041696664), (3, 0.042241655), (4, 0.04180412), (5, 0.2910974)]",1
2023-12-18,支持 鼓励,"[(0, 0.055680238), (1, 0.0556156), (2, 0.7216478), (3, 0.055868085), (4, 0.055593822), (5, 0.055594448)]",2
2024-01-14,忘记,"[(0, 0.5828028), (1, 0.083345875), (2, 0.083356306), (3, 0.08370132), (4, 0.08342735), (5, 0.083366334)]",0
2024-01-14,放弃 希望 热度 降下去,"[(0, 0.033376135), (1, 0.03347248), (2, 0.033375677), (3, 0.83287114), (4, 0.033525772), (5, 0.033378813)]",3
2023-12-26,热度 媒体 关注 热度 媒体 信仰,"[(0, 0.023849715), (1, 0.023865089), (2, 0.02406458), (3, 0.8804581), (4, 0.02383599), (5, 0.02392651)]",3
2023-12-25,医生,"[(0, 0.08334397), (1, 0.084622644), (2, 0.5817533), (3, 0.083391376), (4, 0.08334404), (5, 0.08354471)]",2
2023-12-25,配图,"[(0, 0.08337843), (1, 0.08337837), (2, 0.08337853), (3, 0.083377935), (4, 0.08337849), (5, 0.58310825)]",5
2024-02-07,推荐 看着 搞笑,"[(0, 0.04227666), (1, 0.5886598), (2, 0.041739684), (3, 0.041892733), (4, 0.24367099), (5, 0.041760102)]",1
2024-02-09,取消 养伤,"[(0, 0.055640265), (1, 0.72164756), (2, 0.05563907), (3, 0.05565391), (4, 0.055718325), (5, 0.055700872)]",1
2024-02-07,医学 奇迹,"[(0, 0.05581101), (1, 0.055567607), (2, 0.05557811), (3, 0.7217474), (4, 0.055567637), (5, 0.055728212)]",3
2024-02-26,代替品,"[(0, 0.1673742), (1, 0.16588953), (2, 0.17823263), (3, 0.16076364), (4, 0.16785184), (5, 0.15988816)]",2
2024-02-27,废水 成分,"[(0, 0.055701684), (1, 0.055711985), (2, 0.055645287), (3, 0.72155875), (4, 0.055596527), (5, 0.055785753)]",3
2023-10-13,转移 注意力 发声,"[(0, 0.04197699), (1, 0.041710068), (2, 0.041877493), (3, 0.79086167), (4, 0.04170954), (5, 0.04186425)]",3
2023-10-14,日本鬼子 人类 公敌,"[(0, 0.041808434), (1, 0.04171332), (2, 0.041756134), (3, 0.79070973), (4, 0.042295873), (5, 0.04171653)]",3
2023-11-02,要来,"[(0, 0.16741467), (1, 0.16569354), (2, 0.17873722), (3, 0.16057052), (4, 0.16787785), (5, 0.15970623)]",2
2023-11-02,好像 财团 产业,"[(0, 0.042221203), (1, 0.04188399), (2, 0.0417362), (3, 0.7905592), (4, 0.041829553), (5, 0.041769862)]",3
2023-11-03,排污,"[(0, 0.0833424), (1, 0.08334239), (2, 0.08336931), (3, 0.083891004), (4, 0.084186204), (5, 0.58186865)]",5
2023-11-03,老师 点评 独到,"[(0, 0.041732233), (1, 0.04175189), (2, 0.041712448), (3, 0.79132116), (4, 0.041720156), (5, 0.041762106)]",3
2023-11-03,政府,"[(0, 0.08384393), (1, 0.08346041), (2, 0.58123887), (3, 0.08389552), (4, 0.083436795), (5, 0.08412446)]",2
2023-11-03,老师 言极,"[(0, 0.055684913), (1, 0.055724278), (2, 0.05564293), (3, 0.7215423), (4, 0.055659253), (5, 0.055746295)]",3
2023-11-17,紧急 净化,"[(0, 0.055600945), (1, 0.7214357), (2, 0.055625316), (3, 0.05589524), (4, 0.05567919), (5, 0.055763587)]",1
2023-11-17,员工 癌变 接手,"[(0, 0.0416959), (1, 0.04168901), (2, 0.041691516), (3, 0.79152673), (4, 0.041707702), (5, 0.04168915)]",3
2023-11-22,事情 高额 费用,"[(0, 0.04172658), (1, 0.35791084), (2, 0.041736055), (3, 0.47481772), (4, 0.041718796), (5, 0.042090032)]",3
2023-11-23,频繁,"[(0, 0.083358504), (1, 0.0833481), (2, 0.08338954), (3, 0.083373256), (4, 0.08334794), (5, 0.5831827)]",5
2023-11-23,铲除 资本,"[(0, 0.05582781), (1, 0.055590205), (2, 0.055577435), (3, 0.72184336), (4, 0.055577416), (5, 0.055583797)]",3
2023-12-09,没法 发现 提示 草稿箱 提示,"[(0, 0.02789384), (1, 0.027839007), (2, 0.50913393), (3, 0.37947428), (4, 0.027803395), (5, 0.027855529)]",2
2023-12-10,瞎折腾,"[(0, 0.5831448), (1, 0.083371155), (2, 0.08337129), (3, 0.08337079), (4, 0.08337125), (5, 0.08337073)]",0
2023-12-09,证明,"[(0, 0.08337507), (1, 0.083456434), (2, 0.08334823), (3, 0.58260024), (4, 0.083481446), (5, 0.083738595)]",3
2023-12-20,鱼类 死亡 事件 核污染 怀疑 历史 国家 地区 发生 鱼类 事件 核污染 化学 报道 隐瞒 核泄漏 隐瞒 国家,"[(0, 0.22103283), (3, 0.3576455), (5, 0.39490777)]",5
2023-12-19,火山,"[(0, 0.08334837), (1, 0.08356755), (2, 0.58273184), (3, 0.08343233), (4, 0.083359584), (5, 0.08356027)]",2
2023-12-19,不想 揭露,"[(0, 0.055737734), (1, 0.7214067), (2, 0.05568273), (3, 0.055701416), (4, 0.055732813), (5, 0.05573863)]",1
2023-12-25,倭寇 本质 身高,"[(0, 0.041732304), (1, 0.04171957), (2, 0.7914787), (3, 0.04169239), (4, 0.04168284), (5, 0.041694198)]",2
2023-12-26,抵制 日货 做起 忘记,"[(0, 0.033722695), (1, 0.03336492), (2, 0.0333412), (3, 0.83285034), (4, 0.033372395), (5, 0.03334844)]",3
2024-02-17,核泄漏 海啸 核泄漏 核泄漏 算盘,"[(0, 0.027819475), (1, 0.25328884), (2, 0.02782145), (3, 0.6352672), (4, 0.027793), (5, 0.028010033)]",3
2024-02-21,氢弹,"[(0, 0.08337396), (1, 0.08333966), (2, 0.5832517), (3, 0.08333961), (4, 0.08333968), (5, 0.08335535)]",2
2024-02-19,污水 泄漏 制造 散布 新冠 病毒 毁灭 地球,"[(0, 0.018561551), (1, 0.018591408), (2, 0.018563366), (3, 0.9070719), (4, 0.018586744), (5, 0.018625082)]",3
2024-02-17,远离 小心 携带 放射性物质,"[(0, 0.03336855), (1, 0.28975776), (2, 0.5763703), (3, 0.033557456), (4, 0.033477694), (5, 0.033468217)]",2
2023-10-06,收心,"[(0, 0.1682133), (1, 0.16653898), (2, 0.17522286), (3, 0.16084749), (4, 0.1692016), (5, 0.15997578)]",2
2023-10-06,去掉,"[(0, 0.08336824), (1, 0.08336675), (2, 0.08336687), (3, 0.08336643), (4, 0.08336684), (5, 0.5831649)]",5
2023-10-06,毛病,"[(0, 0.5830483), (1, 0.083373144), (2, 0.0833733), (3, 0.0833747), (4, 0.08345745), (5, 0.08337311)]",0
2023-10-15,时间 淡忘,"[(0, 0.055834413), (1, 0.05589463), (2, 0.51377535), (3, 0.056071796), (4, 0.2619872), (5, 0.056436636)]",2
2023-10-15,忘记,"[(0, 0.5827942), (1, 0.08334589), (2, 0.08335633), (3, 0.0837098), (4, 0.08342744), (5, 0.08336637)]",0
2023-10-15,不到 忘记,"[(0, 0.7202549), (1, 0.05603078), (2, 0.05560275), (3, 0.055837337), (4, 0.055770144), (5, 0.05650406)]",0
2023-10-05,手机号 绑定 手机号码 绑定 号码,"[(0, 0.027806228), (1, 0.027874444), (2, 0.027829152), (3, 0.32058984), (4, 0.56809443), (5, 0.027805924)]",4
2023-10-08,加钱 套餐 做法 限流,"[(0, 0.03344019), (1, 0.033590373), (2, 0.034155596), (3, 0.03381563), (4, 0.8315057), (5, 0.033492457)]",4
2023-11-03,辐射,"[(0, 0.08347301), (1, 0.08362903), (2, 0.08377367), (3, 0.083684154), (4, 0.08408072), (5, 0.58135945)]",5
2023-11-04,手机 裤兜 环绕,"[(0, 0.041790802), (1, 0.041808855), (2, 0.041799594), (3, 0.041778248), (4, 0.041846864), (5, 0.79097563)]",5
2023-11-04,代表 因果性,"[(0, 0.72160757), (1, 0.055655137), (2, 0.055637162), (3, 0.055708423), (4, 0.05566229), (5, 0.055729434)]",0
2023-11-04,手机 原因 导致 质量 下降,"[(0, 0.027839674), (1, 0.028070835), (2, 0.027892387), (3, 0.51143414), (4, 0.027971623), (5, 0.3767913)]",3
2023-11-05,感谢 关注,"[(0, 0.05563558), (1, 0.47631207), (2, 0.0556968), (3, 0.3004745), (4, 0.055891793), (5, 0.05598927)]",1
2023-11-06,关注,"[(0, 0.08343701), (1, 0.083557196), (2, 0.08351921), (3, 0.58207756), (4, 0.083748475), (5, 0.08366054)]",3
2023-10-30,消息,"[(0, 0.08362435), (1, 0.083394915), (2, 0.08375656), (3, 0.083757766), (4, 0.08395525), (5, 0.58151114)]",5
2023-10-03,时间,"[(0, 0.083671875), (1, 0.0837457), (2, 0.083595954), (3, 0.08370916), (4, 0.5808366), (5, 0.084440686)]",4
2023-10-01,没错 潜伏 间谍 放假 回家 探亲 机场 装不下,"[(0, 0.018584661), (1, 0.5148135), (2, 0.018678147), (3, 0.19391222), (4, 0.018591132), (5, 0.23542036)]",1
2023-10-03,澡堂 搓澡,"[(0, 0.7221338), (1, 0.05557328), (2, 0.05557335), (3, 0.055573113), (4, 0.055573326), (5, 0.055573083)]",0
2023-10-05,朋友 体验 澡堂 文化 搓澡 还给 搓澡,"[(0, 0.89553064), (1, 0.020951664), (2, 0.020851951), (3, 0.020865435), (4, 0.020931492), (5, 0.020868797)]",0
2023-10-03,快爆,"[(0, 0.1674815), (1, 0.16592385), (2, 0.17707229), (3, 0.16076937), (4, 0.16885324), (5, 0.15989979)]",2
2023-10-03,不爆 看不起,"[(0, 0.05559697), (1, 0.055596914), (2, 0.72201616), (3, 0.055596534), (4, 0.05559702), (5, 0.055596467)]",2
2023-10-09,柿子 国产,"[(0, 0.055584297), (1, 0.055584263), (2, 0.057149332), (3, 0.055584013), (4, 0.055759817), (5, 0.7203382)]",5
2023-10-09,块钱 好像,"[(0, 0.056429543), (1, 0.7206683), (2, 0.05560614), (3, 0.056073543), (4, 0.0555644), (5, 0.055658035)]",1
2023-10-06,表态,"[(0, 0.58323395), (1, 0.0833639), (2, 0.08334894), (3, 0.08333729), (4, 0.08336188), (5, 0.08335407)]",0
2023-10-05,办法 制止,"[(0, 0.05582001), (1, 0.7211228), (2, 0.055787135), (3, 0.055568658), (4, 0.055569384), (5, 0.056132045)]",1
2023-10-06,办法,"[(0, 0.083400086), (1, 0.084233485), (2, 0.08387264), (3, 0.083350055), (4, 0.08335156), (5, 0.5817922)]",5
