内容,主题概率,主题类型
口感 购买,"[(0, 0.111958385), (1, 0.41713268), (2, 0.4709089)]",2
好吃 看得见,"[(0, 0.11961782), (1, 0.7648739), (2, 0.11550823)]",1
生产 希望,"[(0, 0.11683864), (1, 0.7632321), (2, 0.11992931)]",1
购买 质量 东方 甄选 值得 信赖,"[(0, 0.053422533), (1, 0.5967227), (2, 0.34985477)]",1
味道 好极了 下次 光顾,"[(0, 0.48212296), (1, 0.44800013), (2, 0.06987686)]",0
大米 好吃 大米,"[(0, 0.08577905), (1, 0.81542975), (2, 0.0987912)]",1
飘香 四溢 五常 大米,"[(0, 0.07448774), (1, 0.092165045), (2, 0.8333472)]",2
第一次 购买 好吃 东方 甄选,"[(0, 0.25922224), (1, 0.66214025), (2, 0.07863754)]",1
东方 甄选 绿豆 百合,"[(0, 0.09565955), (1, 0.516845), (2, 0.38749552)]",1
收到 追评,"[(0, 0.113268696), (1, 0.11451298), (2, 0.77221835)]",2
物流 特别 真的 好吃 回购,"[(0, 0.3120694), (1, 0.6276545), (2, 0.060276143)]",1
喜欢 回购 回购,"[(0, 0.39635935), (1, 0.5195327), (2, 0.08410798)]",1
后续 评价 看着 包装,"[(0, 0.0706189), (1, 0.06690012), (2, 0.86248094)]",2
物流 很快 包装 完在 评价,"[(0, 0.34278622), (1, 0.055830486), (2, 0.6013833)]",2
好吃,"[(0, 0.18627657), (1, 0.63077444), (2, 0.18294896)]",1
真的 不错,"[(0, 0.121978976), (1, 0.15115947), (2, 0.72686154)]",2
星座 运势 秘籍,"[(0, 0.7730331), (1, 0.11795919), (2, 0.10900771)]",0
日期 新鲜 煮饭,"[(0, 0.08512225), (1, 0.09196295), (2, 0.8229148)]",2
挺好吃 略带 香甜,"[(0, 0.08764675), (1, 0.81834245), (2, 0.0940108)]",1
宇辉 推荐 好吃,"[(0, 0.096020386), (1, 0.808855), (2, 0.09512458)]",1
不错 值得 拥有,"[(0, 0.096787676), (1, 0.7695267), (2, 0.13368559)]",1
分量 口感 满意,"[(0, 0.084794216), (1, 0.11699268), (2, 0.7982131)]",2
不错 香味 十足 东方 甄选 值得 信赖,"[(0, 0.046331607), (1, 0.4869036), (2, 0.46676484)]",1
收到 日期,"[(0, 0.113269895), (1, 0.11866651), (2, 0.76806366)]",2
不错 口感 味道,"[(0, 0.38019487), (1, 0.08484564), (2, 0.5349595)]",2
好吃 第三次 购买,"[(0, 0.08576969), (1, 0.8284321), (2, 0.0857982)]",1
回购 几次 家人 好吃 东方 甄选 值得 信赖,"[(0, 0.27719888), (1, 0.6812122), (2, 0.04158895)]",1
送给 朋友 东西 朋友 分享,"[(0, 0.057505164), (1, 0.32120094), (2, 0.6212939)]",2
购买 好吃 孩子 喜欢,"[(0, 0.57713145), (1, 0.3533412), (2, 0.06952737)]",0
大米,"[(0, 0.1671201), (1, 0.6075556), (2, 0.2253243)]",1
不错 回购 喜欢,"[(0, 0.6954125), (1, 0.21072085), (2, 0.09386664)]",0
回购 老师 这款 大米,"[(0, 0.070016816), (1, 0.857098), (2, 0.072885215)]",1
小贵 真的 好吃,"[(0, 0.45674276), (1, 0.44065478), (2, 0.10260246)]",0
第一次 购买 购买 知识 赠送 大米,"[(0, 0.049995504), (1, 0.5436365), (2, 0.40636796)]",1
东方 甄选 价格 实惠 品质,"[(0, 0.06730585), (1, 0.09200105), (2, 0.84069306)]",2
筋道 好吃,"[(0, 0.7320697), (1, 0.14339036), (2, 0.12453996)]",0
东方 甄选 值得 信赖,"[(0, 0.09386057), (1, 0.7489385), (2, 0.15720096)]",1
主打 信任 东方 甄选,"[(0, 0.07648233), (1, 0.33983788), (2, 0.5836798)]",2
到货 好评,"[(0, 0.1121331), (1, 0.11118649), (2, 0.77668035)]",2
收到 好评,"[(0, 0.113281116), (1, 0.114563785), (2, 0.7721551)]",2
收到 五分 好评,"[(0, 0.08438489), (1, 0.08497866), (2, 0.83063644)]",2
收到 几天 挺好吃 满意,"[(0, 0.07742246), (1, 0.46766776), (2, 0.45490974)]",1
东方 甄选 好吃,"[(0, 0.110983655), (1, 0.10661093), (2, 0.7824054)]",2
煮起来 好吃,"[(0, 0.12787727), (1, 0.14932312), (2, 0.72279966)]",2
超级 超级 好吃 超级,"[(0, 0.07009428), (1, 0.073149666), (2, 0.8567561)]",2
物流 很快 大米 味道,"[(0, 0.6359674), (1, 0.08523079), (2, 0.27880186)]",0
老师 直播间,"[(0, 0.11376744), (1, 0.7633736), (2, 0.12285901)]",1
收到 没开 东方 甄选,"[(0, 0.074202105), (1, 0.07043318), (2, 0.8553647)]",2
值得 信赖 董宇辉 支持,"[(0, 0.072425775), (1, 0.8570362), (2, 0.07053801)]",1
打开 东方 甄选,"[(0, 0.0961483), (1, 0.09015458), (2, 0.81369716)]",2
看着 不错,"[(0, 0.11742723), (1, 0.11313839), (2, 0.7694344)]",2
好吃 放心 物流 很快,"[(0, 0.56130064), (1, 0.36367354), (2, 0.07502586)]",0
下次 回来,"[(0, 0.12373991), (1, 0.68988323), (2, 0.18637687)]",1
包装 发货 速度 真的 挺快,"[(0, 0.86818075), (1, 0.06904334), (2, 0.06277591)]",0
软硬 适中 反复 回购 不错,"[(0, 0.061888803), (1, 0.8501762), (2, 0.08793499)]",1
回购 一如既往,"[(0, 0.11417813), (1, 0.77456695), (2, 0.1112549)]",1
好吃 好吃 新鲜,"[(0, 0.09300335), (1, 0.79182816), (2, 0.11516849)]",1
日期 新鲜 发货 速度 很快,"[(0, 0.59556353), (1, 0.059260923), (2, 0.34517556)]",0
口感 不错 回购,"[(0, 0.091605894), (1, 0.35831362), (2, 0.5500805)]",2
回购 好吃 大米,"[(0, 0.08678649), (1, 0.8226999), (2, 0.09051366)]",1
推荐 米饭,"[(0, 0.11191926), (1, 0.58495444), (2, 0.30312628)]",1
大米粥 好喝 喝完,"[(0, 0.3173361), (1, 0.59723204), (2, 0.08543182)]",1
物流 朋友 介绍 好吃,"[(0, 0.29188025), (1, 0.63224006), (2, 0.075879715)]",1
复购,"[(0, 0.1686563), (1, 0.66309613), (2, 0.16824754)]",1
孩子 喜欢 干饭,"[(0, 0.6043828), (1, 0.0869091), (2, 0.30870804)]",0
花香 新鲜 米饭 好吃 回购,"[(0, 0.062050197), (1, 0.65506124), (2, 0.28288856)]",1
大米 口感 好吃,"[(0, 0.08854574), (1, 0.113583244), (2, 0.797871)]",2
日期 新鲜 大米 好吃,"[(0, 0.07056482), (1, 0.08649435), (2, 0.8429408)]",2
喜欢 五常 大米 日期 新鲜 回购,"[(0, 0.1924891), (1, 0.26638788), (2, 0.54112303)]",2
米饭 好吃,"[(0, 0.12275163), (1, 0.1851654), (2, 0.692083)]",2
第四次 购买 家里人 喜欢 口感,"[(0, 0.19729309), (1, 0.378265), (2, 0.4244419)]",2
东西 不错 推荐,"[(0, 0.093438305), (1, 0.2758852), (2, 0.63067645)]",2
东方 甄选 大米 好吃,"[(0, 0.07842728), (1, 0.08652959), (2, 0.83504313)]",2
打算 长期 回购 好吃,"[(0, 0.7121724), (1, 0.21904834), (2, 0.068779245)]",0
收货 速度 很快 袋子 问道 大米 香味,"[(0, 0.25582033), (1, 0.32326543), (2, 0.4209142)]",2
东方 甄选 东西 放心,"[(0, 0.07645436), (1, 0.084000155), (2, 0.8395454)]",2
米香 浓郁,"[(0, 0.11570941), (1, 0.77126133), (2, 0.113029286)]",1
东方 甄选 信任,"[(0, 0.109678574), (1, 0.47485897), (2, 0.41546246)]",1
二次 回购 满意,"[(0, 0.085143946), (1, 0.8288166), (2, 0.08603948)]",1
物流 回购,"[(0, 0.5408394), (1, 0.3439412), (2, 0.11521944)]",0
回购 小宝,"[(0, 0.52266973), (1, 0.3642637), (2, 0.11306657)]",0
主播 介绍,"[(0, 0.11635876), (1, 0.7721529), (2, 0.111488335)]",1
水平,"[(0, 0.54710585), (1, 0.2336501), (2, 0.21924405)]",0
大米 好吃 香甜,"[(0, 0.09083903), (1, 0.788038), (2, 0.121122986)]",1
几次 好吃,"[(0, 0.116382614), (1, 0.768286), (2, 0.11533136)]",1
打开 袋子 香味,"[(0, 0.08469836), (1, 0.8078693), (2, 0.10743233)]",1
味道 不错 煮饭 香味,"[(0, 0.3668023), (1, 0.41308138), (2, 0.22011638)]",1
口感 蒸出 米饭 特别 透亮,"[(0, 0.060349572), (1, 0.5319052), (2, 0.40774527)]",1
花香 不错 推荐 购买,"[(0, 0.0817976), (1, 0.7967703), (2, 0.12143205)]",1
正宗 五常 大米 回购,"[(0, 0.07131219), (1, 0.6921224), (2, 0.23656544)]",1
收到 第二次 购买,"[(0, 0.08686028), (1, 0.81162494), (2, 0.1015148)]",1
第二次 回购 好吃 物流 很快,"[(0, 0.50821424), (1, 0.4331586), (2, 0.058627125)]",0
东方 甄选 自营 品质,"[(0, 0.82588154), (1, 0.09097865), (2, 0.08313978)]",0
裤子 民工,"[(0, 0.74900347), (1, 0.12654588), (2, 0.12445064)]",0
日期 近期 味道,"[(0, 0.5688905), (1, 0.08909454), (2, 0.34201494)]",0
物流 包装 看着 不错,"[(0, 0.2738391), (1, 0.06756986), (2, 0.6585911)]",2
好吃 米饭 好吃,"[(0, 0.08969168), (1, 0.70712405), (2, 0.20318428)]",1
发货 神速 两顿,"[(0, 0.35185638), (1, 0.085455716), (2, 0.5626879)]",2
发货 速度 很快 质量 稳定,"[(0, 0.70403177), (1, 0.11361526), (2, 0.18235298)]",0
回购,"[(0, 0.17314132), (1, 0.65981895), (2, 0.16703977)]",1
几袋 大米 好吃,"[(0, 0.08575011), (1, 0.8227092), (2, 0.091540694)]",1
大米 真的 无敌 好吃,"[(0, 0.070047915), (1, 0.27401793), (2, 0.65593415)]",2
复购 几次 好吃,"[(0, 0.08612771), (1, 0.828286), (2, 0.085586295)]",1
好吃 回购,"[(0, 0.11859882), (1, 0.76595056), (2, 0.11545062)]",1
买来 小孩子 煮粥,"[(0, 0.670439), (1, 0.23114078), (2, 0.09842021)]",0
物流 飞快 开封 送货上门,"[(0, 0.09182084), (1, 0.19245112), (2, 0.7157281)]",2
购买 家庭 口粮 好吃,"[(0, 0.31891304), (1, 0.60677016), (2, 0.074316844)]",1
支持 董宇辉,"[(0, 0.13529018), (1, 0.7397668), (2, 0.12494307)]",1
大米 味道 品质 不错,"[(0, 0.4669008), (1, 0.4312385), (2, 0.10186069)]",0
日期 新鲜 口感 很棒 购买,"[(0, 0.056394856), (1, 0.16980691), (2, 0.7737983)]",2
太好了 开心 好开心,"[(0, 0.13594325), (1, 0.5092461), (2, 0.35481068)]",1
好吃 颗粒 饱满,"[(0, 0.08886191), (1, 0.09703369), (2, 0.81410444)]",2
大米 品质 不错 一年到头,"[(0, 0.08097682), (1, 0.5700667), (2, 0.34895647)]",1
物流 服务 回购,"[(0, 0.55838555), (1, 0.35282314), (2, 0.08879132)]",0
日期 新鲜 口感 评价,"[(0, 0.06743236), (1, 0.06886281), (2, 0.8637048)]",2
物流 二次 购买,"[(0, 0.3266841), (1, 0.5850883), (2, 0.088227555)]",1
爸妈 好不好 习惯性 好评,"[(0, 0.0667127), (1, 0.06670421), (2, 0.8665831)]",2
包装 两层 真空,"[(0, 0.11041063), (1, 0.50570965), (2, 0.38387972)]",1
东方 甄选 再来 追评,"[(0, 0.07277377), (1, 0.06934116), (2, 0.85788506)]",2
很好 日期,"[(0, 0.111539416), (1, 0.114806704), (2, 0.77365386)]",2
京东 快递 好评,"[(0, 0.08519829), (1, 0.08952591), (2, 0.8252758)]",2
大米 购买,"[(0, 0.111555204), (1, 0.76624566), (2, 0.12219909)]",1
花香 味道,"[(0, 0.7472063), (1, 0.12610286), (2, 0.12669088)]",0
超级 食物 折扣 划算,"[(0, 0.27561486), (1, 0.07590714), (2, 0.648478)]",2
口感 回购 快递 小哥 服务,"[(0, 0.05874086), (1, 0.66473764), (2, 0.2765215)]",1
看着 不错 评价,"[(0, 0.08626747), (1, 0.08434933), (2, 0.8293832)]",2
一如既往 回购,"[(0, 0.11418205), (1, 0.774563), (2, 0.111254916)]",1
发货 包装 口感 不错,"[(0, 0.45644152), (1, 0.06774157), (2, 0.47581688)]",2
东方 甄选 物流,"[(0, 0.8091293), (1, 0.088402994), (2, 0.10246772)]",0
一如既往 支持 甄选 支持 老师,"[(0, 0.062863626), (1, 0.87126786), (2, 0.065868534)]",1
口感 新鲜,"[(0, 0.11378331), (1, 0.11536425), (2, 0.77085245)]",2
一如 俱往 好吃,"[(0, 0.7996825), (1, 0.10600133), (2, 0.094316155)]",0
好久 终于 大米 特别,"[(0, 0.07419576), (1, 0.21463083), (2, 0.7111735)]",2
大米 纯正 花香 物流 很快,"[(0, 0.31273884), (1, 0.062145926), (2, 0.6251152)]",2
朋友 推荐 看着 挺不错,"[(0, 0.071930334), (1, 0.36085823), (2, 0.5672114)]",2
几次 喜欢 红薯,"[(0, 0.55731845), (1, 0.33628643), (2, 0.10639511)]",0
发出 坏果 三分之一 做生意 好评,"[(0, 0.058453724), (1, 0.05589049), (2, 0.8856558)]",2
规格 每次 下单 大小 上次 很大 很小 红薯 放到 看着 像是 好像 味道,"[(0, 0.71894515), (1, 0.044657268), (2, 0.23639758)]",0
第一次 稍微 一点 味道 板栗 味道 小孩子,"[(0, 0.91468227), (1, 0.04263623), (2, 0.042681523)]",0
真的 好吃 回购 同事 链接 口感 很饱 回购 希望 卖家 生意 越来越,"[(0, 0.026611254), (1, 0.85022336), (2, 0.12316537)]",1
感觉 回事 习惯性 好评,"[(0, 0.0738448), (1, 0.07266882), (2, 0.85348636)]",2
东西 收到 发货 主播 描述 相符 第八次,"[(0, 0.6952228), (1, 0.04657804), (2, 0.2581992)]",0
第三次 复够 季节 口感 两次,"[(0, 0.27235708), (1, 0.4897913), (2, 0.23785163)]",1
回购 一款 产品 好吃 直播间 所见即 所得 货真价实,"[(0, 0.04068593), (1, 0.921829), (2, 0.037485093)]",1
一如既往 好吃 好吃 下次 光临,"[(0, 0.28346893), (1, 0.65785813), (2, 0.058672942)]",1
回购 甜糯 好吃 脂期 放心 负担 回购,"[(0, 0.5033224), (1, 0.45345676), (2, 0.043220866)]",0
无数次 特别 好吃 新鲜 口感,"[(0, 0.059727956), (1, 0.5963055), (2, 0.34396657)]",1
回购 过次 口感 板栗 香甜,"[(0, 0.29945433), (1, 0.2582622), (2, 0.44228348)]",2
送货 速度 第一天 下单 第二天 收到 电饭煲 煮饭 形式 制作 口感 微甜 削皮 一点 满意,"[(0, 0.16566552), (1, 0.023081446), (2, 0.811253)]",2
购买 空气 炸锅 好吃,"[(0, 0.07086356), (1, 0.32681218), (2, 0.6023243)]",2
直播间 所见即 所得 货真价实 购买 这款 番薯 好吃,"[(0, 0.041203193), (1, 0.92132646), (2, 0.03747033)]",1
产品 介绍 名符其实 再购,"[(0, 0.06708471), (1, 0.6754147), (2, 0.2575006)]",1
回购 食品 超级 喜欢 个头 均匀 坏果 口感,"[(0, 0.34214613), (1, 0.064893514), (2, 0.59296036)]",2
香甜,"[(0, 0.18351898), (1, 0.18507564), (2, 0.6314054)]",2
坏果 喜欢 那种,"[(0, 0.82791865), (1, 0.08542859), (2, 0.08665273)]",0
红薯 那种 入口 那种 口感 不错,"[(0, 0.4167899), (1, 0.068013504), (2, 0.5151966)]",2
这家 品质,"[(0, 0.12038472), (1, 0.36792094), (2, 0.5116943)]",2
挺好吃 很甜 第三次 回购 跟前 两次,"[(0, 0.04998968), (1, 0.90186656), (2, 0.048143756)]",1
味道 不错 口感 特别 好吃 服务态度 物流 速度,"[(0, 0.7627791), (1, 0.040544324), (2, 0.19667654)]",0
第四次,"[(0, 0.16679758), (1, 0.6664067), (2, 0.16679575)]",1
回购 几次 品质 喜欢 放心 购买,"[(0, 0.20014237), (1, 0.7509641), (2, 0.048893526)]",1
回购 山芋 一如既往 好吃 快递,"[(0, 0.27751622), (1, 0.66377544), (2, 0.05870833)]",1
打开 锅盖 板栗 甜味 扑鼻而来 留意 几个 舍得吃 好吃 好玩 好看 值得 回购,"[(0, 0.23889978), (1, 0.58434564), (2, 0.17675456)]",1
孩子 喜欢,"[(0, 0.77714), (1, 0.11122469), (2, 0.11163528)]",0
品相 好看,"[(0, 0.776042), (1, 0.111626886), (2, 0.112331145)]",0
描述 相符 情况 味道 香甜 物流 速度 物流 很快,"[(0, 0.93105143), (1, 0.033911094), (2, 0.035037495)]",0
香薯 购买 喜欢 购买,"[(0, 0.3403348), (1, 0.57885796), (2, 0.08080727)]",1
包装 物流 速度 发货 速度 服务态度 回购,"[(0, 0.9106959), (1, 0.04671244), (2, 0.042591657)]",0
几次 每次 新鲜 回购,"[(0, 0.069303036), (1, 0.8564374), (2, 0.074259594)]",1
上次 感觉 不错 好吃 评价,"[(0, 0.06588616), (1, 0.38403085), (2, 0.550083)]",2
红薯 好吃 好吃,"[(0, 0.10019814), (1, 0.3842237), (2, 0.51557815)]",2
快递 包装 果子 发展 均匀 后续 评价 口感,"[(0, 0.04109183), (1, 0.039689314), (2, 0.91921884)]",2
好几回 几回 大点 一如既往 好吃,"[(0, 0.5005018), (1, 0.4426359), (2, 0.056862332)]",0
香薯 挺好吃 口感 不错 口感 不错 香甜,"[(0, 0.044429827), (1, 0.20014812), (2, 0.755422)]",2
物流 很快 全家 喜欢 包装 完好无损 无限 回购 儿子 喜欢 空气 炸锅 外面 味道,"[(0, 0.7001979), (1, 0.09977669), (2, 0.20002542)]",0
一如既往 好吃 新鲜 回购 闭眼,"[(0, 0.058370378), (1, 0.879946), (2, 0.061683625)]",1
挺好吃 回购,"[(0, 0.113037504), (1, 0.77572536), (2, 0.111237176)]",1
这家 味道,"[(0, 0.41635355), (1, 0.11121869), (2, 0.4724278)]",2
味道,"[(0, 0.66453475), (1, 0.16680276), (2, 0.1686625)]",0
香甜 下单,"[(0, 0.116186745), (1, 0.12788819), (2, 0.75592506)]",2
回购 香薯 好吃,"[(0, 0.09733307), (1, 0.785282), (2, 0.1173849)]",1
第二次 特别 好吃,"[(0, 0.090051085), (1, 0.82392913), (2, 0.08601978)]",1
回购 好吃,"[(0, 0.11864885), (1, 0.7658931), (2, 0.11545808)]",1
他家 红薯 质量 不错,"[(0, 0.07834001), (1, 0.2422439), (2, 0.67941606)]",2
回购 几次 特别 好吃,"[(0, 0.070783354), (1, 0.86097544), (2, 0.06824122)]",1
好吃 第二次 购买,"[(0, 0.08642669), (1, 0.82775456), (2, 0.08581879)]",1
第三次 回购 好吃 早餐,"[(0, 0.0688439), (1, 0.8579026), (2, 0.07325351)]",1
喜欢,"[(0, 0.6647492), (1, 0.1670246), (2, 0.1682262)]",0
好吃 好吃 一口 三下 胸口,"[(0, 0.85568815), (1, 0.07921017), (2, 0.06510164)]",0
红薯 品质 不错,"[(0, 0.10360887), (1, 0.25975358), (2, 0.6366375)]",2
不错 份量 物流,"[(0, 0.7857483), (1, 0.08835554), (2, 0.12589611)]",0
回购 他家 香薯 香甜,"[(0, 0.077922314), (1, 0.8171545), (2, 0.10492314)]",1
好吃 很甜,"[(0, 0.13685493), (1, 0.7477044), (2, 0.115440704)]",1
香甜 大小 合适 蒸煮 合适,"[(0, 0.05979249), (1, 0.058247548), (2, 0.88196)]",2
口感 不错 香甜 好吃,"[(0, 0.07373563), (1, 0.076839454), (2, 0.8494249)]",2
收到 孩子 老公 一瓶,"[(0, 0.5773278), (1, 0.3422791), (2, 0.08039309)]",0
物流 很快 东西 二次 回购,"[(0, 0.5966769), (1, 0.3413961), (2, 0.06192699)]",0
几次 挺好吃,"[(0, 0.111448675), (1, 0.77739704), (2, 0.111154266)]",1
地瓜 挺好吃 喜欢,"[(0, 0.3302712), (1, 0.58382595), (2, 0.085902825)]",1
红薯 好吃 回购,"[(0, 0.09877429), (1, 0.56426156), (2, 0.33696416)]",1
品种 味道 挺不错,"[(0, 0.8281405), (1, 0.08501122), (2, 0.08684826)]",0
好吃 回购 值得 信赖,"[(0, 0.06862108), (1, 0.86349195), (2, 0.06788695)]",1
回购 无数次 好吃,"[(0, 0.086688705), (1, 0.8279506), (2, 0.085360736)]",1
红薯 真的 一点 特别,"[(0, 0.67155087), (1, 0.23243833), (2, 0.09601086)]",0
特别 好吃 回购 香甜,"[(0, 0.07436578), (1, 0.85058165), (2, 0.07505259)]",1
真的 超级 好吃 胸口 那种 干面,"[(0, 0.5796751), (1, 0.07161375), (2, 0.34871122)]",0
红薯 真的 好吃,"[(0, 0.094212614), (1, 0.34111738), (2, 0.56467)]",2
好吃 买来 老人,"[(0, 0.8152867), (1, 0.09350517), (2, 0.091208145)]",0
栗子 番薯,"[(0, 0.11322348), (1, 0.7741685), (2, 0.11260802)]",1
喜欢 地瓜 管够,"[(0, 0.47983852), (1, 0.425294), (2, 0.094867475)]",0
大小 味道 好吃,"[(0, 0.8081727), (1, 0.09750941), (2, 0.094317846)]",0
物流 包装 还好 味道 光顾,"[(0, 0.7482919), (1, 0.1895254), (2, 0.062182724)]",0
包装 完好 味道 香甜 果粒 完整,"[(0, 0.89668936), (1, 0.04897333), (2, 0.05433728)]",0
收到 包装 放心 感谢 商家,"[(0, 0.07079543), (1, 0.6346789), (2, 0.2945257)]",1
物流 超快 看着 不错 名字 生态 水晶 大米 透过 袋子 米粒 透彻 干净 亮泽,"[(0, 0.026918592), (1, 0.027567947), (2, 0.9455135)]",2
物流 超快 看着 不错 名字 生态 水晶 大米 透过 袋子 米粒 透彻 干净 亮泽 真空包装 完好无损 慢吃 好评,"[(0, 0.021010092), (1, 0.15549904), (2, 0.8234908)]",2
质量 发货 服务 干净 一粒 饱满 煮饭 好吃,"[(0, 0.36280057), (1, 0.042468794), (2, 0.5947307)]",2
大米 好吃 熟饭 一粒 一粒 喜欢 机会 再多 几袋,"[(0, 0.6242645), (1, 0.33748597), (2, 0.038249534)]",0
拆开 看着 不错 发来 家里 追评 物流 很快,"[(0, 0.28536364), (1, 0.03785218), (2, 0.6767842)]",2
收到 小包 两包 一包 快递 送输 商家 差价 口感 值得 回购,"[(0, 0.035186093), (1, 0.75337607), (2, 0.21143779)]",1
生态 水晶 大米 收到 真空包装 物美价廉 发货 快递 服务态度 好评,"[(0, 0.35976487), (1, 0.047054388), (2, 0.5931807)]",2
口味 包装 很好 打开 米袋子 一股 味道 说不上来 挺好,"[(0, 0.4355607), (1, 0.20361914), (2, 0.36082017)]",0
金鹤 大米 煮饭 煮粥 不错 配送 东北 发货 发货 速度,"[(0, 0.550478), (1, 0.41209847), (2, 0.037423562)]",0
水晶 收到 物流 包装 质量 好吃 颗粒 饱满 煮饭 糯米饭 香味 价廉 物差 小钱 买好 货太值,"[(0, 0.02406273), (1, 0.024994636), (2, 0.9509426)]",2
大米 水晶 黑土地 大米 黑人 配白 牙齿,"[(0, 0.05590418), (1, 0.05811384), (2, 0.885982)]",2
老板 生态 水晶 收到 真实 老板 快递 小哥 辛苦,"[(0, 0.035226032), (1, 0.9167823), (2, 0.047991574)]",1
收到 宝贝 黑土地 生态 水晶 大米 包装 快递 服务 货真 价廉,"[(0, 0.03209301), (1, 0.30157202), (2, 0.666335)]",2
收到 包装 还好 商家 及时处理 挺好吃 放心 购买,"[(0, 0.04616093), (1, 0.6789514), (2, 0.27488765)]",1
包装 物流 快递 负责 描述 不知 质量 口感,"[(0, 0.2774424), (1, 0.16853108), (2, 0.55402654)]",2
收到 包装 精致 拆开来 米粒 好吃 特别 剩饭 拿来 那种 分离 超棒,"[(0, 0.4947335), (1, 0.030301), (2, 0.47496548)]",0
商品 价格便宜 质量 很好 商家 描述,"[(0, 0.39764264), (1, 0.13062769), (2, 0.47172967)]",2
真空包装 扎实 正宗 东北 大米 满意,"[(0, 0.05067275), (1, 0.89535815), (2, 0.053969122)]",1
收到 包装 不错 价格 放心,"[(0, 0.06028419), (1, 0.06419543), (2, 0.8755204)]",2
宝贝 收到 商家 发货 包装 卖家 服务态度 图片 描述 相符 性价比 物美价廉 值得 购买,"[(0, 0.46169373), (1, 0.32618836), (2, 0.21211793)]",0
