内容,主题概率,主题类型
高品质 甜糯 丝滑 两个 男孩 推荐 超赞,"[(0, 0.76165265), (1, 0.19294444), (2, 0.0454029)]",0
满意 购物 诚意 卖家,"[(0, 0.067584164), (1, 0.8556493), (2, 0.07676652)]",1
红薯 收到 物流 很快 驿站 晚上 好吃 推荐 姐家 购买 真的 不错 推荐,"[(0, 0.030630507), (1, 0.27857313), (2, 0.6907964)]",2
宝贝 收到 满意 服务 物流 很快 下次,"[(0, 0.15335736), (1, 0.051598337), (2, 0.7950443)]",2
甜度 空气 炸锅 价位 不错 那种 小蜜 好吃,"[(0, 0.36559147), (1, 0.040945668), (2, 0.5934628)]",2
到货 新鲜 个头 不小,"[(0, 0.07560783), (1, 0.067805536), (2, 0.85658664)]",2
不错 大小 均匀 发货 商家 回复 速度 特别,"[(0, 0.75808287), (1, 0.049236607), (2, 0.19268046)]",0
卖家 细心 烟薯 套装 打开 新鲜 磕碰 满意,"[(0, 0.03936917), (1, 0.3772617), (2, 0.58336914)]",2
密暑 收到 包装 完好 果子 快递 送货上门 商家 回购,"[(0, 0.03892009), (1, 0.3926252), (2, 0.56845474)]",2
地瓜 最少 平均 重量 两多 描述 不符 大小 不符 看着 质量 还好 费时费事 习惯 好评,"[(0, 0.11737931), (1, 0.31982693), (2, 0.5627938)]",2
发货 速度 挺快 性价比,"[(0, 0.8664678), (1, 0.066683464), (2, 0.06684878)]",0
地瓜 好吃 好评,"[(0, 0.08715013), (1, 0.4369445), (2, 0.47590536)]",2
回家 好吃,"[(0, 0.12324948), (1, 0.14705364), (2, 0.7296968)]",2
收到 好吃 满意 下次 回购,"[(0, 0.058501426), (1, 0.875369), (2, 0.06612956)]",1
好吃 真的 好吃 孩子 特别,"[(0, 0.36600822), (1, 0.5743628), (2, 0.059629004)]",1
第二次 回购 推荐,"[(0, 0.08488853), (1, 0.8311314), (2, 0.08398009)]",1
好吃 香甜 女儿,"[(0, 0.7877619), (1, 0.10611467), (2, 0.10612339)]",0
好吃 物美价廉 回购,"[(0, 0.08787561), (1, 0.8256904), (2, 0.086434014)]",1
好吃 早餐 均衡,"[(0, 0.08913094), (1, 0.10479306), (2, 0.80607605)]",2
烟薯 干净 入口 味道 甜美,"[(0, 0.4527971), (1, 0.14674507), (2, 0.40045783)]",0
回购 蜜薯 真的 好吃,"[(0, 0.07466283), (1, 0.8526248), (2, 0.072712414)]",1
超级 回购 值得 回购,"[(0, 0.068876885), (1, 0.679783), (2, 0.25134015)]",1
红薯 口感 甜糯 购买 推荐 同事,"[(0, 0.2246149), (1, 0.46902254), (2, 0.3063626)]",1
第二次 回购 真的,"[(0, 0.0857387), (1, 0.8285551), (2, 0.085706204)]",1
不错 很甜 下次 再来,"[(0, 0.08302204), (1, 0.41923222), (2, 0.4977457)]",2
入口 回购 好吃,"[(0, 0.08712298), (1, 0.8257951), (2, 0.087081894)]",1
中果 适合,"[(0, 0.7649563), (1, 0.111338444), (2, 0.12370531)]",0
好吃 商家 舒服,"[(0, 0.09543466), (1, 0.52622104), (2, 0.37834436)]",1
第二次 回购 一如既往 地好,"[(0, 0.29809123), (1, 0.6351123), (2, 0.06679651)]",1
红薯 好吃 回购 几箱 孩子 可爱,"[(0, 0.64970857), (1, 0.29755917), (2, 0.052732266)]",0
空气 炸锅 流油 好吃,"[(0, 0.074613705), (1, 0.07795193), (2, 0.84743434)]",2
蜜薯 收到 孩子 喜欢,"[(0, 0.83443195), (1, 0.073043086), (2, 0.09252491)]",0
很甜 空气 炸锅 好吃,"[(0, 0.37137848), (1, 0.09133948), (2, 0.537282)]",2
早上 三根 根流心 特别 好吃,"[(0, 0.06392655), (1, 0.6362031), (2, 0.2998704)]",1
太小 上次,"[(0, 0.11543432), (1, 0.7732569), (2, 0.1113088)]",1
质量 快递 服务 回购,"[(0, 0.07262603), (1, 0.5633171), (2, 0.36405683)]",1
香甜 第三次 回购,"[(0, 0.08868662), (1, 0.8174324), (2, 0.09388098)]",1
好吃 很好,"[(0, 0.12331154), (1, 0.14931227), (2, 0.7273762)]",2
红薯 收到 再加,"[(0, 0.086813934), (1, 0.08547475), (2, 0.82771134)]",2
到货 两天 很甜 好吃,"[(0, 0.09056616), (1, 0.35343528), (2, 0.55599856)]",2
红薯 效果 个头 均匀 大小 适中,"[(0, 0.052725274), (1, 0.04948262), (2, 0.8977921)]",2
红薯 好吃 已是 回购,"[(0, 0.080870405), (1, 0.62342346), (2, 0.29570615)]",1
没事,"[(0, 0.1670116), (1, 0.6659783), (2, 0.16701011)]",1
第二次 购买 收到 红薯 很甜,"[(0, 0.06561028), (1, 0.6745256), (2, 0.25986412)]",1
地瓜 直播间 描述 口感,"[(0, 0.2724182), (1, 0.4486739), (2, 0.27890792)]",1
超级 好吃 糖分,"[(0, 0.08905425), (1, 0.117447846), (2, 0.7934979)]",2
大小 合适 发货 速度,"[(0, 0.6021912), (1, 0.067792326), (2, 0.33001652)]",0
好吃 烤箱 外面 一模一样,"[(0, 0.32019138), (1, 0.6051243), (2, 0.07468428)]",1
收到 确实 好吃 购买,"[(0, 0.33385772), (1, 0.5828607), (2, 0.08328162)]",1
好吃 推荐 邻居,"[(0, 0.08691433), (1, 0.48957914), (2, 0.42350656)]",1
不错 新鲜 发货 速度,"[(0, 0.82610667), (1, 0.07150562), (2, 0.10238775)]",0
口味 香甜 糯香 可口 价钱 合适,"[(0, 0.0644364), (1, 0.2794982), (2, 0.6560654)]",2
地瓜 大小 适合 表皮 红润 分量,"[(0, 0.16498165), (1, 0.06591608), (2, 0.7691023)]",2
忘记 拍照 确实 不错 很甜,"[(0, 0.43863294), (1, 0.06009497), (2, 0.5012721)]",2
第一次 电商 一单,"[(0, 0.10642571), (1, 0.7536885), (2, 0.1398858)]",1
爱家 商品 放心,"[(0, 0.092269056), (1, 0.78426784), (2, 0.12346311)]",1
烟薯 个头 空气 炸锅 放不下,"[(0, 0.058527716), (1, 0.05722404), (2, 0.88424826)]",2
描述 相符 情况 红薯 特别 香甜,"[(0, 0.8941193), (1, 0.051283672), (2, 0.05459699)]",0
味道 烤熟 可口 香甜,"[(0, 0.59277326), (1, 0.0732984), (2, 0.33392838)]",0
小个 好吃 建议 选中,"[(0, 0.8253593), (1, 0.0789298), (2, 0.09571088)]",0
红薯 很漂亮 周末,"[(0, 0.088283084), (1, 0.31154755), (2, 0.60016936)]",2
中果 想像中 要大,"[(0, 0.09091973), (1, 0.08484131), (2, 0.82423896)]",2
味道 不错 下次,"[(0, 0.52739835), (1, 0.3465713), (2, 0.12603031)]",0
图片 描述 值得 推荐,"[(0, 0.26485834), (1, 0.6593669), (2, 0.075774714)]",1
早上 早餐 真的 味道 没话说,"[(0, 0.18289457), (1, 0.061526135), (2, 0.7555793)]",2
好吃 甜面 美味,"[(0, 0.086028896), (1, 0.82831424), (2, 0.08565686)]",1
好吃 冒油 红薯,"[(0, 0.79524755), (1, 0.096092835), (2, 0.108659595)]",0
红薯 烤熟 流糖 小孩 喜欢,"[(0, 0.51097405), (1, 0.11586464), (2, 0.37316132)]",0
个头 适合 空气 炸锅 坏果,"[(0, 0.09370204), (1, 0.055637266), (2, 0.8506607)]",2
真的 推荐 成功,"[(0, 0.08460454), (1, 0.47372228), (2, 0.44167322)]",1
好吃 回购 好单,"[(0, 0.09119774), (1, 0.820064), (2, 0.088738285)]",1
收到 烟薯 满意 香甜可口,"[(0, 0.070426956), (1, 0.83857304), (2, 0.09100001)]",1
回头客 蜜薯,"[(0, 0.1392654), (1, 0.73933494), (2, 0.121399656)]",1
小果 评价,"[(0, 0.41248474), (1, 0.111292474), (2, 0.4762228)]",2
包装 完整 地瓜 新鲜 发财,"[(0, 0.064770184), (1, 0.06692005), (2, 0.8683098)]",2
那种,"[(0, 0.6492024), (1, 0.18266982), (2, 0.16812776)]",0
好吃 红薯 糖化 很足,"[(0, 0.07197876), (1, 0.07874321), (2, 0.84927803)]",2
真的 第一次 回购 三次 东西,"[(0, 0.58123875), (1, 0.3532782), (2, 0.06548305)]",0
好吃 真的 流油 很甜,"[(0, 0.07726359), (1, 0.84982884), (2, 0.07290755)]",1
红薯 好吃 空气 炸锅 特别,"[(0, 0.06877502), (1, 0.18321392), (2, 0.748011)]",2
东西 收到 评论,"[(0, 0.0878444), (1, 0.08505196), (2, 0.8271036)]",2
好吃 回购 不错 选择,"[(0, 0.61620533), (1, 0.30756277), (2, 0.0762319)]",0
中果 空气 炸锅 烤箱 好吃,"[(0, 0.06166731), (1, 0.06258276), (2, 0.87574995)]",2
空气 炸锅 好吃 回购,"[(0, 0.072923556), (1, 0.37108177), (2, 0.5559947)]",2
很甜 适合,"[(0, 0.76677805), (1, 0.119661145), (2, 0.11356082)]",0
超级 好吃 不行,"[(0, 0.08877667), (1, 0.09540087), (2, 0.8158225)]",2
打算 买点 包装,"[(0, 0.8295552), (1, 0.08367047), (2, 0.086774334)]",0
价格 便宜 好吃 回购,"[(0, 0.07226808), (1, 0.5013682), (2, 0.42636374)]",1
红薯 口感 好吃,"[(0, 0.09178506), (1, 0.09653102), (2, 0.81168395)]",2
服务态度 红薯 很甜 不错,"[(0, 0.8474544), (1, 0.070584655), (2, 0.081960924)]",0
小果 好吃,"[(0, 0.741158), (1, 0.13818038), (2, 0.120661624)]",0
小薯 很大 二十几条 值得 购买,"[(0, 0.064528294), (1, 0.61180866), (2, 0.32366306)]",1
挺好吃 第二次 回够,"[(0, 0.35010397), (1, 0.56648755), (2, 0.0834085)]",1
好吃 很甜 发货 个头,"[(0, 0.8508025), (1, 0.075886846), (2, 0.07331071)]",0
新鲜 个头 大小,"[(0, 0.095975734), (1, 0.08731371), (2, 0.8167106)]",2
红薯 收到 口感 计划 一单,"[(0, 0.060784526), (1, 0.4295443), (2, 0.50967115)]",2
确实 好吃 回购,"[(0, 0.4412289), (1, 0.4723916), (2, 0.08637951)]",1
快递 很快 红薯 很漂亮 满意,"[(0, 0.2233745), (1, 0.42488503), (2, 0.35174045)]",1
收到 烟薯,"[(0, 0.118086606), (1, 0.126019), (2, 0.75589436)]",2
长建 介绍 中果 个头 很大 新鲜,"[(0, 0.054655094), (1, 0.18530184), (2, 0.7600431)]",2
烟薯 大小 均匀 包装 完整 烤烟 薯是 最爱,"[(0, 0.04981049), (1, 0.22774492), (2, 0.72244453)]",2
分钟 空气 炸锅 很甜,"[(0, 0.078586325), (1, 0.45758733), (2, 0.46382633)]",2
烟薯 慎买,"[(0, 0.11990604), (1, 0.12539774), (2, 0.75469625)]",2
满意 愉快 购物,"[(0, 0.08421106), (1, 0.82967657), (2, 0.086112395)]",1
好吃 很甜 儿子 好吃,"[(0, 0.8313385), (1, 0.09705023), (2, 0.07161128)]",0
二次 回购 好吃,"[(0, 0.0866833), (1, 0.82793945), (2, 0.08537722)]",1
好吃 永远 支持 主播,"[(0, 0.07000071), (1, 0.8620968), (2, 0.067902535)]",1
收到 满意 下次 回购,"[(0, 0.06955575), (1, 0.8484201), (2, 0.0820242)]",1
运输 过程 破损,"[(0, 0.7361996), (1, 0.09083459), (2, 0.17296578)]",0
烟薯 软甜 多汁 好吃,"[(0, 0.8139363), (1, 0.09709321), (2, 0.08897049)]",0
好吃 口感 满意,"[(0, 0.09020759), (1, 0.16945422), (2, 0.7403382)]",2
发货 速度 几次 好吃 很甜,"[(0, 0.60397696), (1, 0.33928594), (2, 0.056737058)]",0
购物 下次 回购,"[(0, 0.08439852), (1, 0.83024687), (2, 0.085354626)]",1
两个 还好,"[(0, 0.7627384), (1, 0.11237368), (2, 0.124887936)]",0
红薯 味道 不错 两次,"[(0, 0.6045166), (1, 0.29230574), (2, 0.10317764)]",0
地瓜 确实 大小 正好 空气 炸锅,"[(0, 0.45568052), (1, 0.06515447), (2, 0.47916502)]",2
烟薯 收到 新鲜 完会 回购,"[(0, 0.05951685), (1, 0.8538851), (2, 0.08659799)]",1
好吃 很好 香甜可口,"[(0, 0.08704677), (1, 0.5399666), (2, 0.37298664)]",1
喜欢 不停 回购 适得,"[(0, 0.84315825), (1, 0.08940476), (2, 0.06743702)]",0
个头 大小 合适 不知,"[(0, 0.071920335), (1, 0.067750305), (2, 0.86032933)]",2
物流 速度 好吃 客服 回购,"[(0, 0.47711515), (1, 0.46521598), (2, 0.057668865)]",0
好吃 美味 没法,"[(0, 0.0866276), (1, 0.5249418), (2, 0.3884306)]",1
大果 好吃 中等 好吃,"[(0, 0.359574), (1, 0.57016045), (2, 0.070265524)]",1
红薯 收到 很棒,"[(0, 0.08663078), (1, 0.085539125), (2, 0.82783014)]",2
心态 没想到 好吃 回购,"[(0, 0.06875734), (1, 0.8631389), (2, 0.06810372)]",1
两次 好吃 很甜,"[(0, 0.09268038), (1, 0.82198274), (2, 0.08533684)]",1
个头 确实 好吃,"[(0, 0.8096107), (1, 0.09374219), (2, 0.09664708)]",0
好吃 回购 必眼,"[(0, 0.17110945), (1, 0.735), (2, 0.09389056)]",1
评价 真的 好吃,"[(0, 0.089451335), (1, 0.26863176), (2, 0.64191693)]",2
中果 很甜 好评,"[(0, 0.46289906), (1, 0.09282201), (2, 0.4442789)]",0
烟薯 香甜可口 喜欢,"[(0, 0.39455274), (1, 0.5136772), (2, 0.09177007)]",1
空气 炸锅 分钟 特别 好吃 红薯,"[(0, 0.053181328), (1, 0.3980406), (2, 0.5487781)]",2
地瓜 品质 不错 满意 好评,"[(0, 0.059586298), (1, 0.45712185), (2, 0.48329183)]",2
多分钟 多分钟,"[(0, 0.11205004), (1, 0.11147175), (2, 0.77647823)]",2
味道 不错 很甜 蜜薯,"[(0, 0.85358906), (1, 0.07235184), (2, 0.074059114)]",0
好吃 回购 无数次,"[(0, 0.08669149), (1, 0.82794756), (2, 0.08536101)]",1
蜜薯 流油 回购,"[(0, 0.10362218), (1, 0.8013629), (2, 0.09501496)]",1
满意 好吃 五星 好评 回购,"[(0, 0.058450352), (1, 0.40954843), (2, 0.53200126)]",2
红薯 好吃 表述,"[(0, 0.09262865), (1, 0.096870005), (2, 0.81050134)]",2
番薯 新鲜 香甜,"[(0, 0.089538656), (1, 0.58601433), (2, 0.324447)]",1
看着 五星 相互 谅解,"[(0, 0.07215661), (1, 0.07157683), (2, 0.8562666)]",2
真的 烤箱 流油,"[(0, 0.09039525), (1, 0.80879897), (2, 0.10080575)]",1
确实 很甜 特别 好吃 外边,"[(0, 0.3800812), (1, 0.5607553), (2, 0.059163522)]",1
现场 大包 服务态度,"[(0, 0.33901852), (1, 0.55858725), (2, 0.102394186)]",1
很甜 糖丝 下次 回购,"[(0, 0.07338649), (1, 0.85694945), (2, 0.06966408)]",1
家人 好吃 下次,"[(0, 0.4079156), (1, 0.5016663), (2, 0.09041812)]",1
好吃 甜糯 家人 喜欢,"[(0, 0.85896784), (1, 0.07200969), (2, 0.0690224)]",0
很甜 好吃 物流 很快,"[(0, 0.8534301), (1, 0.07603264), (2, 0.07053724)]",0
好吃 不错 描述 相符 情况 相符,"[(0, 0.8986923), (1, 0.050457653), (2, 0.050850008)]",0
喜欢 烟薯,"[(0, 0.714282), (1, 0.13616093), (2, 0.1495571)]",0
多长 购买 好吃 商家 所说,"[(0, 0.48140338), (1, 0.46138075), (2, 0.05721588)]",0
包装 损伤 回购,"[(0, 0.105503514), (1, 0.3337121), (2, 0.5607844)]",2
第二次 快递 很快 服务,"[(0, 0.3824263), (1, 0.5420772), (2, 0.07549649)]",1
好吃 空气 炸锅,"[(0, 0.09068558), (1, 0.09519144), (2, 0.814123)]",2
红薯 收到 好评,"[(0, 0.08664495), (1, 0.08535982), (2, 0.82799524)]",2
主播 真的 好吃,"[(0, 0.08979171), (1, 0.82218593), (2, 0.08802235)]",1
地瓜 大小 正好 明天 味道,"[(0, 0.49055335), (1, 0.106535435), (2, 0.40291122)]",0
快递 大小 无烂果,"[(0, 0.09025609), (1, 0.091859974), (2, 0.81788397)]",2
个头 不小 看着 不错 阳台 风化 几天,"[(0, 0.5783547), (1, 0.042922452), (2, 0.37872282)]",0
五斤 六个 不好,"[(0, 0.08494458), (1, 0.8305793), (2, 0.08447613)]",1
好吃 一单 很甜,"[(0, 0.09800154), (1, 0.81658864), (2, 0.085409835)]",1
宝贝 物超所值,"[(0, 0.11327714), (1, 0.12695476), (2, 0.75976807)]",2
甜糯 好吃 第二次 回购,"[(0, 0.34142974), (1, 0.59037095), (2, 0.06819925)]",1
天下 万物 有生 老子,"[(0, 0.35500425), (1, 0.0772286), (2, 0.5677672)]",2
烤箱 蜜糖 下单,"[(0, 0.086510055), (1, 0.81373525), (2, 0.09975467)]",1
质优价廉,"[(0, 0.16768606), (1, 0.16769533), (2, 0.6646186)]",2
好吃 大人 小孩,"[(0, 0.81975555), (1, 0.09314467), (2, 0.08709982)]",0
超级 甜好 值得 购买 回购 物流 速度,"[(0, 0.45143217), (1, 0.40047088), (2, 0.14809695)]",0
番薯 好吃 值得 购买,"[(0, 0.068114184), (1, 0.86373746), (2, 0.06814833)]",1
好吃 孩子,"[(0, 0.7424034), (1, 0.13816635), (2, 0.11943026)]",0
第二次 购买 真的 不错 口感 细腻,"[(0, 0.049830563), (1, 0.42526975), (2, 0.52489966)]",2
第二次 回购 依然 满意,"[(0, 0.068130456), (1, 0.8635352), (2, 0.068334356)]",1
山东 烟薯 广西 发货,"[(0, 0.30654642), (1, 0.61999303), (2, 0.073460534)]",1
回购 红薯 很甜,"[(0, 0.4767896), (1, 0.41053346), (2, 0.11267693)]",0
香甜 发货 打算 回购,"[(0, 0.80275637), (1, 0.12420372), (2, 0.07303991)]",0
好吃 诚实 守信 卖家 值得 信赖,"[(0, 0.049046945), (1, 0.89873767), (2, 0.05221537)]",1
包装 回来 评价,"[(0, 0.095032275), (1, 0.08585158), (2, 0.8191162)]",2
收到 第二次 购买 不错,"[(0, 0.07347768), (1, 0.63881415), (2, 0.28770816)]",1
正宗 烟薯,"[(0, 0.13015477), (1, 0.7373961), (2, 0.13244908)]",1
品尝 好评,"[(0, 0.11125043), (1, 0.11164486), (2, 0.77710474)]",2
正宗 烟薯 香甜 回购 满意,"[(0, 0.06142736), (1, 0.8722317), (2, 0.06634091)]",1
收到 几天 烤箱 味道 咋样,"[(0, 0.26381767), (1, 0.059260283), (2, 0.676922)]",2
红薯 好吃 第一次 网上 评论,"[(0, 0.06258088), (1, 0.21460098), (2, 0.72281814)]",2
描述 蜜薯 大小 均匀 满意,"[(0, 0.8440119), (1, 0.081950136), (2, 0.0740379)]",0
好吃 烤箱 只能,"[(0, 0.09314237), (1, 0.11570221), (2, 0.7911554)]",2
特别 红薯 空气 炸锅,"[(0, 0.08938223), (1, 0.12488756), (2, 0.7857302)]",2
地爪 物流 太野,"[(0, 0.2808592), (1, 0.09080031), (2, 0.62834054)]",2
商品 收到 质量 不错 五星 好评,"[(0, 0.048891418), (1, 0.049517263), (2, 0.9015913)]",2
漂亮 几天,"[(0, 0.13135298), (1, 0.112173386), (2, 0.75647366)]",2
好吃 烟薯 个头 很大 特别,"[(0, 0.07388492), (1, 0.2727613), (2, 0.65335375)]",2
个头 中号 发来 像是,"[(0, 0.087573074), (1, 0.06885376), (2, 0.8435732)]",2
物流 很快 红薯 新鲜 匀实,"[(0, 0.29088724), (1, 0.05675604), (2, 0.6523567)]",2
快递 好吃 下次 购买,"[(0, 0.06903102), (1, 0.8586872), (2, 0.07228177)]",1
最小 新鲜,"[(0, 0.49156588), (1, 0.11889192), (2, 0.38954222)]",0
物流 很快 烟薯 口感 值得 推荐,"[(0, 0.28768975), (1, 0.38993505), (2, 0.32237524)]",1
味道 咋样,"[(0, 0.45174518), (1, 0.11140884), (2, 0.43684602)]",0
好吃 烟薯 性价比,"[(0, 0.7521749), (1, 0.14199552), (2, 0.10582959)]",0
红薯 烤起来 流塘,"[(0, 0.09804681), (1, 0.52094764), (2, 0.38100556)]",1
回够 一箱 味道 不错 烤箱 好吃,"[(0, 0.87001944), (1, 0.06482163), (2, 0.06515897)]",0
芸琪 直播间 推荐 品质 超赞,"[(0, 0.24468203), (1, 0.6961826), (2, 0.059135392)]",1
香甜 烤完 流油,"[(0, 0.091513716), (1, 0.09601072), (2, 0.81247556)]",2
好吃 涨价,"[(0, 0.74221945), (1, 0.13835946), (2, 0.119421095)]",0
好吃 第三次 购买 特别,"[(0, 0.07004373), (1, 0.86147267), (2, 0.06848358)]",1
小果 收到 满意,"[(0, 0.3860809), (1, 0.106064335), (2, 0.50785476)]",2
好吃 个头 均匀 丝滑,"[(0, 0.84563226), (1, 0.07437334), (2, 0.0799944)]",0
一单 希望 一如既往,"[(0, 0.0893996), (1, 0.8234418), (2, 0.087158605)]",1
记不清 第几次,"[(0, 0.113321215), (1, 0.7739566), (2, 0.11272217)]",1
地瓜 不错 很甜 好吃 家里人 满意,"[(0, 0.054484308), (1, 0.55307233), (2, 0.39244333)]",1
很甜 好吃 稀饭,"[(0, 0.8062724), (1, 0.10334028), (2, 0.09038735)]",0
真的 好吃 真的 蜜薯 再来,"[(0, 0.061453965), (1, 0.4708265), (2, 0.4677195)]",1
价格 很甜 不错,"[(0, 0.42242125), (1, 0.09707509), (2, 0.48050368)]",2
小果 看着 回购,"[(0, 0.40596223), (1, 0.25314862), (2, 0.34088916)]",0
确实 很甜 新鲜,"[(0, 0.7908463), (1, 0.097841546), (2, 0.11131218)]",0
好吃 很甜 服务态度,"[(0, 0.8096243), (1, 0.10323824), (2, 0.08713747)]",0
蒸来 好吃 喜欢 下单,"[(0, 0.3230871), (1, 0.08119947), (2, 0.59571344)]",2
一共 九块 四块 好吃 五块,"[(0, 0.062363517), (1, 0.8786321), (2, 0.059004407)]",1
很甜 快递 还给 送到,"[(0, 0.071316704), (1, 0.85957277), (2, 0.06911052)]",1
第三次 购买 好吃,"[(0, 0.08577002), (1, 0.82843214), (2, 0.08579783)]",1
地瓜 好吃 商家 售后服务,"[(0, 0.069317676), (1, 0.86060226), (2, 0.07008009)]",1
地瓜 很甜 商家 服务态度,"[(0, 0.37113845), (1, 0.5609178), (2, 0.0679438)]",1
满意 红薯 大个 不错,"[(0, 0.070742495), (1, 0.072438106), (2, 0.8568194)]",2
确实 第二次 回购,"[(0, 0.34775063), (1, 0.5685406), (2, 0.08370878)]",1
超级 好吃 香甜 回购,"[(0, 0.072699584), (1, 0.4744389), (2, 0.45286155)]",1
好吃 味道 不错 空气 炸锅,"[(0, 0.30363902), (1, 0.060101826), (2, 0.63625914)]",2
发货 红薯 新鲜 好评,"[(0, 0.32471463), (1, 0.06840395), (2, 0.60688144)]",2
蜜薯 好吃 大小 适中 蒸烤 好吃,"[(0, 0.059795447), (1, 0.87773705), (2, 0.062467493)]",1
收到 检查,"[(0, 0.11385432), (1, 0.1214561), (2, 0.76468956)]",2
确实 数量,"[(0, 0.7698218), (1, 0.118821494), (2, 0.11135666)]",0
正宗 烟薯 好吃 下次 回购,"[(0, 0.059886478), (1, 0.87961376), (2, 0.060499743)]",1
味道 下单,"[(0, 0.44311592), (1, 0.13545248), (2, 0.4214316)]",0
硬丝 好吃,"[(0, 0.12646824), (1, 0.75015163), (2, 0.12338015)]",1
试吃 后在 评价,"[(0, 0.083540775), (1, 0.08345253), (2, 0.8330067)]",2
不错 好评,"[(0, 0.11700049), (1, 0.11314852), (2, 0.76985097)]",2
番薯 小果 质量,"[(0, 0.32971692), (1, 0.34898517), (2, 0.3212979)]",1
推荐 不错 回购,"[(0, 0.09899696), (1, 0.7565208), (2, 0.14448223)]",1
好吃 下次 买点,"[(0, 0.3960205), (1, 0.51272), (2, 0.0912595)]",1
收到 好吃 回购 一份,"[(0, 0.074041694), (1, 0.8410893), (2, 0.08486903)]",1
个头 很大 吃掉,"[(0, 0.8012454), (1, 0.08364551), (2, 0.11510909)]",0
几次 早餐 小孩子 清甜,"[(0, 0.2354453), (1, 0.69142306), (2, 0.07313158)]",1
红薯 不错 收到 几天,"[(0, 0.075608745), (1, 0.06875229), (2, 0.855639)]",2
发货 速度 货真价实 好吃,"[(0, 0.8580149), (1, 0.07313183), (2, 0.06885327)]",0
好吃 不错 网购,"[(0, 0.10031685), (1, 0.7090192), (2, 0.19066398)]",1
收到 看着,"[(0, 0.11360537), (1, 0.11456547), (2, 0.7718292)]",2
大果 小果,"[(0, 0.77663046), (1, 0.111122966), (2, 0.112246595)]",0
回购 好吃 很甜 一箱,"[(0, 0.5157624), (1, 0.41585281), (2, 0.06838483)]",0
淘宝 最少 看着 不错,"[(0, 0.070989534), (1, 0.47386122), (2, 0.4551492)]",1
烟薯 收到 损坏,"[(0, 0.097681895), (1, 0.0916025), (2, 0.8107156)]",2
第二次 回购 好吃 回购,"[(0, 0.06966284), (1, 0.86243594), (2, 0.06790123)]",1
推荐 好吃 性价比,"[(0, 0.40501374), (1, 0.50769144), (2, 0.08729478)]",1
不错 锅子 黄挺甜,"[(0, 0.09851623), (1, 0.09397129), (2, 0.80751246)]",2
收到 特别 好吃,"[(0, 0.09389748), (1, 0.79399097), (2, 0.11211154)]",1
番薯 几次 很甜 好吃,"[(0, 0.07174576), (1, 0.86040515), (2, 0.067849085)]",1
香甜 回购,"[(0, 0.12364946), (1, 0.73487985), (2, 0.14147066)]",1
物美 廉价 收到 独立 包装,"[(0, 0.059552774), (1, 0.05637397), (2, 0.8840732)]",2
物流 速度 很快 地瓜 质量,"[(0, 0.5589591), (1, 0.12584077), (2, 0.3152001)]",0
红薯 收到 真的 香甜 流油 购买,"[(0, 0.051955234), (1, 0.33965072), (2, 0.6083941)]",2
好吃 鲜品 个头 很大,"[(0, 0.83078384), (1, 0.074639045), (2, 0.094577104)]",0
最佳 购物 体验 再来 一单,"[(0, 0.24777928), (1, 0.54191303), (2, 0.21030767)]",1
确实 好吃 很甜 空气 炸锅 流蜜,"[(0, 0.5103408), (1, 0.054449882), (2, 0.43520927)]",0
流心 红薯 特别 孩子,"[(0, 0.593468), (1, 0.07700999), (2, 0.32952198)]",0
不错 购物 好吃 回购,"[(0, 0.0787945), (1, 0.82917845), (2, 0.092027)]",1
没想到 中果 推荐 没错,"[(0, 0.23012576), (1, 0.681723), (2, 0.08815129)]",1
烟薯 收到 个头 均匀 坏果 描述 相符,"[(0, 0.8804291), (1, 0.045475088), (2, 0.07409579)]",0
大人 小孩 味道 不错 正宗 红薯,"[(0, 0.89613307), (1, 0.04963416), (2, 0.05423279)]",0
特别 好吃 巨甜 第二次 购买,"[(0, 0.07140035), (1, 0.87109405), (2, 0.05750556)]",1
空气 炸锅 特别 回购,"[(0, 0.074962646), (1, 0.4287185), (2, 0.49631888)]",2
红薯 收到 不错 大小 合适 很甜 好评,"[(0, 0.22143883), (1, 0.049101595), (2, 0.7294596)]",2
蜜薯 好吃 空气 炸锅,"[(0, 0.077552624), (1, 0.07812181), (2, 0.84432554)]",2
红薯 真的 不错 价格 值得 购买,"[(0, 0.050721154), (1, 0.43216366), (2, 0.51711524)]",2
超级 甜糯 烟薯 一头 黄心 一头 红心,"[(0, 0.21645659), (1, 0.044771597), (2, 0.7387718)]",2
两次 同事 好吃,"[(0, 0.08570527), (1, 0.82840747), (2, 0.085887246)]",1
小果 家用 空气 炸锅,"[(0, 0.3075819), (1, 0.06953999), (2, 0.6228781)]",2
红薯 新鲜 大小,"[(0, 0.09341156), (1, 0.08778652), (2, 0.81880194)]",2
烟薯 收到 好吃,"[(0, 0.09345029), (1, 0.12064829), (2, 0.7859014)]",2
特别 很甜 很软,"[(0, 0.09363425), (1, 0.8223949), (2, 0.08397082)]",1
物流 很快 好吃 很甜,"[(0, 0.85341334), (1, 0.076049246), (2, 0.070537396)]",0
好吃 喜欢 来买,"[(0, 0.4440913), (1, 0.09536292), (2, 0.4605458)]",2
好吃 甜香 值得 购买 回购,"[(0, 0.057762884), (1, 0.7118631), (2, 0.23037398)]",1
