内容,主题概率,主题类型
罗马 第一天 行程 斗兽场 没什么 时间 拍照 团餐 住宿 靠近 市区 偏僻,"[(2, 0.93157285)]",2
游程 购物 退税 怎么回事 客服 解决,"[(0, 0.015887897), (1, 0.22797348), (2, 0.015883006), (3, 0.015887478), (4, 0.66082376), (5, 0.015884936), (6, 0.015882295), (7, 0.015883228), (8, 0.015893957)]",4
评价 星级 抱团 携程 良心 商家 吃住 偷工减料 行程 安排 免费 下次 选择 携程,"[(0, 0.23253179), (7, 0.71558183)]",7
携程 尽力 安排 中餐 实在 特别 庄园 酒店 空调 令人 失望 行程 安排 紧凑,"[(0, 0.48440626), (8, 0.46370304)]",0
时差 调过来 点评 一行 小朋友 感觉 不虚此行 法意 初步 携程 客服 报名 出行 全程 感觉 携程 服务 到位 领队 熊亚 专业 能力 强大 沟通 应变能力 尽心 尽责 多谢 熊亚 领队 选择 携程 欧洲 方向 深度,"[(3, 0.97529274)]",3
领队 周毅 专业 热心 解决 碰到 负责 任的 带领 全团 人员 圆满完成 行程 五星 好评,"[(6, 0.94440585)]",6
出游 评论 特别 忐忑 一段 开心 舒适 行程 领队 碰到 领队 陈述 几个 团游 领队 经验 专业知识 有求必应 负责 提醒 注意安全 再三 退税 注意事项 行程 领队 安排 妥当 愉快 出行,"[(0, 0.9713047)]",0
行程 满意 住宿 意大利 不好 感觉 意大利 酒店 城市 风格 法国 住宿 安排 中国 华天 酒店 出国 中国 酒店 舒服 特别 酒店 早餐 不单单是 差能 形容 蛋炒饭 炒面 榨菜 两天 早餐 四星 行程 连锁 酒店 国内 集团 酒店,"[(2, 0.977196)]",2
去头去尾 十天 时间 三个 国家 行程 很棒 一点 不累 意大利 法国 感觉 瑞士 寒冬 赶脚 时间段 优势,"[(8, 0.9505809)]",8
携程 服务 客服 不厌其烦 材料 行程 人用 大巴 舒适,"[(0, 0.011121989), (1, 0.011117254), (2, 0.011122655), (3, 0.91104704), (4, 0.0111174295), (5, 0.011116017), (6, 0.01112097), (7, 0.011117244), (8, 0.011119403)]",3
团游 昨天 罗马 第一天 行李 放在 大巴 被偷 找回 携程 回复,"[(3, 0.9258855)]",3
第一天 连夜 飞机 到达 罗马 那天 行程 行程 安排 任导 地方 注意事项 反复 交代 团游 满意,"[(0, 0.94766325)]",0
出游 总体 意大利 时间 最长 瑞士 风景 法国 购物 凡尔赛宫 卢浮宫 离开 意大利 行车时间 挺长 随身 领队 上车 酒店 吹风机 沐浴 发乳 毛巾 衣架 牙膏 牙刷 拖鞋 一半 酒店 电热水壶,"[(8, 0.9713076)]",8
首次 踏上 欧洲 大陆 选择 懒得 攻略 欧洲 不太熟悉 语言 过硬 听说 治安 领队 全程 地方 地陪 全程 地陪 相对来说 领队 专业 罗马 转机 时间 仓促 行李 留在 阿姆斯特丹 领队 回来 感谢 团队 时间 旅途 劳累 东西 那种 疲倦 消失 开心 下次 携程,"[(3, 0.9797867)]",3
出游 携程 投诉 消协 携程 后台 工作人员 提前 告知 时间 强硬 告诉 选择 退团 明明 告知 义务 责任 消费者 身上 后台 服务 醉倒 出游 过程 团友 提前 半个 收到 消息 产品 确认 单上 第七条 注明 回家 翻阅 打印 确认 第七条 携程 印象 旅游 过程 导游 真心 不错 老实 旅游 出丑 傻事 专业 意见 旅途 愉快 旅途 导游 意见 后台 工作人员 培训 专业化 一点 告知 客户 事情 后台 工作人员 责任 义务 专业 工作 携程 酒店 房型 客户 预定 做出 选择 知情 情况 安排 标间,"[(8, 0.98940736)]",8
感觉 不错 朱莹 领队人 超好 意大利 住宿 几个 条件 差点 瑞士 法国 不错 建议 取消 山庄 没意思 信号 购物 时间 建议 米兰 多半天 购物 法国 想买 款式 扫荡 价格 平均 意大利,"[(8, 0.9722069)]",8
行程 住宿 不错 一两天 不怎么样 领队人 负责 出去玩 携程,"[(0, 0.9110361), (1, 0.011120707), (2, 0.011123444), (3, 0.011118248), (4, 0.011119889), (5, 0.011119026), (6, 0.0111201275), (7, 0.011118314), (8, 0.011124216)]",0
出发 回来 网上 各家 携程 价格 有贵 道理 总体 不错 一点 网上 点评 回来 敷衍了事 带有 领队 不错 评价 不敢苟同 特别 注重 服务 导游 领导 行程 愉快 这方面 心理 预期 至少 家人,"[(6, 0.97304547)]",6
一分钱 一分货 不错 拉车 时间 办法 行程 这回 出游 天气,"[(0, 0.010106394), (1, 0.010105648), (2, 0.9191583), (3, 0.010104728), (4, 0.010104917), (5, 0.010104653), (6, 0.010106747), (7, 0.010103444), (8, 0.010105226)]",2
本次 出游 导游 陈述 专业 本次 遇上 法国巴黎 恐怖袭击 备受 惊吓 可惜 最美 加尔达湖 停留时间 太短 最让人 诟病 本次 行程 住宿 法国 宾馆 兼职 无法忍受 破旧不堪 房间 床小 翻身 底下 法国 中餐 忘记 放盐 米饭 永远都是 夹生 意大利 古堡 房间 卫生 消毒 不过关 导致 螨虫 过敏 肿变 猪头 瑞士 两晚外 满意,"[(8, 0.98289514)]",8
不错 出游 路线 安排 住宿 条件 尚可 包含 团餐 接受 领队 阿峻 认真负责 思路清晰 行程 安排 井井有条 购物 环节 游客 建设性 意见 真心 成都 上海 人点 下次 出游 携程,"[(2, 0.9703522)]",2
携程 签证 办理 业务水平 服务态度 太太 太差 白金 会员 再也不会 选择 携程 代办 签证 旅行 携程 整体 线路 安排 不错 导游 领队 宗导 组织 能力 意大利 遭遇 高温 酷暑 全团 导游 带领 顶烈日 游览 旅游 酒店 旅游车 快乐 瑞士 童话世界 法国 卢浮宫 时间 太短 走马观花 导游 表现 点评 法国 当晚 宗导 自费 携程 报销 瑞士 孩子 莫名 红肿 导带 药店 检查 上药 客人 着想 值得 表扬,"[(4, 0.986726)]",4
携程 期待 高质量 差强人意 地陪 接团 欧洲 是用 上海 跟去 导游 起码 不到 熟悉 环境 介绍 风土人情 只能 导游 历史 景点 携程 请来 中国 地陪 介绍 路子 边上 导游证 外国 讲解 之下 地陪 随便 瞎说 高额 团费 包括 约定 服务 广告 打出 全程 免费 导游 心意 想开 想关 收费 导游 省钱 好几个 整天 打开 每顿 团餐 比边 上桌 团队 一两个 饭店 情有可原 餐餐 餐费 差距 导游 注意事项 事后 提醒 不便 疑问 之处 向起 询问 态度 不善 白眼 希望 携程 努力 营造 高品质 注重 服务 团费 不知 收至 令人心寒 欧洲 天高皇帝远 公司 管理 失信 顾客,"[(1, 0.254813), (6, 0.7369916)]",6
携程 钻石 会员 订购 团队 酒店 机票 代办 签证 工作人员 办事 态度 业务 熟悉 能力 真的 不敢恭维 旅游 路线 安排 领队 宗导 组织 能力 处事 应变能力 一路 讲解 满意 意大利 碰上 百年一遇 高温 天气 行程 天天 酒店 繁琐 辛苦 一路 欣赏 意大利 巧夺天工 教堂 瑞士 少女 法国 奢华 凡尔赛宫 卢浮宫 人乏意全无 值得 佛罗伦萨 巴黎 老佛爷 时间 太短 排队 只能 走马观花 图尔 博讷 浪费时间 一点 特地 价格 携程 欧洲 真的 档次 建议 携程 换掉 第戎 注意事项 特地 用笔 大大的 中文 照片 早餐 餐厅 服务员 傲慢无礼 明明 早餐时间 手表 分钟 还好 宗导 沟通 两天 中国 华天 中国 酒店 满意 中国 中国,"[(1, 0.17193338), (4, 0.8202821)]",4
去时 巴黎 转机 罗马 转机 时间 团分 罗马 出师不利 影响 出游 心情 行程 领队 努力 挽回 必竟 影响 建意 是从 意大利 罗马 航班 直飞 罗马 转机 出师不利 回来 法国 航班 晚点 小时 行程 上海浦东 机场 浦东 折腾 一言难尽 法国人 办事 态度 效率 不敢恭维 建议 航空公司 出游 表扬 领队 真够 辛苦 希望 携程 优势 航空公司 合作 客户 提供 更好 服务,"[(0, 0.2599254), (3, 0.7271011)]",3
导游 唐珊 专业 能力 耐心 客人 着想 合理安排 时间 排队 浪费 不必要 时间 携程 员工 公司 福气,"[(1, 0.950581)]",1
行程 领队 安排 不错 领队 能力 有目共睹 安排 时间 参观 娱乐 计划 有条不紊 行程 点点滴滴 些许 领队 责任 气愤 意大利 威尼斯 喝咖啡 蛋糕 白白浪费 时间 幸好 领队 上前 提醒 团队 大部分 领队 回来 这地 接是 干嘛 住宿 环境 佛罗伦萨 巴黎 中国 相对来说 房间 味道 特别 领队 事先 招呼 行程 配合起来 完美 房间 分配 订购 旅行 计划 客服 度蜜月 没想到 新婚 夫妻 标间 双人床 老婆 舒服 领队 答复 携程 订购 产品 事先 打招呼 床房 请问 新婚夫妇 分床 领队 动脑子 这事 领队 分配 希望 团队 订购 中能 详细 整体 行程 不错 充足 自由 活动 时间 领队 负责 行程 安排 不错,"[(0, 0.99101436)]",0
出行 愉快 幽默 导游 尽责 司机 友好 团友 行程 安排 超出 希望 下次 出行 携程,"[(0, 0.9443957)]",0
比次 行程 总体 米兰 停留 太短 小时 多点 景点 时间 购物 导游 不错 至少 提醒,"[(2, 0.9444175)]",2
导游 亲切 业务知识 长途 旅程 无聊 唯一 满意 感觉 第戎 景点 多余 看头 旅馆 电梯,"[(0, 0.94439083)]",0
行程 人性化 自由度 导游 专业 安排 携程 服务 酒店 临时 更换 巴黎圣母院 行程 补偿 心意 旅游 跟着 携程 放心 旅游景点 购物 时间 分配 下次 携程,"[(0, 0.9657849)]",0
内容 行程 紧张 购物 时间 固定 只不过 时间 吃饭 菜单 语言 缺少 图片 翻译 软件,"[(2, 0.94441545)]",2
回来 欧洲 旅游 朱莹 领队 大大的,"[(0, 0.015886193), (1, 0.015887108), (2, 0.015887111), (3, 0.015890097), (4, 0.8729206), (5, 0.01588135), (6, 0.015884282), (7, 0.015877327), (8, 0.015885996)]",4
行程 休闲 领队 安排 住宿 酒店 行李 楼上楼下 搬来搬去 领队 经验丰富 解说 到位 总体 开心,"[(6, 0.94440025)]",6
行程 安排 购物 参观 兼备 宗导 责任心 一晚 填写 退税 第二天 顺利 寄出 税单,"[(0, 0.9406928)]",0
总体 行程 顺利 地方 时间 紧张 意大利 米兰 时间 多一些,"[(0, 0.010106374), (1, 0.010106), (2, 0.919153), (3, 0.01010732), (4, 0.010108236), (5, 0.010103857), (6, 0.010105468), (7, 0.0101038655), (8, 0.010105852)]",2
天气 原因 航空公司 阿姆斯特丹 转机 罗马 航班 取消 荷兰 滞留 行程 计划 被打乱 第二天 人分 小组 转机 罗马 批次 直达 领队 调整 取消 锡耶纳 行程 第五天 原定 行程 尽兴 随便 景点 经典 购物 时间 足够 希望 携程 突发事件 应急 能力 公司 夜间 双休日 有人 值班 及时处理 欧洲,"[(0, 0.98146695)]",0
刚刚 回到 国内 游客 点评 客人 害人 好不好 早上 酒店 团餐 骂人 产品 经理 酒店 拿回扣 不在乎 菜品 总要 客人 吃饱 补充 食物 总要 选有 能力 接待 数量 客人 酒店 星级 酒店 早餐 自助餐 排队 几十人 食物 分钟 补充 第二个 酒店 干脆 补充 食物 包括 面包 领队 不见 打电话 欧洲人 慢慢 习惯 搞不搞 没饭 欧洲 讨饭 不算 旅游 高峰 样子 意大利 第一个 酒店 米兰 酒店 巴黎 酒店 三个 酒店 早餐 自助餐 发火 地步 中餐 团餐 真心 过得去 还算 米饭 管饱 携程 接待 投诉 部门 反馈 礼品 购买 产品 事情 礼品 部门 误导 消费 赠品 着落 同行 人员 携程 工作 能力 携程 机票 酒店 部门 服务 旅游 部门 真心 不错 携程 旅游 下次 必需 表扬 旅游 大巴 司机 服务 唯一 安慰,"[(8, 0.99264914)]",8
整体 行程 父母 反馈 不错 肯定 旅游 度假 订单 积分 积分 规则 积分 看不到 一项 一月 消费者 携程 几百块 礼品 舍得 赠予 至极 本来 积分 东西 德行 积分 选择 携程 花钱 总要 择优 优势,"[(6, 0.9745895)]",6
最终 选定 行程 蜜月游 风光 秀美 行程 安排 妥当 景点 购物 相得益彰 选择 携程 后悔,"[(8, 0.9444077)]",8
整体 出游 感觉良好 吃住 宾馆 被子 不好 庄园 酒店 风景 破旧 线路 第一天 领队 陈述 认真负责 解决问题 丢失 行李 回来,"[(5, 0.95763445)]",5
整体 融洽 导游 专业 行程 松紧度 正好 第一天 时差 太难受 碰到 天气 超级 瑞士 太美 意大利 法国,"[(1, 0.9505726)]",1
凌晨 五点 飞机 降落 阿姆斯特丹 原以为 一段 愉快 旅程 噩梦 阿姆斯特丹 罗马 航班 取消 机场 小时 团组 拆成 人马 明天 罗马 四批 转机 一家 三口 分成 两批 导游 黄林柯 卖力 改签 临时 安排 荷兰 原定 罗马 锡耶纳 佛罗伦萨 三天 缩成 选择 罗马 佛罗伦萨 只能 两处 锡耶纳 取消 到极点 见到 行李 混乱 机场 边上 航空公司 安排 宾馆 航空公司 安排 免费 携程 补偿 责任 黄导 无奈 临时 调整 荷兰 市里 逛逛 公司 补偿 接受 回国 慢慢 索赔 反正 我会 司法 途径 打官司 天气 原因 意大利 罢工 改不了 携程 上路 包乘 大巴 罗马 糟糕 航空公司 糟糕 旅游 公司 糟糕 心情,"[(0, 0.9909206)]",0
旅游 满意 行程 舒适 领队 朱莹 负责 安排 妥当 妈妈 领队 满意 回来 表扬信 下次 旅游 携程,"[(8, 0.95058376)]",8
天气 半程 太太 行程 安排 满意 感谢 队伍 欧洲 下次,"[(0, 0.91913617), (1, 0.010108871), (2, 0.01011056), (3, 0.010106928), (4, 0.010109036), (5, 0.010106453), (6, 0.010107293), (7, 0.0101052), (8, 0.0101095)]",0
行程 很棒 袁导也 专业 满意 旅行 期待 携程 团队 同行,"[(0, 0.010110829), (1, 0.010108371), (2, 0.010107144), (3, 0.01010646), (4, 0.3756797), (5, 0.010107176), (6, 0.55356514), (7, 0.010104448), (8, 0.010110733)]",6
整体 不错 减少 意大利 行程 增加 瑞士 行程 全程 满意 袁导 认真负责 真心 碰到 导游,"[(1, 0.55933595), (2, 0.39201644)]",1
行程 安排 很好 时间 宽裕 领队 退税 非常感谢,"[(0, 0.012357136), (1, 0.012358598), (2, 0.9011711), (3, 0.012355613), (4, 0.012354049), (5, 0.012352053), (6, 0.012350279), (7, 0.012348593), (8, 0.012352565)]",2
线路 设计 领队 导游 专业 服务 工作 兢兢业业 值得 光顾 携程网,"[(6, 0.9258621)]",6
行程 满意 风景如画 酒店 满意 第二天 破旧 带队 陈导 负责 跑前跑后 幸苦 帮忙 解决 行程 相处 愉快,"[(8, 0.95056313)]",8
行程 安排 有序 天气 每张 照片 明星 范儿 资深 领队 陈骏 幽默 风趣 随机应变 挑剔 感谢,"[(0, 0.947665)]",0
不虚此行 全程无 自费 一如既往 支持 携程 后悔,"[(0, 0.013899431), (1, 0.013897158), (2, 0.013894908), (3, 0.013897933), (4, 0.88882697), (5, 0.013895716), (6, 0.013896143), (7, 0.013894047), (8, 0.013897703)]",4
导游 领队 讲解 耐心 团队 负责 导游 领队 询问 耐心 解答 全程 给予 全团 餐食 住宿 行程 满意,"[(1, 0.95318145)]",1
行程 冲突 遗憾 参加 旅行 家人 去过 评价 不错 王导 经验 酒店 早餐 改善 品种 估计 协议 酒店 价格 旅行团 上海 一个团 浙江人 早餐 鸡蛋 打架 真的 丢人 丢到家 有钱 国外 旅游 素质 跟上 景点 中国 真的,"[(0, 0.976588)]",0
行程 安排 不累 感受 风光 领队 负责 住宿 不错 团餐 凑合,"[(2, 0.92588633)]",2
整体 感觉 团餐 较差 满意 导游 陈述 尽心 尽责 团员 碰到问题 克服困难 建议 意大利 游览 时间 建议 减少 法国 建议 增加,"[(1, 0.9595671)]",1
出行 开心 携程 服务 领队 朱莹超 风趣 专业,"[(0, 0.012356035), (1, 0.0123591935), (2, 0.012354764), (3, 0.01235935), (4, 0.9011468), (5, 0.012353984), (6, 0.012359125), (7, 0.012348603), (8, 0.01236218)]",4
第一次 团游 总体 不错 行程 太累 可惜 遭遇 欧洲 高温 意大利 实在 行程 舒适,"[(2, 0.94070876)]",2
导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游 导游,"[(1, 0.98941576)]",1
选择 携程 真心 没话说 行程 安排 导游 更是 没话说 五分 下次 带队 完美,"[(2, 0.93645525)]",2
开心 导游 安排 朋友 下次 旅游 携程,"[(0, 0.013902428), (1, 0.013898109), (2, 0.013901317), (3, 0.0138957435), (4, 0.013897515), (5, 0.013894771), (6, 0.8888184), (7, 0.0138925575), (8, 0.013899218)]",6
旅游 携程 不错 领队 熊导 专业 尽职尽责 拉长 时间 完美,"[(0, 0.010113667), (1, 0.010109201), (2, 0.010110824), (3, 0.9191294), (4, 0.01010959), (5, 0.010105637), (6, 0.010109307), (7, 0.010104228), (8, 0.010108155)]",3
行程 安排 不算 东西 袁导 尽责 放心 下次 旅行 选择 携程,"[(8, 0.9258758)]",8
携程 总体 安排 差强人意 安排 瑞士 琉森 那天 自由 行程 最多 景点 下午 一整天 安排 周日 商店 开门 两个 表店 下午 两个 表店 要买 牌子 表店 关门 下午 只能 橱窗 心仪 只能 满意 安排 日程 没想到 旅客 心情 全程 多天 几天 超市 东西 补充 给养 休息 导游 价格 很大 旅程 几天 导游 主动 告知 行程 安排 单子 情况 晚上 酒店 卖场 超市 饭店 告知 第一次 出游 欧洲 导游 做好 攻略 一问三不知,"[(4, 0.9876462)]",4
旅游 团游 看法 行程 安排 导游,"[(0, 0.015885636), (1, 0.015890082), (2, 0.87292707), (3, 0.015885226), (4, 0.01588201), (5, 0.015879514), (6, 0.015889538), (7, 0.015877025), (8, 0.015883896)]",2
上海 心情 疲劳 行程 领队 小朱 经验 老道 购物 餐宿 安排 欧洲 酒店 国内 星来 计算 全程 景点 购物 过程 安排 妥当 退税 专业 特别 表扬 全程 司机 意大利 司机 专业 敬业 驾驶 技术 唯一 预定 告知 蜜月游 同屋 大床 接线员 安排 感谢 领队 太太 开心,"[(8, 0.9810763)]",8
评级 四分 分数 度蜜月 本来 不想 携程 销售 小姐 不累 品质 只能 第一天 出发 遇上 汉莎 罢工 办法 自认倒霉 计划 四个 小时 罗马 罗马 第一天 旅游 晚上 九点 斗兽场 晚上 结束 实在 太累 冬天 冬令 四点 天黑 实在 购物 时间 分配 均匀 意大利 时间 太久 东西 巴黎 老佛爷 时间 太短 四个 小时 小时 退税 外国人 动作 急死了 打包 均匀,"[(3, 0.9851764)]",3
来回 飞机 时间 总共 旅行 充实 领队 陈述 工作 认真负责 面对 飞机 晚点 饭店 排队 突发 情况 应对 全团 游客 全程 游览 购物 退税 事宜 耐心 回答 行程 体会 意大利 法国 魅力 希望 机会,"[(2, 0.9745834)]",2
总体 不错 行程 安排 一半左右 自理 导游 推荐 几个 不错 餐厅 菜肴 景点 威尼斯 本岛 时间 太短 购物 时间 太短 不长 导游 小朱 自行 调整 行程 尽兴 一点 携程 房间 团队 新婚夫妇 标准 携程 人性化 提供 结婚证 预定 提醒 客人 更好 默认 提供 标准,"[(1, 0.9802333)]",1
行程 总体 感受 不错 导游 外地 上海 粗心 一点 细腻 购包 气分 员工 排拆 中国 包包 放在 日本 韩国 不售 销给 中国 不知 领队 身边 理论 经理 拿出 三个 包包 同队 队友 英语 交流 边上 一个多 小时 希望 这方面 工作 购物 机场 退税 东西 领队 退税 事项 表示感谢 吃饭 中餐 按排 自理 部份 价格 接受 风味 总体 愉快,"[(8, 0.9849242)]",8
出发 团队 领队 陈述 认真负责 一路 讲解 风土人情 历史 典故 戴高乐 离境 全程 打印 登机牌 办理 退税 第一天 巴黎 罗马 转机 时间 预留 太紧 巴黎 航班 延误 导致 名团 机场 呆坐 小时 当晚 罗马 第二天 锡耶纳 行程 取消 顺便 领队 统一 收集 美亚 行程 延误 申请表 请问 理赔,"[(0, 0.98184144)]",0
旅行 不错 行程 安排 导游 负责 调配 到位 一路上 排队 拥堵 情况 认真仔细 巴黎 反复 叮嘱 小偷 事情 好几位 团友 遭遇 小偷 经济损失 好评,"[(6, 0.9644221)]",6
第一 选择 携程 出游 朋友 满意 携程 行程 安排 不错 出国游 选择 携程,"[(0, 0.9364656)]",0
不用 酒庄 更好 浪费时间 团餐 满意 有家 温州 餐厅 东西 新鲜 团友,"[(5, 0.93157166)]",5
出行 接到 通知 携程 原因 航变 导致 行程 愉快 形式 开场 航班 酒店 待定 攻略 出行 接到 航变 通知 反正 第一天 上午 行程 晚上 八九点 酒店 晚餐 建议 自带 泡面 酒店 东西 难吃 线路 靠谱点 产品 经理 累屎 行程 安排 紧凑 走马观花 酒店 居多 团餐 中餐 只管 吃饱 领队 不错 行程 真的 只能 一般般,"[(5, 0.9838254)]",5
酒店 失望 连如家 锦江 好像 挂牌 欺骗 消费者 嫌疑 大巴 一说 顾客 评价 从何而来 酒店 大部分 满意 之外 满意 携程 名副其实,"[(6, 0.95957243)]",6
本次 行程 因遇 法航 罢工 携程 方未 游客 有个 妥善 协商 安排 十多个 小时 行程 三十多个 小时 抵达 罗马 初衷 高价 费时 费力 遗憾 除此外 本次 团游 想象 安排 特别 到位 陈俊 导游 专业 知识 特别 人性化 团队 解决 希望 携程 法航 罢工 导致 损失 追逃 赔付,"[(1, 0.28976354), (8, 0.6940157)]",8
去掉 飞行 时间 游玩 时间 第一次 欧洲 朋友 选择 行程 感受 欧洲 魅力 机会 瑞士 购买 手表 法国 购物 三个 半小时 贵重 物品 不幸 损失 财物 小偷 强盗 明目张胆 朋友 提及 算是 忠告 打算 朋友 办法 地方 行程 紧张 内容 值得 住宿 条件 莫泰 标间 水准 失望,"[(2, 0.98146796)]",2
本來 想报 法國 一地游 團退而求次 這個 行程 預期 現在 攜程 這種 長線 自理 越來越 我們 語言 障礙 游客 解決 餐食 確實 諸多 不便 攜程 為了 省錢 連當 導遊 不用 雖說 我們 隨團 導遊 比較 盡責 著名 景點 地導遊 我們 這個 團整 體感 覺差 老公 因為 出過 車禍 要暈 想要 領隊 照顧 坐在 無法 解決 羅馬 第一天 半夜 起來 房間 從來 沒有,"[(0, 0.9856495)]",0
行程 安排 总体 感觉 不错 第一天 行程 太累 适合 老年人,"[(0, 0.010105643), (1, 0.010104495), (2, 0.9191649), (3, 0.010104025), (4, 0.010104958), (5, 0.010103052), (6, 0.010104514), (7, 0.010103401), (8, 0.010105039)]",2
欧洲 特别感谢 蔡导 事无巨细 安排,"[(0, 0.018529085), (1, 0.018532053), (2, 0.85177237), (3, 0.018530346), (4, 0.018532574), (5, 0.018528387), (6, 0.018525029), (7, 0.01852483), (8, 0.018525375)]",2
行程 安排 住宿 干净 团餐 十人六 一团 领队 步伐 稍微,"[(0, 0.01010854), (1, 0.010106931), (2, 0.010111963), (3, 0.010105131), (4, 0.9191411), (5, 0.010108175), (6, 0.010106104), (7, 0.010104795), (8, 0.010107261)]",4
第一 天下 飞机 景点 太仓促 巴黎 行程 铁塔 凯旋门 到此一游 节奏 米兰 威尼斯 加点 时间 更好 卢加诺 拍拍 图尔 可逛 纯属 路过 放在 琉森 多个 大半天 琉森 周日 好多 开门 日内瓦 个照 时间 一半 酒店 水壶 一路 买水 领队 讲解 过得去 一路 热情 做事 细致 缺乏 耐心 团队 客人 客人 导游 照顾 周全 旅游团 导游 作用 朋友 去年 参加 携程 产品 袁导 团队 负责 幸运 一顿 中式 团餐 质量 住宿 酒店 入住 床铺 三次 房间 一楼 携带 儿童 晚上 有人 闯入 偷窃 正好 行程 适逢 生日 评价 客人 运气 惊喜 订单 小黑 没人 告知 领取 机场 进关 时间 收取 邮件 放弃 不领 需带 下雨 景点 少女 太冷 一件 卷起 羽绒 外套 围巾 即可 欧洲人 排斥 国人 味道 回程 机场 安检 退税 环节 乱哄哄,"[(0, 0.992825)]",0
行程 安排 不错 碰到 导游 心情 大打折扣 专业知识 不错 游客 一点 耐心 不耐烦 满面 堆笑 显得 虚伪 兑换 两三千 欧元 刷卡 损失 好多 汇率 擅改 行程 用餐 安排 有次 走捷径 酒店 弯路 好多 冤枉路 借口 关门 熟人 饭店 商店 不一而足 希望 运气 碰到 导游,"[(6, 0.9802277)]",6
行程 舒适 一点 小小的 意见 机场 三天 办法 休息 希望 选择 机场 酒店 再就是 自理 餐太 团餐 安排 一点 特色 团餐 导游 负责 嗓子 不行 讲解 解释,"[(0, 0.9682323)]",0
行程 住宿 团餐 不错 预想 特别 要说 戴高乐 机场 导游 放养 巴士 上任 事先 告知 戴高乐 机场 自助 柜台 登机牌 自助 打印 登机牌 任导 选择 输入 航班号 实践 发现 失败 自助 柜台 操作 长时间 自助 柜台 机器 操作 一遍 成功 导游 简单 人工 人工 柜台 办理 巴士 自助 柜台 打印 登机牌 浪费时间 自助 柜台 操作 长时间 机场 人工 柜台 排队 人数 排队 越来越 人工 登机牌 发现 排队 队伍 站台 排到 站台 退税 地方 导游 详细 安检 关门 小伙伴 打电话 告知 退税 关门 到达 退税 完税 真的 急死人 节奏 巴黎 自由 活动 大巴 费用 每人 网上 物价 一两个 之间 飞涨 导游 行程 起到 主动 带领 作用,"[(5, 0.99160993)]",5
所住 酒店 国内 四星 酒店 天壤之别 国内 评不上,"[(0, 0.012355768), (1, 0.012350761), (2, 0.90118414), (3, 0.012348689), (4, 0.012350226), (5, 0.012350853), (6, 0.012350364), (7, 0.01235626), (8, 0.012352877)]",2
景点 领队 敬业 不错 携程 唯一 感到遗憾 上海 阿姆斯特丹 航班 暖气 舒适,"[(0, 0.3264969), (6, 0.61363006)]",6
提醒 现金 小偷 少女 想象 太冷 全程 雨伞 任导 欧洲 治安 不好 概不负责 报警 没用 自认倒霉 任导 机场 好听 放养 不好 解决 回来 戴高乐 机场 语言 不通 自主 打印 登机牌 导游 选择 输入 航班号 实践 发现 失败 团里 成功 这时候 任导 飞机场 托运 行李 自助 退税 地方 导游 详细 安检 结束 导游 第一个 完税 巴黎 自由 活动 大巴 费用 每人 志愿 商量 服从 口头上 有人 不想 不接 飞机场 评论 月份 物价 房价 总体 行程 住宿 吃饭 尚可 导游,"[(1, 0.661234), (5, 0.13617814), (8, 0.19414)]",1
顺利 少女 行车 太久 身体 不好 也许 有点累 上山 高原 下山 几个 小时 车子 吃不消 米兰 时间 太短 米兰 东西 巴黎 便宜 加尔 湖区 没意思 洋人 司机 车子 地毯 清洗 肥皂 味道 几天 挺好 徐健 导游 认真负责 住所 伙食 挺好 劳累 程度 适中 推荐 希望 携程 越来越,"[(3, 0.8291805), (7, 0.1546008)]",3
酒店设施 较差 法国 第戎 酒店 电梯 家里 几个 老人 扛着 很重 行李 楼梯 真心 还好 团友 热心 帮忙 一部分 这家 酒店 卫生 床上 清理 干净 味道 头发丝 全程 大巴 司机 态度 热情 负责 行程 安排 不错 法国 自由 调整 改为 集体 活动,"[(0, 0.9793114)]",0
导游 素质 行程 安排 凡尔赛宫 讲解员 守时 提早 预约 游客 半个 小时 解释 影响 当天 行程 本来 完美 旅游 留下 一点 瑕疵,"[(0, 0.9613181)]",0
第一天 行程 罗马 时间 太短 宾馆 地点 城镇 晚上 宾馆 无可 浏览 亮点 二天 密码 用户名 公布 不尽合理 流量 限定 保证 持续 下载 游戏 网络 电影 组合 路由器 免费 试验 理由 成熟 技术 设计 安排 能用,"[(8, 0.97595775)]",8
一路 突发 事情 手表 回来 班级 行李 第二天 机场 申请 理赔 无果 找到 旅行社 踢皮球 状态 绝望,"[(3, 0.95058817)]",3
行程 第一天 罗马 时差 飞机 没法 好好 休息 这天 行程 最累 行程 安排 不错 任导 司机 尽责 值得 推荐 欧洲游 行程,"[(2, 0.9595732)]",2
