内容,主题概率,主题类型
看吧 一袋,"[(0, 0.030303814), (1, 0.030304734), (2, 0.03030372), (3, 0.030303862), (4, 0.030303892), (5, 0.030303901), (6, 0.4802864), (7, 0.0303047), (8, 0.24697725), (9, 0.03030372), (10, 0.03030402)]",6
想象 好吃 第一次,"[(0, 0.02273039), (1, 0.022734743), (2, 0.022730593), (3, 0.022730023), (4, 0.02272986), (5, 0.77268875), (6, 0.022730837), (7, 0.022729483), (8, 0.022733927), (9, 0.022729622), (10, 0.022731747)]",5
一包 四五个,"[(0, 0.03032329), (1, 0.030321043), (2, 0.030317312), (3, 0.0303175), (4, 0.03031737), (5, 0.03031731), (6, 0.030318081), (7, 0.030317519), (8, 0.03031724), (9, 0.030317374), (10, 0.69681597)]",10
核比 酸大 回购,"[(0, 0.02274524), (1, 0.022745328), (2, 0.022745293), (3, 0.022744723), (4, 0.77254814), (5, 0.022746302), (6, 0.022744726), (7, 0.02274491), (8, 0.022744754), (9, 0.022744602), (10, 0.022745986)]",4
一只 发霉 还好,"[(0, 0.022734717), (1, 0.02273536), (2, 0.022734767), (3, 0.022735335), (4, 0.022734802), (5, 0.02273471), (6, 0.022736015), (7, 0.022735942), (8, 0.77264655), (9, 0.02273473), (10, 0.02273706)]",8
感觉 还行 整体 感觉,"[(0, 0.018182628), (1, 0.018183878), (2, 0.018183596), (3, 0.6055842), (4, 0.018182948), (5, 0.018184196), (6, 0.23076627), (7, 0.018183423), (8, 0.018182976), (9, 0.018182553), (10, 0.01818332)]",3
坏果 一袋,"[(0, 0.3392095), (1, 0.030306851), (2, 0.030303294), (3, 0.03030458), (4, 0.03030408), (5, 0.03030412), (6, 0.030307936), (7, 0.03030405), (8, 0.38804436), (9, 0.030305818), (10, 0.030305423)]",8
一包 每包 坏果,"[(0, 0.022732725), (1, 0.77270365), (2, 0.022728678), (3, 0.022729324), (4, 0.022728937), (5, 0.02272893), (6, 0.022730455), (7, 0.022728791), (8, 0.022728795), (9, 0.022729613), (10, 0.02273013)]",1
味道 想象,"[(0, 0.030306147), (1, 0.03030764), (2, 0.030304736), (3, 0.030307868), (4, 0.030305091), (5, 0.030310063), (6, 0.030307295), (7, 0.03030638), (8, 0.6969347), (9, 0.030304272), (10, 0.030305784)]",8
感觉 新鲜,"[(0, 0.030305656), (1, 0.030305505), (2, 0.030305345), (3, 0.030307509), (4, 0.030305237), (5, 0.69695127), (6, 0.03030369), (7, 0.030303508), (8, 0.030303497), (9, 0.030303337), (10, 0.030305456)]",5
坏果 口感 不错 希望 下次 坏果,"[(0, 0.63973045), (1, 0.012988611), (2, 0.012989681), (3, 0.012988548), (4, 0.24336834), (5, 0.012987806), (6, 0.012989705), (7, 0.012988622), (8, 0.012990531), (9, 0.012988213), (10, 0.012989458)]",0
挺好吃 很酸,"[(0, 0.69690335), (1, 0.030310147), (2, 0.030309482), (3, 0.030309036), (4, 0.030308956), (5, 0.030308956), (6, 0.030308956), (7, 0.030311605), (8, 0.030308956), (9, 0.030309217), (10, 0.030311378)]",0
很小 有俩 一点,"[(0, 0.02273859), (1, 0.022731777), (2, 0.02273174), (3, 0.022731543), (4, 0.022731986), (5, 0.77267444), (6, 0.022731531), (7, 0.0227332), (8, 0.022731524), (9, 0.022731574), (10, 0.022732051)]",5
物流 速度 味道,"[(0, 0.022728229), (1, 0.7727107), (2, 0.022728221), (3, 0.022730365), (4, 0.022728197), (5, 0.022729883), (6, 0.022728775), (7, 0.02273007), (8, 0.022728534), (9, 0.022729216), (10, 0.022727791)]",1
挺好吃 有生,"[(0, 0.69675213), (1, 0.030325336), (2, 0.030324519), (3, 0.030324584), (4, 0.030324504), (5, 0.030324504), (6, 0.030324504), (7, 0.030324504), (8, 0.030324504), (9, 0.030324765), (10, 0.030326094)]",0
感觉 值得 很小 一包,"[(0, 0.4810723), (1, 0.35527623), (2, 0.018183881), (3, 0.018185683), (4, 0.018183036), (5, 0.01818423), (6, 0.01818293), (7, 0.01818271), (8, 0.018182356), (9, 0.01818227), (10, 0.018184312)]",0
好几个 没法,"[(0, 0.36783957), (1, 0.0303043), (2, 0.030304056), (3, 0.030304715), (4, 0.03030403), (5, 0.030304031), (6, 0.030304227), (7, 0.030305622), (8, 0.030303951), (9, 0.030303957), (10, 0.35942155)]",0
打开 第一 好几个,"[(0, 0.37446973), (1, 0.022728847), (2, 0.022728294), (3, 0.02272847), (4, 0.022728441), (5, 0.022727858), (6, 0.022729345), (7, 0.022729514), (8, 0.42097363), (9, 0.022728017), (10, 0.022727909)]",8
挺贵 好不好,"[(0, 0.030340826), (1, 0.69657105), (2, 0.030342106), (3, 0.030341083), (4, 0.030346522), (5, 0.030340826), (6, 0.03034181), (7, 0.030340826), (8, 0.030341145), (9, 0.030347027), (10, 0.030346803)]",1
第一个 果子,"[(0, 0.6969525), (1, 0.030304093), (2, 0.030304639), (3, 0.030305438), (4, 0.0303051), (5, 0.03030502), (6, 0.030303836), (7, 0.030304674), (8, 0.030306842), (9, 0.030303676), (10, 0.030304119)]",0
一袋 一共 十几个 三四个 有虫,"[(0, 0.015156456), (1, 0.84843), (2, 0.01515638), (3, 0.01515685), (4, 0.015156445), (5, 0.015156478), (6, 0.015157106), (7, 0.0151568195), (8, 0.0151593145), (9, 0.015156691), (10, 0.0151574295)]",1
一包 打开 九个 三个 暂时 六个,"[(0, 0.012992529), (1, 0.30577436), (2, 0.01299224), (3, 0.012992652), (4, 0.012992253), (5, 0.012992064), (6, 0.012992739), (7, 0.57729214), (8, 0.012993131), (9, 0.012992949), (10, 0.012992902)]",7
一包 三四个,"[(0, 0.03030869), (1, 0.69691116), (2, 0.030308338), (3, 0.030311067), (4, 0.030308379), (5, 0.030308334), (6, 0.030308923), (7, 0.030308494), (8, 0.030308282), (9, 0.030308383), (10, 0.03030997)]",1
大个 几个,"[(0, 0.03030411), (1, 0.030311612), (2, 0.69692767), (3, 0.03030473), (4, 0.030314317), (5, 0.030307276), (6, 0.030304056), (7, 0.030313578), (8, 0.030304134), (9, 0.030304145), (10, 0.03030444)]",2
一包 十条 四条,"[(0, 0.02276459), (1, 0.77237517), (2, 0.022762116), (3, 0.022762183), (4, 0.022762137), (5, 0.022762116), (6, 0.022762392), (7, 0.022762189), (8, 0.022762092), (9, 0.022762138), (10, 0.022762878)]",1
好吃 喜欢 购买,"[(0, 0.022728054), (1, 0.022728534), (2, 0.022729822), (3, 0.022727814), (4, 0.022727726), (5, 0.77271605), (6, 0.022729395), (7, 0.022727635), (8, 0.022727687), (9, 0.022729691), (10, 0.02272761)]",5
味道 不错 发霉,"[(0, 0.022728363), (1, 0.022729397), (2, 0.0227285), (3, 0.022730205), (4, 0.022728473), (5, 0.022730086), (6, 0.022729766), (7, 0.022728892), (8, 0.7727079), (9, 0.022727806), (10, 0.022730643)]",8
果子 发霉,"[(0, 0.030306334), (1, 0.03030491), (2, 0.030304903), (3, 0.03030719), (4, 0.030305697), (5, 0.030305395), (6, 0.030304888), (7, 0.030305125), (8, 0.6969422), (9, 0.030303871), (10, 0.03030947)]",8
拿到 三个,"[(0, 0.030304434), (1, 0.6969488), (2, 0.030304655), (3, 0.030306527), (4, 0.03030483), (5, 0.030304402), (6, 0.030304361), (7, 0.03030445), (8, 0.030306393), (9, 0.030306676), (10, 0.030304413)]",1
七分 三分 坏果,"[(0, 0.022745231), (1, 0.022742657), (2, 0.022741139), (3, 0.022741774), (4, 0.022741493), (5, 0.022741511), (6, 0.022743179), (7, 0.0227412), (8, 0.022741351), (9, 0.02274249), (10, 0.772578)]",10
一包 三分之一,"[(0, 0.030310307), (1, 0.37328327), (2, 0.03030949), (3, 0.030310584), (4, 0.3539221), (5, 0.030309487), (6, 0.030310845), (7, 0.030310616), (8, 0.030309364), (9, 0.030310666), (10, 0.030313259)]",1
一袋 坏果,"[(0, 0.33910584), (1, 0.030306859), (2, 0.030303298), (3, 0.030304587), (4, 0.030304082), (5, 0.030304125), (6, 0.030307943), (7, 0.030304052), (8, 0.38814795), (9, 0.030305825), (10, 0.030305428)]",8
好吃 不难,"[(0, 0.030336777), (1, 0.03033529), (2, 0.030335436), (3, 0.030334262), (4, 0.030333579), (5, 0.6966449), (6, 0.030341752), (7, 0.03033713), (8, 0.030333811), (9, 0.030333564), (10, 0.030333463)]",5
第一次 味道 几个,"[(0, 0.022727858), (1, 0.022731582), (2, 0.02272886), (3, 0.02272838), (4, 0.022730727), (5, 0.7727103), (6, 0.022728054), (7, 0.02273085), (8, 0.022727983), (9, 0.022727624), (10, 0.022727724)]",5
口感 想象 好吃 第一个 坏果,"[(0, 0.8484516), (1, 0.015156737), (2, 0.01515484), (3, 0.015154103), (4, 0.01515343), (5, 0.015156585), (6, 0.01515499), (7, 0.015153758), (8, 0.015155727), (9, 0.015153328), (10, 0.015154898)]",0
不甜 太酸,"[(0, 0.03030941), (1, 0.6968947), (2, 0.030309545), (3, 0.030309552), (4, 0.0303107), (5, 0.030314164), (6, 0.030309433), (7, 0.030309431), (8, 0.030309463), (9, 0.030313678), (10, 0.03030993)]",1
收到 坏果 生虫 满意,"[(0, 0.4802675), (1, 0.018183468), (2, 0.018183952), (3, 0.018183896), (4, 0.3560828), (5, 0.018183181), (6, 0.018183341), (7, 0.01818271), (8, 0.018182544), (9, 0.018183548), (10, 0.018183015)]",0
发货 速度 物流 较慢 收到 坏果,"[(0, 0.01299281), (1, 0.8700721), (2, 0.012993108), (3, 0.012992835), (4, 0.012992754), (5, 0.012992221), (6, 0.012992667), (7, 0.012993191), (8, 0.012992203), (9, 0.012993703), (10, 0.012992411)]",1
第一 壞果 失望,"[(0, 0.022747383), (1, 0.022748685), (2, 0.5303392), (3, 0.022747459), (4, 0.022749012), (5, 0.02274759), (6, 0.022747627), (7, 0.022747405), (8, 0.26493064), (9, 0.022747543), (10, 0.022747522)]",2
确实 味道,"[(0, 0.69693285), (1, 0.030307101), (2, 0.030305058), (3, 0.030308476), (4, 0.030304885), (5, 0.030310983), (6, 0.030307239), (7, 0.030307183), (8, 0.03030848), (9, 0.030303748), (10, 0.030304007)]",0
味道 不错 有个 坏果 客服 同意 赔偿,"[(0, 0.011370878), (1, 0.011372747), (2, 0.011370658), (3, 0.54251814), (4, 0.011370517), (5, 0.011370621), (6, 0.35514292), (7, 0.011371018), (8, 0.011370967), (9, 0.011370567), (10, 0.011370982)]",3
四包 十个 味道 不错,"[(0, 0.018185623), (1, 0.018184792), (2, 0.018184882), (3, 0.47889227), (4, 0.018184584), (5, 0.018184906), (6, 0.35744348), (7, 0.018184671), (8, 0.018185977), (9, 0.018183973), (10, 0.018184876)]",3
好吃 太酸 一点 甜味,"[(0, 0.018186562), (1, 0.34297633), (2, 0.018186793), (3, 0.018186634), (4, 0.018186979), (5, 0.49334288), (6, 0.018186681), (7, 0.018186491), (8, 0.018186554), (9, 0.018187221), (10, 0.018186871)]",5
一袋 一部分 外壳 损坏 发霉,"[(0, 0.015152176), (1, 0.015152381), (2, 0.015152192), (3, 0.015152414), (4, 0.015152214), (5, 0.015152179), (6, 0.015152395), (7, 0.015152671), (8, 0.8484762), (9, 0.015152177), (10, 0.015153073)]",8
长毛 甲虫 当天 直播 发货 第二天 发货 嘴里 实话,"[(2, 0.9090308)]",2
一袋 不到 味道 发霉 虫子,"[(0, 0.015153062), (1, 0.015153541), (2, 0.015153033), (3, 0.5695269), (4, 0.015157189), (5, 0.015153709), (6, 0.015153966), (7, 0.015154417), (8, 0.29408655), (9, 0.015153247), (10, 0.015154371)]",3
没劲 三袋 坏果 一袋 果肉 主播 介绍 相符 好吃 不划算 物有所值,"[(1, 0.14977317), (6, 0.7820239)]",6
超市 酸角 好吃,"[(0, 0.022739848), (1, 0.02273971), (2, 0.022738583), (3, 0.77261513), (4, 0.022736559), (5, 0.022739787), (6, 0.022737486), (7, 0.0227373), (8, 0.022736905), (9, 0.022742117), (10, 0.022736583)]",3
颗粒 很大 有虫 农药 健康,"[(0, 0.015163883), (1, 0.74231946), (2, 0.015162743), (3, 0.015163912), (4, 0.015162541), (5, 0.015164007), (6, 0.12121252), (7, 0.015162604), (8, 0.015162405), (9, 0.015163516), (10, 0.015162407)]",1
四个 坏果,"[(0, 0.030312238), (1, 0.030306658), (2, 0.030303432), (3, 0.03030475), (4, 0.030304268), (5, 0.030304195), (6, 0.030307813), (7, 0.030303515), (8, 0.03030386), (9, 0.030306285), (10, 0.696943)]",10
包装 坏果 果肉 白色 粘丝 懒得 退货 懒得 拍照 失望,"[(2, 0.31862342), (6, 0.60696334)]",6
看错 一共 实体店 一斤 值得 购买,"[(0, 0.012994111), (1, 0.012995479), (2, 0.50106597), (3, 0.012993912), (4, 0.012993496), (5, 0.012994001), (6, 0.012993779), (7, 0.012994181), (8, 0.2521042), (9, 0.01299409), (10, 0.14287682)]",2
东西 品质 真的 不怎么样 起码 一半 希望 改进 只能,"[(1, 0.90903276)]",1
超市 便宜 价格 分量 几个,"[(0, 0.015153584), (1, 0.015158619), (2, 0.015154131), (3, 0.848442), (4, 0.015160019), (5, 0.01515485), (6, 0.015152906), (7, 0.01516408), (8, 0.0151523715), (9, 0.015153937), (10, 0.015153472)]",3
口感 还好 四包 十个 坏果 拍照,"[(0, 0.72741216), (1, 0.012993008), (2, 0.012992389), (3, 0.012992521), (4, 0.012991871), (5, 0.012991997), (6, 0.012993455), (7, 0.012993789), (8, 0.15565436), (9, 0.012991907), (10, 0.012992519)]",0
一包 几个 拉肚子 通便 商家 晒图 补发 一袋,"[(0, 0.010107526), (1, 0.23419687), (2, 0.0101072695), (3, 0.010107312), (4, 0.6748317), (5, 0.010107351), (6, 0.010108049), (7, 0.01010786), (8, 0.010110424), (9, 0.010107661), (10, 0.010107988)]",4
性价比 一包 稀拉 八个 果子 三个 味道 勉强 中评,"[(1, 0.64861715), (8, 0.26948)]",1
性价比 发货 速度 味道 不错 坏果 第一 四个 几个 没什么 抵坏 总体 算下来 优惠,"[(4, 0.6515593), (7, 0.29387432)]",4
包装 服务 性价比 喜欢 没吃过 我会 奇怪,"[(0, 0.011369054), (1, 0.011368846), (2, 0.011368774), (3, 0.011368294), (4, 0.011370073), (5, 0.0113706095), (6, 0.011371601), (7, 0.011369609), (8, 0.12400752), (9, 0.7736672), (10, 0.011368427)]",9
恼火 五个 四个 发白 恼火,"[(0, 0.015156538), (1, 0.01515653), (2, 0.015156457), (3, 0.015156356), (4, 0.015156251), (5, 0.015156231), (6, 0.015156251), (7, 0.015156538), (8, 0.015156234), (9, 0.01515623), (10, 0.8484364)]",10
发霉 上买 质量 再接再厉,"[(0, 0.018196318), (1, 0.018191513), (2, 0.018191034), (3, 0.018193299), (4, 0.64728594), (5, 0.018190969), (6, 0.018195963), (7, 0.018191654), (8, 0.018192427), (9, 0.018191796), (10, 0.1889791)]",4
口味 特别 喜欢 喜欢 小伙伴 购买,"[(0, 0.012994557), (1, 0.012994622), (2, 0.50844043), (3, 0.0129949255), (4, 0.012994135), (5, 0.012995646), (6, 0.3746077), (7, 0.012994043), (8, 0.012993984), (9, 0.012994984), (10, 0.01299495)]",2
一袋 四个 真空包装 漏气 拍给 客户 完坏 几个 没烂 干巴 没饭 说真的 这地 三包 没什么 想法 不想,"[(1, 0.15329911), (10, 0.8012163)]",10
超市 分量 超市 价格 品质 超市 一点,"[(0, 0.011364014), (1, 0.011364145), (2, 0.01136388), (3, 0.7622248), (4, 0.011364637), (5, 0.13549776), (6, 0.011364249), (7, 0.01136397), (8, 0.011363861), (9, 0.011364106), (10, 0.011364591)]",3
一袋 四五个 一袋 一共 几个,"[(0, 0.015165907), (1, 0.5872987), (2, 0.015162319), (3, 0.015162216), (4, 0.015162873), (5, 0.015162464), (6, 0.01516256), (7, 0.015163196), (8, 0.27623254), (9, 0.015162167), (10, 0.015165033)]",1
感觉 小贵,"[(0, 0.37802187), (1, 0.030306548), (2, 0.030305088), (3, 0.34922954), (4, 0.0303055), (5, 0.03030739), (6, 0.030304665), (7, 0.030304248), (8, 0.03030441), (9, 0.030304238), (10, 0.030306483)]",0
送到 抵坏 果的 剥壳 真空包装 好吃 不行,"[(0, 0.011370369), (1, 0.011371206), (2, 0.011370608), (3, 0.88628703), (4, 0.01137058), (5, 0.011370894), (6, 0.011370495), (7, 0.011371398), (8, 0.011376531), (9, 0.01137031), (10, 0.011370613)]",3
味道 真的 真的 不值 价格,"[(0, 0.015154013), (1, 0.4626678), (2, 0.01515234), (3, 0.01515425), (4, 0.01515281), (5, 0.015154031), (6, 0.20177935), (7, 0.015154107), (8, 0.015154097), (9, 0.015154199), (10, 0.214323)]",1
感觉 便宜 一半 果子 中评,"[(0, 0.015153853), (1, 0.015152997), (2, 0.015152424), (3, 0.29744315), (4, 0.015154235), (5, 0.0151531175), (6, 0.015152241), (7, 0.015152264), (8, 0.357387), (9, 0.22394523), (10, 0.01515344)]",8
第一次 购买 第二次 购买 品质 性价比 包装 描述 相符 情况 物流 速度 很快 服务态度 发货 速度,"[(1, 0.2677922), (9, 0.6840752)]",9
真空包装 漏气,"[(0, 0.030308234), (1, 0.030311588), (2, 0.030308694), (3, 0.030309424), (4, 0.030308561), (5, 0.030308425), (6, 0.030308234), (7, 0.6969094), (8, 0.030309027), (9, 0.030308234), (10, 0.030310161)]",7
两袋 四个 六个,"[(0, 0.2703637), (1, 0.022731194), (2, 0.022731038), (3, 0.022731103), (4, 0.022731094), (5, 0.02273121), (6, 0.022731433), (7, 0.022733388), (8, 0.022731142), (9, 0.022731004), (10, 0.5250537)]",10
恶心,"[(0, 0.04549854), (1, 0.04549854), (2, 0.04549854), (3, 0.04549854), (4, 0.04549854), (5, 0.04549854), (6, 0.045504697), (7, 0.04549854), (8, 0.04549854), (9, 0.5450006), (10, 0.045506373)]",9
说不上 不好 个头 价格 上次 店里 块钱,"[(0, 0.011368762), (1, 0.011368082), (2, 0.011370022), (3, 0.011369882), (4, 0.011369101), (5, 0.01136877), (6, 0.011368256), (7, 0.011368301), (8, 0.011367727), (9, 0.88631326), (10, 0.011367821)]",9
性价比 一包 几根 果肉 寂寞 果核,"[(0, 0.013001749), (1, 0.5871388), (2, 0.013001429), (3, 0.013001092), (4, 0.012999623), (5, 0.012999582), (6, 0.29585606), (7, 0.013001445), (8, 0.013000593), (9, 0.013000459), (10, 0.012999176)]",1
味道 两个 总体 不划算 尝个,"[(0, 0.015158881), (1, 0.015159888), (2, 0.015158391), (3, 0.015159426), (4, 0.32684883), (5, 0.015159812), (6, 0.015159586), (7, 0.015159124), (8, 0.5367192), (9, 0.015158268), (10, 0.01515857)]",8
包送 一包 一共 一包 剩下 发霉 虫卵 超级 恶心,"[(3, 0.07783318), (10, 0.8403068)]",10
赠送 两包 正品 却是 发霉 味道,"[(0, 0.01299537), (1, 0.012996471), (2, 0.012995424), (3, 0.012996447), (4, 0.012995602), (5, 0.012995959), (6, 0.01299564), (7, 0.012996908), (8, 0.6668368), (9, 0.012995142), (10, 0.21620022)]",8
酸甜 酸甜 味道 那种 腌菜 味道,"[(0, 0.012990598), (1, 0.012990969), (2, 0.012996075), (3, 0.012991081), (4, 0.0129904775), (5, 0.012993197), (6, 0.012991015), (7, 0.87008536), (8, 0.012990909), (9, 0.012990035), (10, 0.012990259)]",7
感觉 第一次 一袋 少多 喜欢 办法,"[(0, 0.013001536), (1, 0.63507336), (2, 0.013001455), (3, 0.013001746), (4, 0.013001391), (5, 0.247909), (6, 0.013003009), (7, 0.0130013665), (8, 0.013003589), (9, 0.013001144), (10, 0.013002413)]",1
还行 每包 优点 大个,"[(0, 0.018197484), (1, 0.26671258), (2, 0.56951284), (3, 0.018199088), (4, 0.018196369), (5, 0.018197106), (6, 0.018196736), (7, 0.018198438), (8, 0.018196428), (9, 0.018196352), (10, 0.018196529)]",2
打开 一袋 发现 两三个 一包 一共 几个 还好 两袋 抵坏 淘宝 两斤 抵坏 克才 价格 偏贵,"[(6, 0.11895981), (7, 0.6930495), (10, 0.1451853)]",7
视频 性价比 感觉,"[(0, 0.02272977), (1, 0.77269983), (2, 0.022729244), (3, 0.022731015), (4, 0.022728723), (5, 0.022729516), (6, 0.022729132), (7, 0.022735117), (8, 0.022728376), (9, 0.022729894), (10, 0.022729384)]",1
第一个 味道 不错 发霉,"[(0, 0.018185819), (1, 0.018183822), (2, 0.018183334), (3, 0.018184133), (4, 0.01818313), (5, 0.018184064), (6, 0.018183878), (7, 0.018183442), (8, 0.8181609), (9, 0.018182743), (10, 0.018184708)]",8
闺蜜 怀孕 买来 好多 生霉 算下来 不划算,"[(0, 0.011371665), (1, 0.0113772545), (2, 0.011372635), (3, 0.011371974), (4, 0.011372052), (5, 0.011371987), (6, 0.011371982), (7, 0.011371808), (8, 0.8862752), (9, 0.0113717755), (10, 0.01137171)]",8
第一次 下单 酸角 不值 坏果 不好 体验 希望 商家 品质 保障,"[(0, 0.45374876), (5, 0.11093835), (6, 0.1315358), (9, 0.2507198)]",0
桂圆 好吃,"[(0, 0.030310538), (1, 0.030324798), (2, 0.030318031), (3, 0.030313943), (4, 0.69684726), (5, 0.030329686), (6, 0.030315507), (7, 0.030308535), (8, 0.030312257), (9, 0.030310165), (10, 0.030309327)]",4
白毛 在外 关上 质量 对不起 价格,"[(0, 0.0129947355), (1, 0.012994477), (2, 0.012994325), (3, 0.012994497), (4, 0.0129944), (5, 0.012995029), (6, 0.87005436), (7, 0.012994371), (8, 0.012994653), (9, 0.0129945), (10, 0.012994666)]",6
性价比 口感 分量 显得 价格 太久,"[(0, 0.012990942), (1, 0.012990597), (2, 0.0129907), (3, 0.15581658), (4, 0.012990559), (5, 0.012990546), (6, 0.012992626), (7, 0.7272649), (8, 0.0129904635), (9, 0.01299155), (10, 0.012990526)]",7
个头 一包 十几个 三个 小贵,"[(0, 0.19009738), (1, 0.6735007), (2, 0.01515563), (3, 0.015157094), (4, 0.015155649), (5, 0.015154983), (6, 0.0151549755), (7, 0.015156047), (8, 0.015155641), (9, 0.015156003), (10, 0.015155835)]",1
想象 好吃 东西 喜欢 喜欢,"[(0, 0.015153287), (1, 0.015154101), (2, 0.015153196), (3, 0.015153037), (4, 0.01515274), (5, 0.8484661), (6, 0.015154131), (7, 0.0151525475), (8, 0.015154219), (9, 0.015152598), (10, 0.015154021)]",5
一包 破皮 三包 每包 好几个 破皮,"[(0, 0.15103912), (1, 0.7320415), (2, 0.012990852), (3, 0.012991183), (4, 0.012990814), (5, 0.012990842), (6, 0.012991581), (7, 0.0129914675), (8, 0.012990802), (9, 0.012990818), (10, 0.012991064)]",1
好吃 过度 宣传 受欢迎 产品 上抖 宣传,"[(0, 0.011376332), (1, 0.01137654), (2, 0.60156745), (3, 0.011376341), (4, 0.011379956), (5, 0.29604018), (6, 0.011376431), (7, 0.011376246), (8, 0.011376395), (9, 0.011376252), (10, 0.011377849)]",2
特别 几个 发霉 第一次 东西 还行 酸甜,"[(0, 0.0113644), (1, 0.8863512), (2, 0.011365209), (3, 0.011364956), (4, 0.011364438), (5, 0.011365345), (6, 0.011364748), (7, 0.011365057), (8, 0.0113646975), (9, 0.011364165), (10, 0.011365801)]",1
