内容,主题概率,主题类型
真空 漏气 家里 打算 真空 放久点 满意,"[(0, 0.011372078), (1, 0.01137365), (2, 0.011372448), (3, 0.011372374), (4, 0.011373), (5, 0.58793503), (6, 0.011371986), (7, 0.011373931), (8, 0.30971116), (9, 0.011371991), (10, 0.011372344)]",5
拿到 外包装 胶带 粘住 包装袋 快递 小哥 感觉 包装 比靠谱 大米 追评 东西 细节,"[(1, 0.71525353), (2, 0.07300191), (7, 0.06217357), (8, 0.1071185)]",1
好不好 一袋 真空 一袋 真空 真空 保存,"[(0, 0.011366736), (1, 0.011368252), (2, 0.011367647), (3, 0.011366905), (4, 0.01136755), (5, 0.011366761), (6, 0.0113674365), (7, 0.011366818), (8, 0.8863282), (9, 0.011366731), (10, 0.011366971)]",8
放少,"[(0, 0.09090887), (1, 0.090908244), (2, 0.09090863), (3, 0.09090915), (4, 0.09090919), (5, 0.09090841), (6, 0.090909205), (7, 0.09090916), (8, 0.090909585), (9, 0.09090989), (10, 0.09090966)]",9
老妈 夸好 第二次 购买,"[(0, 0.018196126), (1, 0.01819639), (2, 0.01819686), (3, 0.018196097), (4, 0.018196177), (5, 0.01819672), (6, 0.018196138), (7, 0.018196153), (8, 0.018196104), (9, 0.8180371), (10, 0.018196136)]",9
包装 面试,"[(0, 0.03069739), (1, 0.030698072), (2, 0.030698221), (3, 0.030697484), (4, 0.69302297), (5, 0.030697493), (6, 0.030697426), (7, 0.030698383), (8, 0.030697342), (9, 0.030697701), (10, 0.030697526)]",4
大米 平台 便宜,"[(0, 0.022730611), (1, 0.0227282), (2, 0.022728315), (3, 0.022728633), (4, 0.772711), (5, 0.02272852), (6, 0.022728221), (7, 0.022727897), (8, 0.022728056), (9, 0.022730721), (10, 0.022729866)]",4
快递 评价,"[(0, 0.03030613), (1, 0.03030524), (2, 0.030303562), (3, 0.030303607), (4, 0.030303888), (5, 0.03030349), (6, 0.030303404), (7, 0.030310111), (8, 0.6969536), (9, 0.030303419), (10, 0.030303583)]",8
口感 口感,"[(0, 0.030305121), (1, 0.030304227), (2, 0.030305352), (3, 0.030304056), (4, 0.030303739), (5, 0.030304449), (6, 0.030304665), (7, 0.6969553), (8, 0.030303413), (9, 0.030303307), (10, 0.030306343)]",7
包装袋 损坏,"[(0, 0.030304829), (1, 0.03030491), (2, 0.030304829), (3, 0.030305007), (4, 0.030304994), (5, 0.030304829), (6, 0.030304829), (7, 0.69694185), (8, 0.030314298), (9, 0.030304829), (10, 0.030304829)]",7
收到 加送,"[(0, 0.030710435), (1, 0.030710835), (2, 0.69289416), (3, 0.030710945), (4, 0.030711662), (5, 0.030709954), (6, 0.030710327), (7, 0.030710401), (8, 0.030709947), (9, 0.030711003), (10, 0.03071037)]",2
口感 宣传,"[(0, 0.030304777), (1, 0.030304128), (2, 0.030304998), (3, 0.03030404), (4, 0.030303786), (5, 0.030307034), (6, 0.030304555), (7, 0.030306505), (8, 0.030303601), (9, 0.030303486), (10, 0.69695306)]",10
日期 新鲜 反正,"[(0, 0.49439523), (1, 0.30104965), (2, 0.022728791), (3, 0.022728046), (4, 0.022728615), (5, 0.022729382), (6, 0.022728134), (7, 0.022727935), (8, 0.022727955), (9, 0.022727886), (10, 0.022728432)]",0
吃出 感觉,"[(0, 0.03030409), (1, 0.69694805), (2, 0.03030481), (3, 0.030309303), (4, 0.030305073), (5, 0.030306641), (6, 0.030304432), (7, 0.030304058), (8, 0.030304078), (9, 0.030303903), (10, 0.030305572)]",1
大米 好吃 购买 谨慎,"[(0, 0.018182302), (1, 0.018183023), (2, 0.018183962), (3, 0.018182324), (4, 0.01818309), (5, 0.8181725), (6, 0.01818257), (7, 0.018182293), (8, 0.01818241), (9, 0.018183358), (10, 0.01818216)]",5
口感 感觉,"[(0, 0.030304875), (1, 0.030306939), (2, 0.030305987), (3, 0.030311463), (4, 0.030305216), (5, 0.030307787), (6, 0.03030501), (7, 0.030306546), (8, 0.03030367), (9, 0.030303368), (10, 0.6969391)]",10
宣传 香甜,"[(0, 0.030303935), (1, 0.030304031), (2, 0.030304054), (3, 0.03030394), (4, 0.030304393), (5, 0.6969569), (6, 0.03030405), (7, 0.03030394), (8, 0.030304035), (9, 0.030303903), (10, 0.030306786)]",5
评论 好吃,"[(0, 0.030304104), (1, 0.030307144), (2, 0.030305184), (3, 0.030304601), (4, 0.03030417), (5, 0.69693786), (6, 0.030312968), (7, 0.030311491), (8, 0.030304309), (9, 0.030304063), (10, 0.030304082)]",5
确实 评价 一袋 真空 一袋,"[(0, 0.015152768), (1, 0.015152147), (2, 0.015152053), (3, 0.015151727), (4, 0.015151882), (5, 0.01515176), (6, 0.015151872), (7, 0.01515312), (8, 0.8484791), (9, 0.01515177), (10, 0.015151767)]",8
一块钱,"[(0, 0.045455836), (1, 0.045455836), (2, 0.045455836), (3, 0.045455836), (4, 0.5454417), (5, 0.045455836), (6, 0.045455836), (7, 0.045455836), (8, 0.045455836), (9, 0.045455836), (10, 0.045455836)]",4
咋样 评价,"[(0, 0.030304614), (1, 0.030304331), (2, 0.030305047), (3, 0.03030355), (4, 0.030303687), (5, 0.030303547), (6, 0.030305635), (7, 0.69695807), (8, 0.03030441), (9, 0.030303517), (10, 0.030303562)]",7
第一次 咋样 好吃 购买,"[(0, 0.018182233), (1, 0.018183645), (2, 0.8181702), (3, 0.018182423), (4, 0.018182255), (5, 0.01818533), (6, 0.018183427), (7, 0.018183053), (8, 0.018182317), (9, 0.018182954), (10, 0.01818215)]",2
看着 不错 分量,"[(0, 0.022727525), (1, 0.02272826), (2, 0.022728387), (3, 0.022732545), (4, 0.022728153), (5, 0.022727653), (6, 0.022728434), (7, 0.02272888), (8, 0.772714), (9, 0.022728177), (10, 0.02272797)]",8
好吃 难吃,"[(0, 0.030303651), (1, 0.030306386), (2, 0.030304484), (3, 0.030304054), (4, 0.030303622), (5, 0.6969589), (6, 0.030304277), (7, 0.030303417), (8, 0.030303856), (9, 0.0303038), (10, 0.03030351)]",5
看着 挺不错,"[(0, 0.030303996), (1, 0.03030418), (2, 0.69693816), (3, 0.030303996), (4, 0.030305602), (5, 0.03030505), (6, 0.030307295), (7, 0.030305786), (8, 0.030313337), (9, 0.030308502), (10, 0.030304063)]",2
吃不完 一年 吃不完,"[(0, 0.022794472), (1, 0.022794472), (2, 0.77205527), (3, 0.022794472), (4, 0.022794472), (5, 0.022794472), (6, 0.022794472), (7, 0.022794472), (8, 0.022794474), (9, 0.022794474), (10, 0.022794474)]",2
包装 宝贵,"[(0, 0.030303903), (1, 0.03030561), (2, 0.69694954), (3, 0.030304132), (4, 0.030309571), (5, 0.030304164), (6, 0.030303983), (7, 0.030306386), (8, 0.030303776), (9, 0.030304676), (10, 0.030304236)]",2
火锅 豆皮 到手 心目 豆皮 好吃 失望,"[(0, 0.011378646), (1, 0.011379206), (2, 0.88621217), (3, 0.011378726), (4, 0.011378743), (5, 0.01137903), (6, 0.011378849), (7, 0.011378612), (8, 0.011378733), (9, 0.011378658), (10, 0.0113786375)]",2
口感 买过 差距 榨过,"[(0, 0.01821169), (1, 0.018211296), (2, 0.018211812), (3, 0.018211229), (4, 0.018211061), (5, 0.8178844), (6, 0.018211637), (7, 0.01821284), (8, 0.018210914), (9, 0.018210864), (10, 0.018212246)]",5
袋子 整体 袋子 储存 口感 推荐,"[(0, 0.012990409), (1, 0.012990429), (2, 0.012990462), (3, 0.012990244), (4, 0.012990458), (5, 0.012990454), (6, 0.8700958), (7, 0.012990895), (8, 0.012990128), (9, 0.012990098), (10, 0.01299064)]",6
豆腐皮 包装 塑料袋,"[(0, 0.518741), (1, 0.02302135), (2, 0.023021607), (3, 0.023020322), (4, 0.27407205), (5, 0.023020344), (6, 0.02302022), (7, 0.023021894), (8, 0.023020077), (9, 0.023020703), (10, 0.023020398)]",0
雨姐 豆皮 东北 发货 地址 山东省 枣庄,"[(0, 0.011449382), (1, 0.011449676), (2, 0.17089652), (3, 0.011449361), (4, 0.011449427), (5, 0.011449365), (6, 0.5222417), (7, 0.21526563), (8, 0.011449415), (9, 0.0114501305), (10, 0.011449384)]",6
豆皮 蛋白 豆腐 做好 豆皮,"[(0, 0.015228114), (1, 0.015228113), (2, 0.84771883), (3, 0.015228114), (4, 0.015228114), (5, 0.015228113), (6, 0.015228114), (7, 0.015228114), (8, 0.015228114), (9, 0.015228114), (10, 0.015228114)]",2
味道 很浓 中评,"[(0, 0.3598747), (1, 0.022729479), (2, 0.022728221), (3, 0.022730088), (4, 0.022728395), (5, 0.022731146), (6, 0.022729503), (7, 0.022729246), (8, 0.43556315), (9, 0.022727938), (10, 0.022728154)]",8
盐味 放盐,"[(0, 0.09090864), (1, 0.09090738), (2, 0.09090816), (3, 0.09090921), (4, 0.09090928), (5, 0.09090772), (6, 0.0909093), (7, 0.09090922), (8, 0.09091007), (9, 0.0909107), (10, 0.090910226)]",9
经济 实惠 下次,"[(0, 0.022792201), (1, 0.02279103), (2, 0.022791058), (3, 0.022792015), (4, 0.7720865), (5, 0.022791034), (6, 0.02279205), (7, 0.022791022), (8, 0.022791004), (9, 0.022791022), (10, 0.022791076)]",4
东西 真不错,"[(0, 0.030412903), (1, 0.030414721), (2, 0.030413935), (3, 0.030413652), (4, 0.030412525), (5, 0.030413914), (6, 0.030412508), (7, 0.030412737), (8, 0.030412717), (9, 0.030412516), (10, 0.69586784)]",10
一大 以往 代盐 看着,"[(0, 0.018196188), (1, 0.018196212), (2, 0.018196484), (3, 0.018196188), (4, 0.018196393), (5, 0.018196322), (6, 0.018196627), (7, 0.018196426), (8, 0.018197676), (9, 0.81803524), (10, 0.018196195)]",9
好吃 豆味 口感 很大 一袋,"[(0, 0.0151569005), (1, 0.015157538), (2, 0.015157165), (3, 0.015156826), (4, 0.0151563985), (5, 0.015157611), (6, 0.8484278), (7, 0.015157512), (8, 0.015159004), (9, 0.015156207), (10, 0.015157035)]",6
不好 几遍 咸味,"[(0, 0.7714283), (1, 0.022857115), (2, 0.022857042), (3, 0.022857046), (4, 0.022857368), (5, 0.022857444), (6, 0.022857083), (7, 0.022857087), (8, 0.022857042), (9, 0.022857154), (10, 0.022857344)]",0
豆皮,"[(0, 0.045454808), (1, 0.045454808), (2, 0.5454519), (3, 0.045454808), (4, 0.045454808), (5, 0.045454808), (6, 0.045454808), (7, 0.045454808), (8, 0.045454808), (9, 0.045454808), (10, 0.045454808)]",2
怎麼樣,"[(0, 0.09090887), (1, 0.090908244), (2, 0.09090863), (3, 0.09090915), (4, 0.09090919), (5, 0.09090841), (6, 0.090909205), (7, 0.09090916), (8, 0.090909585), (9, 0.09090989), (10, 0.09090966)]",9
回购 回来 袋子,"[(0, 0.022728447), (1, 0.02272859), (2, 0.022728447), (3, 0.022728018), (4, 0.7727124), (5, 0.02273109), (6, 0.022730066), (7, 0.022728177), (8, 0.02272787), (9, 0.022727769), (10, 0.02272914)]",4
宣传 好吃,"[(0, 0.030303694), (1, 0.030305333), (2, 0.030304592), (3, 0.0303041), (4, 0.030303631), (5, 0.69695705), (6, 0.030304391), (7, 0.030303465), (8, 0.030303912), (9, 0.03030362), (10, 0.030306147)]",5
豆皮 收到 咸点,"[(0, 0.022794534), (1, 0.022794714), (2, 0.77205396), (3, 0.022794764), (4, 0.022795076), (5, 0.022794317), (6, 0.022794483), (7, 0.022794519), (8, 0.022794312), (9, 0.022794789), (10, 0.022794502)]",2
一股 香味,"[(0, 0.030304579), (1, 0.030303543), (2, 0.030303415), (3, 0.030303415), (4, 0.030303475), (5, 0.030307926), (6, 0.030303415), (7, 0.030305792), (8, 0.030303415), (9, 0.6969576), (10, 0.03030349)]",9
分量 感觉,"[(0, 0.030303234), (1, 0.030304385), (2, 0.030303555), (3, 0.6969629), (4, 0.030303698), (5, 0.030304346), (6, 0.030303393), (7, 0.030303737), (8, 0.030303763), (9, 0.030303167), (10, 0.030303879)]",3
喜欢 贡菜 贡菜 第一次 品质 无语 回事,"[(0, 0.011364955), (1, 0.0113654025), (2, 0.011364922), (3, 0.01136604), (4, 0.011364885), (5, 0.88634807), (6, 0.0113652535), (7, 0.011365189), (8, 0.011365401), (9, 0.011364949), (10, 0.011364927)]",5
包没 一包 优等 最起码 一包 下脚料,"[(0, 0.013272171), (1, 0.8672754), (2, 0.01327208), (3, 0.013272118), (4, 0.013272092), (5, 0.013272079), (6, 0.013274897), (7, 0.013272122), (8, 0.013272067), (9, 0.013272095), (10, 0.013272841)]",1
一共 三包 两包 颜色 一包,"[(0, 0.015151991), (1, 0.84847564), (2, 0.015151875), (3, 0.015152636), (4, 0.015151948), (5, 0.015151912), (6, 0.015152775), (7, 0.015152006), (8, 0.015151995), (9, 0.015151913), (10, 0.015155333)]",1
味道不好 口感 好吃,"[(0, 0.575365), (1, 0.022731852), (2, 0.022731084), (3, 0.022729501), (4, 0.022728538), (5, 0.22006613), (6, 0.022730215), (7, 0.022730634), (8, 0.022728741), (9, 0.022728238), (10, 0.022729998)]",0
挺多 总体 不错 泡发 挺脆,"[(0, 0.015186229), (1, 0.015186355), (2, 0.015186653), (3, 0.015186368), (4, 0.8481346), (5, 0.015186067), (6, 0.015187472), (7, 0.015186326), (8, 0.015187173), (9, 0.015186252), (10, 0.015186495)]",4
收到 打开 食欲 下脚料 斑点 图片 差远了 差评 过后,"[(6, 0.75976944), (10, 0.15833053)]",6
卖相 参考 客服 退货 顺风 顺丰,"[(0, 0.012988111), (1, 0.012988444), (2, 0.30831173), (3, 0.01298855), (4, 0.012988139), (5, 0.012988101), (6, 0.012988685), (7, 0.42931256), (8, 0.15846868), (9, 0.012988184), (10, 0.012988854)]",7
要泡 黏手 贡菜 完水,"[(0, 0.042129193), (1, 0.042129293), (2, 0.042128846), (3, 0.04213302), (4, 0.042129386), (5, 0.042133357), (6, 0.0421291), (7, 0.042129174), (8, 0.57869846), (9, 0.042129945), (10, 0.042130236)]",8
说实话 小袋 一包 一顿 得加 配菜 主播 佣金 无语,"[(6, 0.6901506), (7, 0.22786348)]",6
黄色 不好 干净,"[(0, 0.5227421), (1, 0.022728452), (2, 0.27270025), (3, 0.022728719), (4, 0.022728853), (5, 0.02272904), (6, 0.0227284), (7, 0.022728508), (8, 0.022728335), (9, 0.02272854), (10, 0.02272884)]",0
三袋 二袋 打开 看着 客服,"[(0, 0.015156414), (1, 0.015156647), (2, 0.015156535), (3, 0.015156523), (4, 0.015156366), (5, 0.015156249), (6, 0.8484332), (7, 0.01515697), (8, 0.015157555), (9, 0.015156788), (10, 0.015156703)]",6
块钱 小包 价格 便宜 瓶装 便宜 调料,"[(0, 0.011369247), (1, 0.011368573), (2, 0.011368554), (3, 0.011368925), (4, 0.011368731), (5, 0.01136862), (6, 0.011368995), (7, 0.011368587), (8, 0.011368555), (9, 0.88631237), (10, 0.011368855)]",9
贡菜 最差 颜色 发黄 贡菜 菜头 叶子 推荐,"[(0, 0.14094453), (1, 0.6284755), (2, 0.010176004), (3, 0.010177079), (4, 0.010176176), (5, 0.010177465), (6, 0.010176387), (7, 0.010176042), (8, 0.14916837), (9, 0.010176164), (10, 0.010176253)]",1
贡菜 品质 挑出来 剩下 有丝,"[(0, 0.015173983), (1, 0.015174282), (2, 0.01517395), (3, 0.8482585), (4, 0.015173978), (5, 0.015174562), (6, 0.01517404), (7, 0.015173971), (8, 0.015174655), (9, 0.015174035), (10, 0.015174053)]",3
八十 常客 前几次 挺好 无所谓 真的 看不下去 东西 从来不 评论 评论 希望 改善,"[(5, 0.23628478), (7, 0.70474565)]",7
看图 反正 直播间 老远,"[(0, 0.018287364), (1, 0.81712466), (2, 0.018287402), (3, 0.018287476), (4, 0.018287508), (5, 0.018287597), (6, 0.01828739), (7, 0.018287774), (8, 0.018287938), (9, 0.018287463), (10, 0.018287376)]",1
感觉 视频 评价,"[(0, 0.022730634), (1, 0.7727087), (2, 0.02272882), (3, 0.0227301), (4, 0.02272838), (5, 0.02272912), (6, 0.022727901), (7, 0.022730853), (8, 0.02272917), (9, 0.022727663), (10, 0.022728654)]",1
一点 第一次 直播间 上当 踩坑,"[(0, 0.015152157), (1, 0.592841), (2, 0.015152481), (3, 0.015152167), (4, 0.015152825), (5, 0.2707873), (6, 0.01515206), (7, 0.01515246), (8, 0.015152516), (9, 0.015152217), (10, 0.015152758)]",1
贡菜 收到 第二幅 一袋 贡菜,"[(0, 0.015184689), (1, 0.015186212), (2, 0.0151907625), (3, 0.015188922), (4, 0.015189013), (5, 0.015183541), (6, 0.015184334), (7, 0.0151846), (8, 0.84813666), (9, 0.015186727), (10, 0.015184548)]",8
为啥 发黄 咬不动,"[(0, 0.77271724), (1, 0.022730593), (2, 0.0227278), (3, 0.022727827), (4, 0.0227279), (5, 0.022727815), (6, 0.022727827), (7, 0.022727827), (8, 0.0227278), (9, 0.022727838), (10, 0.022729587)]",0
小包 一包 份量 失望 希望 好吃,"[(0, 0.012999338), (1, 0.30930287), (2, 0.3764331), (3, 0.012998838), (4, 0.012999635), (5, 0.012999492), (6, 0.012999311), (7, 0.012998841), (8, 0.012998683), (9, 0.21027061), (10, 0.012999268)]",2
东西 味道 评价,"[(0, 0.022729922), (1, 0.7727067), (2, 0.022728525), (3, 0.022729628), (4, 0.022728078), (5, 0.02273045), (6, 0.02272864), (7, 0.022731714), (8, 0.022729829), (9, 0.022727622), (10, 0.022728903)]",1
贡菜 品质 不怎么样 发黄,"[(0, 0.01818581), (1, 0.281929), (2, 0.018184504), (3, 0.55440575), (4, 0.018184565), (5, 0.018185781), (6, 0.018184694), (7, 0.018184545), (8, 0.01818595), (9, 0.018184682), (10, 0.018184721)]",3
满意 送货员 态度 一点 不好 打电话 说话 不上 反馈 没到 打电话 送货 态度 一点 不好,"[(3, 0.16137725), (5, 0.20341164), (10, 0.58969706)]",10
展示 贡菜 收到 实则 感觉 不是太好,"[(0, 0.17157753), (1, 0.0130047705), (2, 0.0130050015), (3, 0.71137977), (4, 0.013004899), (5, 0.013004931), (6, 0.013004457), (7, 0.013004462), (8, 0.013004873), (9, 0.013004661), (10, 0.013004626)]",3
第一次 评论 有种 味道 外面 好吃 不太好 盖住 味道 好多 辣椒油,"[(5, 0.7887041), (7, 0.14281961)]",5
品质 感觉 牛肉 奢侈,"[(0, 0.018263146), (1, 0.0182644), (2, 0.0182633), (3, 0.40336108), (4, 0.01826336), (5, 0.018264102), (6, 0.43226767), (7, 0.018263144), (8, 0.01826316), (9, 0.018263204), (10, 0.018263483)]",6
一袋 看着 新鲜 样子,"[(0, 0.018184694), (1, 0.01818303), (2, 0.018184034), (3, 0.018182395), (4, 0.43351707), (5, 0.018184781), (6, 0.018182995), (7, 0.018182827), (8, 0.402832), (9, 0.018182954), (10, 0.018183252)]",4
很粗 价格 接受,"[(0, 0.022729909), (1, 0.022728877), (2, 0.022730704), (3, 0.022731941), (4, 0.32466775), (5, 0.3135808), (6, 0.17991243), (7, 0.022728885), (8, 0.022728536), (9, 0.022731502), (10, 0.022728642)]",4
味道 颜色 感觉 好看 分量 特别 一包,"[(0, 0.011364113), (1, 0.8863534), (2, 0.011364274), (3, 0.0113680195), (4, 0.011364085), (5, 0.0113646975), (6, 0.011364388), (7, 0.011364488), (8, 0.011364465), (9, 0.011363875), (10, 0.011364194)]",1
手机 颜色 差太 实物 颜色 出乎意料,"[(0, 0.013305376), (1, 0.3559718), (2, 0.5242799), (3, 0.013305347), (4, 0.013305383), (5, 0.013305355), (6, 0.013305347), (7, 0.0133054275), (8, 0.0133053595), (9, 0.013305408), (10, 0.013305348)]",2
感觉 贡菜 新鲜 一包,"[(0, 0.018185453), (1, 0.28538486), (2, 0.018184911), (3, 0.018186444), (4, 0.018184949), (5, 0.5509477), (6, 0.018184837), (7, 0.018184403), (8, 0.018185418), (9, 0.018184328), (10, 0.018186625)]",5
直播间 收到 好多 硬皮,"[(0, 0.018287629), (1, 0.8171193), (2, 0.018289829), (3, 0.018288018), (4, 0.018288499), (5, 0.018287636), (6, 0.018287534), (7, 0.018288014), (8, 0.018287936), (9, 0.018288063), (10, 0.018287567)]",1
为啥 感觉 莴笋 口感 贡菜 口感,"[(0, 0.012994307), (1, 0.012994441), (2, 0.012994224), (3, 0.012995897), (4, 0.012994092), (5, 0.012995731), (6, 0.012994048), (7, 0.012994514), (8, 0.012995637), (9, 0.012993883), (10, 0.8700532)]",10
小贵 质量 咋样 希望 物有所值,"[(0, 0.35747215), (1, 0.015152347), (2, 0.015153103), (3, 0.015152172), (4, 0.015153203), (5, 0.01515257), (6, 0.50615394), (7, 0.015153175), (8, 0.015152213), (9, 0.015152843), (10, 0.015152272)]",6
喜欢 辣椒 第二次 东西 第一次 蛋糕 好吃 难吃 试一试 想法 超市 平常 那种 干菜,"[(5, 0.8604435), (10, 0.08484935)]",5
播吃 不由 一单 物流 很快,"[(0, 0.015241543), (1, 0.015242071), (2, 0.21627054), (3, 0.015242147), (4, 0.015241603), (5, 0.015241624), (6, 0.015241577), (7, 0.015241634), (8, 0.015241532), (9, 0.64655423), (10, 0.01524154)]",9
真的 没话说 贡菜 贡菜 里边 好吃,"[(0, 0.012989122), (1, 0.01299041), (2, 0.012989482), (3, 0.012989628), (4, 0.012988917), (5, 0.0129908305), (6, 0.012989319), (7, 0.17808056), (8, 0.70501375), (9, 0.012989061), (10, 0.012988965)]",8
味道 直播间 几块钱 返现 红包 假话,"[(0, 0.013027986), (1, 0.01302857), (2, 0.16544951), (3, 0.013028352), (4, 0.013027971), (5, 0.013028721), (6, 0.013028126), (7, 0.71729654), (8, 0.013028515), (9, 0.013027811), (10, 0.013027873)]",7
三包 一包 质量 太行,"[(0, 0.018183196), (1, 0.01818446), (2, 0.018182145), (3, 0.018182307), (4, 0.018182304), (5, 0.018182147), (6, 0.81817305), (7, 0.018182365), (8, 0.0181821), (9, 0.01818226), (10, 0.018183677)]",6
感觉 价格 时间 口感 发面,"[(0, 0.015159381), (1, 0.015159034), (2, 0.015159393), (3, 0.848407), (4, 0.015158786), (5, 0.015159194), (6, 0.015159743), (7, 0.015160333), (8, 0.0151585145), (9, 0.015158781), (10, 0.015159876)]",3
贡菜 收到 好吃 放心 购买 发货 很快,"[(0, 0.011365214), (1, 0.011365862), (2, 0.011366309), (3, 0.011365784), (4, 0.011365597), (5, 0.40755025), (6, 0.011365299), (7, 0.011365476), (8, 0.011365675), (9, 0.49015933), (10, 0.011365211)]",9
收到 发黄 还行 新鲜,"[(0, 0.01818563), (1, 0.8181594), (2, 0.018185945), (3, 0.018183803), (4, 0.018184548), (5, 0.018185534), (6, 0.018182518), (7, 0.018183503), (8, 0.018182466), (9, 0.018182993), (10, 0.018183697)]",1
一袋 一袋 一半 地方 占到 小袋 真得 便宜,"[(0, 0.010154115), (1, 0.010154002), (2, 0.010153778), (3, 0.010153907), (4, 0.010154194), (5, 0.01015382), (6, 0.15430312), (7, 0.010153892), (8, 0.35838634), (9, 0.4060788), (10, 0.010154087)]",9
没买 东西,"[(0, 0.030304434), (1, 0.030307103), (2, 0.6969498), (3, 0.030305585), (4, 0.030303853), (5, 0.030305993), (6, 0.030303823), (7, 0.030304177), (8, 0.030304147), (9, 0.030303834), (10, 0.030307274)]",2
味道 卖相 特别 特别 三包 相对来说 价格,"[(0, 0.011372691), (1, 0.011373058), (2, 0.20396346), (3, 0.011372809), (4, 0.011372446), (5, 0.011373173), (6, 0.69368243), (7, 0.011372553), (8, 0.011372516), (9, 0.011372447), (10, 0.011372389)]",6
收到 失望 淘宝 合适 懒得 购买,"[(0, 0.01298779), (1, 0.012988358), (2, 0.38915822), (3, 0.012987865), (4, 0.012988478), (5, 0.0129882265), (6, 0.33887434), (7, 0.012987835), (8, 0.012987644), (9, 0.012988771), (10, 0.1680625)]",2
口感 一点 味道 东西,"[(0, 0.01818326), (1, 0.018183684), (2, 0.018183656), (3, 0.018183291), (4, 0.01818261), (5, 0.8181669), (6, 0.01818297), (7, 0.018184371), (8, 0.018182442), (9, 0.018182091), (10, 0.018184647)]",5
第一次 夹杂 好多 老梗,"[(0, 0.018489046), (1, 0.8151067), (2, 0.018489989), (3, 0.01848901), (4, 0.018489076), (5, 0.01849083), (6, 0.018489052), (7, 0.018489027), (8, 0.018489053), (9, 0.018489145), (10, 0.018489037)]",1
贡菜 分量 越来越少,"[(0, 0.022804141), (1, 0.022804357), (2, 0.02280408), (3, 0.771955), (4, 0.02280417), (5, 0.022805294), (6, 0.022804081), (7, 0.022804344), (8, 0.022806007), (9, 0.022804227), (10, 0.022804324)]",3
分量 发货 速度 打开 口感 评价,"[(0, 0.012987742), (1, 0.012988315), (2, 0.012987601), (3, 0.012988772), (4, 0.012987362), (5, 0.012987268), (6, 0.01298775), (7, 0.8701221), (8, 0.012987976), (9, 0.012987701), (10, 0.01298741)]",7
实物 主播 收到,"[(0, 0.02272863), (1, 0.022728357), (2, 0.7727184), (3, 0.022728398), (4, 0.022728756), (5, 0.022727909), (6, 0.022728229), (7, 0.022727782), (8, 0.022727545), (9, 0.022728171), (10, 0.022727778)]",2
看吧 客服 几天 显示 说话,"[(0, 0.015335268), (1, 0.015335359), (2, 0.015335124), (3, 0.33695716), (4, 0.01533506), (5, 0.015335059), (6, 0.242522), (7, 0.015335566), (8, 0.015335095), (9, 0.015335177), (10, 0.29783913)]",3
好吃 牙齿 好多 老渣 莴笋,"[(0, 0.015427117), (1, 0.7329938), (2, 0.015427487), (3, 0.015427211), (4, 0.015427111), (5, 0.015427636), (6, 0.015427255), (7, 0.015427057), (8, 0.015427199), (9, 0.0154271275), (10, 0.12816104)]",1
不好 黑色 品质,"[(0, 0.22128038), (1, 0.5741563), (2, 0.022730151), (3, 0.022730209), (4, 0.022729445), (5, 0.022730457), (6, 0.022728663), (7, 0.022728285), (8, 0.022728106), (9, 0.022728683), (10, 0.02272934)]",1
真的 一点 发黄,"[(0, 0.022729771), (1, 0.522133), (2, 0.022727853), (3, 0.02272779), (4, 0.022729304), (5, 0.2733085), (6, 0.022727758), (7, 0.022729084), (8, 0.022729164), (9, 0.022728477), (10, 0.022729306)]",1
质量 对不起 价格 不介意 下单,"[(0, 0.015156759), (1, 0.015156152), (2, 0.015156116), (3, 0.015156389), (4, 0.015156336), (5, 0.015156146), (6, 0.84843725), (7, 0.01515621), (8, 0.015156118), (9, 0.015156363), (10, 0.015156122)]",6
主播 发黄 好多 老茎,"[(0, 0.018288832), (1, 0.8171212), (2, 0.018289108), (3, 0.018287858), (4, 0.018287849), (5, 0.018287832), (6, 0.018288042), (7, 0.018287215), (8, 0.018287262), (9, 0.018287461), (10, 0.01828729)]",1
不太好 多家 贡菜 第一次 买到 带花 贡菜,"[(0, 0.011388933), (1, 0.011389044), (2, 0.011389), (3, 0.011389346), (4, 0.13962318), (5, 0.7578745), (6, 0.011389136), (7, 0.011389276), (8, 0.011389629), (9, 0.011388948), (10, 0.011388982)]",5
发黄 一包 好多 客服 发黄 现象 挑出去 一分钱 一分货 一周 物流 太慢,"[(1, 0.42404047), (3, 0.51292074)]",3
颜色 三包 三种 颜色,"[(0, 0.018287234), (1, 0.8171266), (2, 0.018287202), (3, 0.018287202), (4, 0.018287228), (5, 0.018287202), (6, 0.0182884), (7, 0.01828725), (8, 0.01828721), (9, 0.01828724), (10, 0.018287258)]",1
头烂 下次 打算 这家,"[(0, 0.613164), (1, 0.018239249), (2, 0.01823925), (3, 0.018239267), (4, 0.01824003), (5, 0.22268209), (6, 0.018239219), (7, 0.018239211), (8, 0.018239198), (9, 0.01823919), (10, 0.018239275)]",0
大小 把子 一点,"[(0, 0.022727905), (1, 0.022728471), (2, 0.022727838), (3, 0.022728236), (4, 0.7727154), (5, 0.022730209), (6, 0.022727743), (7, 0.022728702), (8, 0.022727858), (9, 0.022728743), (10, 0.022728892)]",4
