内容,主题概率,主题类型
全分 宝贝 描述 收到 值得 购买,"[(0, 0.07390716), (1, 0.87140876), (2, 0.0546841)]",1
推荐 朋友 喜欢 朋友 下手 质量 不错 实惠,"[(0, 0.042045508), (1, 0.91199553), (2, 0.045958944)]",1
赞吁 包装 用心 快递 质量 不错 太值,"[(0, 0.04592925), (1, 0.05193628), (2, 0.9021345)]",2
特别 没想到 便宜 不错 肯定 喜欢,"[(0, 0.050835274), (1, 0.897121), (2, 0.05204368)]",1
特别 没想到 便宜 不错 肯定 喜欢,"[(0, 0.05083217), (1, 0.89714855), (2, 0.052019235)]",1
总体 快递 小哥 服务态度 挺不错 喜欢 商家 质量,"[(0, 0.041104697), (1, 0.9084325), (2, 0.0504628)]",1
光顾 收藏 贵店 朋友 推荐 质量 还行,"[(0, 0.048260864), (1, 0.3945348), (2, 0.5572043)]",2
满分 下次 质量 不错 实惠,"[(0, 0.06119315), (1, 0.67282796), (2, 0.2659789)]",1
希望 下次 光临 本店 收到 想象,"[(0, 0.05362678), (1, 0.89691806), (2, 0.04945512)]",1
衣服 收到 想像 还好 颜色 无色差 布料 舒服 体贴 合身 客服 推荐 码数 物流 很快 满意 购物 身高体重 尺码 合适 款式 类型 卫衣 休闲 材质 类型 透气 舒服 上身 效果 合身 好看 薄厚 程度 适合 春秋,"[(0, 0.9803089), (1, 0.0100184325)]",0
材质 类型 厚重 质量 很好 厚实 适合 春秋 外套 上身 效果 上身 挺括 有型 尺码 合适 尺码 合适,"[(0, 0.95718753), (1, 0.023601491), (2, 0.019211013)]",0
衣服 大小 合适 舒服 清洗 掉色 起球 显瘦 年龄 搭配 衣服 实体店 便宜 值得 购买,"[(0, 0.6764369), (1, 0.29837355), (2, 0.02518953)]",0
这款 海澜之家 卫衣 好看 季节 颜色 绝配 袖子 亮点 画龙点睛 之笔 宽松 身高 体重 不卡 特别 帅气 果断 入手,"[(0, 0.3183623), (1, 0.5378453), (2, 0.14379239)]",1
穿着 舒适 尺码 合适 春秋 薄厚 刚刚 面料 舒服 柔柔 透气 颜色 衣服 物流 很快 海澜 品牌 值得 信赖 满意 购物,"[(0, 0.96519744), (1, 0.017161628), (2, 0.017640943)]",0
衣服 质量 袖口 拼色 设计 特色 家属 衣服 品牌 尺码 大小 合适 灰色 质感 手感 厚实,"[(0, 0.95289844), (1, 0.021713354), (2, 0.025388233)]",0
好多年 海澜之家 布料 不错 款式 非常适合 中青年 这款 码数 选购 穿着 码数 选小 一码 合适 款型 宽松 适合 瘦子,"[(0, 0.96276575), (1, 0.019295616), (2, 0.017938612)]",0
衣服 质量 颜色 适合 尺码 合适 合适 款式 类型 宽松 合适 材质 类型 上身 效果 薄厚 程度 适中 春秋 冬天 合适 快递 很快 服务 很棒,"[(0, 0.9705968), (1, 0.0149594555), (2, 0.014443801)]",0
面料 舒服 大小 合适 设计,"[(0, 0.8777554), (1, 0.059941873), (2, 0.06230274)]",0
衣服 质量 质量 不错 适合 广东 天气 太厚 太薄 外面 外套 舒服,"[(0, 0.9419665), (1, 0.028350515), (2, 0.029683042)]",0
老公 上身 效果 不错 海澜 之家 男装 品牌 质量 不错 可入 回购,"[(0, 0.9399728), (1, 0.030464461), (2, 0.029562742)]",0
收到 穿着 舒服 合身 下次 购买,"[(0, 0.88160706), (1, 0.066044636), (2, 0.05234832)]",0
衣服 质量 好看,"[(0, 0.7922781), (1, 0.11046149), (2, 0.09726038)]",0
质量 送货 值得 推荐,"[(0, 0.07974129), (1, 0.8424111), (2, 0.07784758)]",1
海澜之家 常客 毋庸置疑 哇塞 质量 杠杠,"[(0, 0.05099568), (1, 0.898828), (2, 0.050176334)]",1
真的 超级 喜欢 质量 卖家 描述,"[(0, 0.055904288), (1, 0.8918371), (2, 0.05225858)]",1
配送 速度 衣服 质量 不错 喜欢,"[(0, 0.06264703), (1, 0.06547118), (2, 0.8718818)]",2
送货 质量 性价比,"[(0, 0.09857643), (1, 0.8012851), (2, 0.10013848)]",1
棒棒 棒棒 棒棒 老公 买点 穿着 合适 衣服 面料 不错 款式 好看,"[(0, 0.5938871), (1, 0.37590176), (2, 0.030211173)]",0
衣服 第一 耐脏 两三天 起球 四回 发现 起球 太勤 衣服 质量,"[(0, 0.03600443), (1, 0.030791618), (2, 0.933204)]",2
高端 大气 上档次 低调 奢华 内涵,"[(0, 0.052964915), (1, 0.89789796), (2, 0.049137127)]",1
质量 喜欢 紧身 建议 拍小 一码,"[(0, 0.35980308), (1, 0.58759946), (2, 0.052597426)]",1
衣服 好看 喜欢 材质 不错,"[(0, 0.8704721), (1, 0.066781305), (2, 0.06274663)]",0
衣服 质量 质量 不错 适合 广东 天气 太厚 太薄 外面 外套 舒服,"[(0, 0.9419778), (1, 0.028350404), (2, 0.029671839)]",0
好多年 海澜之家 布料 不错 款式 非常适合 中青年 这款 码数 选购 穿着 码数 选小 一码 合适 款型 宽松 适合 瘦子,"[(0, 0.9627856), (1, 0.01927587), (2, 0.01793853)]",0
东西 到货 迫不及待 打开 试一下 完美 谢谢,"[(0, 0.044586506), (1, 0.47450158), (2, 0.48091194)]",2
尺码 适合 质量 感觉 舒服 选择 回购,"[(0, 0.7488268), (1, 0.05278335), (2, 0.19838984)]",0
到货 很快 衣服 尺码 标准 上身 效果 拍照 技术,"[(0, 0.85684884), (1, 0.10478691), (2, 0.038364254)]",0
物流 很快 商家 服务态度 衣服 材质 舒服 款式 很漂亮,"[(0, 0.8052513), (1, 0.15490206), (2, 0.039846648)]",0
好看 穿着 舒服 不错,"[(0, 0.8479323), (1, 0.07549573), (2, 0.07657194)]",0
质感 舒服 大小 合适 衣服 原图 符合 好评,"[(0, 0.9175143), (1, 0.04222144), (2, 0.040264264)]",0
衣服 拿到 质感 版型 物超所值,"[(0, 0.5725192), (1, 0.064929314), (2, 0.3625515)]",0
衣服 真的 好看 质量,"[(0, 0.08777187), (1, 0.8344609), (2, 0.07776721)]",1
衣服 收到 满意 真的 超级 卖家 细致 耐心 衣服,"[(0, 0.040140264), (1, 0.9224368), (2, 0.037423003)]",1
物流 很快 衣服 不错 帽子 塌塌 性价比,"[(0, 0.05745669), (1, 0.89146763), (2, 0.05107571)]",1
商家 服务态度 真的 特别 意想不到 十二 填满 发货 速度 很快 包装 不错 衣服 质量 不错 衣服 那种 想要 厚重感 不错 起球 那种 其三 衣服 描述 真的 反正 超好 评价 身高 体重 建议 舒服,"[(0, 0.17659587), (1, 0.8114564), (2, 0.011947745)]",1
好评 包装 发货 配送 神速 牌子 店里 买要 活动 价好,"[(0, 0.1315808), (1, 0.2002749), (2, 0.6681443)]",2
第一次 买大 刚刚 加绒 不薄 非常适合 秋天 十几 摄氏度 天气 面料 手感 挺不错,"[(0, 0.5169623), (1, 0.026167465), (2, 0.45687023)]",0
衣服 收到 质量 里边 柔软 喜欢,"[(0, 0.88063043), (1, 0.06622238), (2, 0.053147137)]",0
超级 好看 尺寸 刚刚 超级 好看 害怕 好看 犹豫 使劲 借着 双十,"[(0, 0.032532394), (1, 0.8482352), (2, 0.11923244)]",1
好看 暖和 毛毛 抽绳 设计 超棒,"[(0, 0.058610767), (1, 0.88453597), (2, 0.05685324)]",1
衣服 收到 加绒卫 质量 做工 满意 价格 美丽 值得 推荐,"[(0, 0.92156786), (1, 0.041847534), (2, 0.036584605)]",0
发货 速度 很快 衣服 好看 尺码 合适 合适,"[(0, 0.91654056), (1, 0.043656956), (2, 0.039802477)]",0
不错 不错 性价比 物美价廉 好看,"[(0, 0.066653855), (1, 0.87009966), (2, 0.0632465)]",1
卫衣 到货 尺码 合适 面料 质量 不错 颜色 很正 质量 价格 很实 入手,"[(0, 0.9394699), (1, 0.028406622), (2, 0.032123514)]",0
好好 好好 太好了 太好了 做工 精致,"[(0, 0.04845319), (1, 0.90105736), (2, 0.05048948)]",1
一点 色差 上身 效果 款式 很好 加厚 绒绒的,"[(0, 0.56357867), (1, 0.14888129), (2, 0.28754005)]",0
衣服 不错 性价比 很高 细节,"[(0, 0.06389544), (1, 0.065181725), (2, 0.87092286)]",2
衣服 收到 快递 很快 衣服 质量 无色差 喜欢,"[(0, 0.38295317), (1, 0.5728148), (2, 0.04423198)]",1
这款 新百伦 购买 一件 满意 服装 设计 简洁 大方 不失 时尚 面料 柔软 舒适 穿着 舒服 帽子 设计 实用 很好 保护 头部 免受 寒冷 天气 影响 性价比 帽衫 表现 不错,"[(0, 0.014419777), (1, 0.8071432), (2, 0.178437)]",1
实体店 一模一样 好用 开心 正品 店铺 放心 购买 客服 态度 购物 过程 顺利 下次 再来 价格 美丽 东西 不错 回购 五分 奈斯 奈斯,"[(0, 0.017763292), (1, 0.966522), (2, 0.0157147)]",1
颜色 浅绿色 一种 清新 自然 感觉 颜色 适合 场合 穿着 卫衣 帽子 口袋 设计 实用性 用户 携带 物品 手部 干燥 温暖 卫衣 设计 增加 整体 个性 采用 柔软 舒适 材质 舒适 材质 透气性 不错,"[(0, 0.3416167), (1, 0.64742553), (2, 0.010957799)]",1
衣服 东北 冬天 冷点 颜色 款式 质量 买来 试试看 尝试 绿色,"[(0, 0.1412198), (1, 0.3417434), (2, 0.5170368)]",2
衣服 好看 手机 蓝色 样子 蓝色 矿泉水 那种 蓝色 搜狐 节目 灰色,"[(0, 0.028075244), (1, 0.02709972), (2, 0.94482505)]",2
尺码 合适 大实 感受 保暖 适合 春秋,"[(0, 0.9032844), (1, 0.05160688), (2, 0.04510871)]",0
质量 手感 不错 起球 穿着 舒服,"[(0, 0.8873076), (1, 0.054710336), (2, 0.057982035)]",0
衣服 几天 特别 舒服 质量 还好 便宜 实惠,"[(0, 0.28603336), (1, 0.66885865), (2, 0.045107976)]",1
舒服 保暖 舒服,"[(0, 0.8178151), (1, 0.08652488), (2, 0.09566)]",0
衣服 想要 款式 颜色 好看 穿着 舒服 做工 精细,"[(0, 0.7531231), (1, 0.20977837), (2, 0.037098505)]",0
宽松 加绒 保暖 颜值 在线 物美价廉 快递 真的,"[(0, 0.37857956), (1, 0.5715735), (2, 0.049847014)]",1
材质 厚实 暖和 价格 质量 属实,"[(0, 0.28612727), (1, 0.052609835), (2, 0.6612629)]",2
商品质量 不错 细节 品质 做工 码数 标准 发货 快递 棒棒,"[(0, 0.03419529), (1, 0.9292356), (2, 0.036569137)]",1
冬天 衣服 大小 合适 孩子 喜欢 下次 光顾 本店,"[(0, 0.91857904), (1, 0.039127637), (2, 0.042293325)]",0
买来 正好 孩子 喜欢 本来 优惠 赶上 保价 几块钱 合适,"[(0, 0.16257575), (1, 0.031804778), (2, 0.8056195)]",2
商品 收到 包装 物流 客服 态度 解答 总体 满意,"[(0, 0.036333382), (1, 0.9263578), (2, 0.037308812)]",1
尺码 合适 合适 材质 类型 材质 款式 类型 款式 喜欢 类型 上身 效果 上身,"[(0, 0.95406955), (1, 0.02323444), (2, 0.022696033)]",0
价格 区间 里边 这件 衣服 对手 棒棒,"[(0, 0.049742285), (1, 0.8882143), (2, 0.062043425)]",1
厚实 颜色 图片 大小 合适,"[(0, 0.86965346), (1, 0.06290762), (2, 0.06743893)]",0
商品 照片 商家,"[(0, 0.0858256), (1, 0.100678176), (2, 0.81349623)]",2
快递 感觉 好慢,"[(0, 0.08802384), (1, 0.09684692), (2, 0.8151293)]",2
衣服 收到 发货 速度 卫衣 质量 车工 整齐 面料 卖家 热情 裤子 收到 发货 速度 价格 实惠 面料 舒适 保暖 效果 款式 大方 不错 购物 体验 机会 购买,"[(0, 0.97086066), (1, 0.015299937), (2, 0.013839378)]",0
卫衣 质量 车工 整齐 面料 卖家 热情 裤子 收到 发货 速度 裤子 质量 车工 整齐 面料 卖家 热情,"[(0, 0.96025604), (1, 0.02064307), (2, 0.019100895)]",0
很好 购买 平台 质量 不错 特别 品牌 值得 信赖 特别 特别 特别 破损 地方 外观 好看 好评 价格 实惠 性价比 算是 平价 回购,"[(0, 0.014950731), (1, 0.594416), (2, 0.39063326)]",1
接近 年关 物流 京东 物流 很快 收到 衣服 好看 穿着 舒服 暖和 质地 柔软 尺码 合身 愉快 购物,"[(0, 0.7115744), (1, 0.020927751), (2, 0.26749787)]",0
这款 卫衣 记不起 第几次 回购 纯棉 尺码 标准 身上 舒适 柔软 款式 简单 大方 薄厚 适中 冬季 羽绒服 春秋季 外套,"[(0, 0.96536356), (1, 0.01776358), (2, 0.016872851)]",0
品牌 外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 服务态度 一流 好评 两件 价格 便宜 不错 不错 加绒 速度 稍微,"[(0, 0.8436205), (1, 0.14132829), (2, 0.015051201)]",0
购物 优惠 价格便宜 还行 便宜 价位 买来 个人感觉 物有所值,"[(0, 0.039786957), (1, 0.34179336), (2, 0.6184197)]",2
身高体重 尺码 合适 合适 实穿 感受 暖和 冬天 零下 温度 没什么 款式 类型 保暖 卫衣 绒款 材质 类型 舒服 材质 薄厚 程度 保暖 程度,"[(0, 0.9703101), (1, 0.013782557), (2, 0.015907332)]",0
收到 第一 时间 包装 质量 卖家 描述 超出 期望值 包装 仔细 严实 满意 购物 感谢 卖家 京东 购物 第二天 好评 满意,"[(0, 0.40021196), (1, 0.5818309), (2, 0.0179571)]",1
身高体重 体重 公斤 尺码 合适 不错 合身 实穿 感受 冬天 加绒 保暖 气温 地方 羽绒服 肯定 款式 类型 保暖 内衣 材质 类型 聚酯纤维 薄厚 程度 适中 卖家 服务 周到 细致 耐心 解答 给予 实用 建议 物流 速度 很快 收到 商品,"[(0, 0.9199165), (1, 0.07086589)]",0
价格 实惠 面料 舒适 保暖 效果 款式 简洁 大方 不错 购物 体验 机会 购买 这款 卫衣 稍微 修身 选大 尺码,"[(0, 0.9598405), (1, 0.019411117), (2, 0.020748451)]",0
老公 洗完 没穿 质量 棒棒 价格 正好 赶上 活动 真的 划算 希望 搞搞 活动 关注,"[(0, 0.03288835), (1, 0.024703879), (2, 0.9424078)]",2
犹豫 价格 买来 一点 后悔 物流 入手 很快 全新 正品 包装 仔细 很快 全新 正品 包装 仔细,"[(0, 0.5255262), (1, 0.022753991), (2, 0.45171976)]",0
衣服 质量 穿着 舒服 下线 实体店 一模一样 性价比 颜色 好看 沉稳 大气 北方 冬天 身穿 一点 不冷,"[(0, 0.9533704), (1, 0.023199128), (2, 0.023430446)]",0
记不清 回购 品牌 质量 保障 冬天 卫衣 质量 第一位 物流 速度 很快 下次 购买 推荐 身边 朋友 购买,"[(0, 0.51943433), (1, 0.4524589), (2, 0.028106801)]",0
确实 不错 产品 上身 感觉 不错 尺寸 大小 商家 介绍 标准 身材 平时 一点 值得 信赖 商家 商家 京东 送货 速度 赞点 赞点赞,"[(0, 0.17741178), (1, 0.80642194), (2, 0.01616625)]",1
宝贝 收到 一如既往 包装 到位 质量 不错 喜欢 品牌 值得 信赖 很好 购买 平台 质量 不错 特别 品牌 值得 信赖 质量 客服 态度 解决 宝贝 收到 一如既往 包装 到位 质量 不错 喜欢 品牌 值得 信赖,"[(0, 0.010274332), (1, 0.9774119), (2, 0.012313732)]",1
卫衣 外套 身高体重 身高 体重 尺码 合适 尺码 齐全 大小 合适 实穿 感受 穿着 舒适 透气 柔软 舒服 宽松 版型 好看 款式 类型 款式 简约 大方 宽松 版型 搭配 材质 类型 材质 柔软 舒适 薄厚 程度 厚度 适中 卖家 服务 贴心 周到 提供 专业 建议 选择 合适 商品 物流 速度 很快 顺利 收到 商品,"[(0, 0.98529536)]",0
一米 七一 六十八 公斤 正合适 品牌 这款 衣服 用料 配比 合适 身上 舒服 尺码 质量 购买 品牌 衣服 卖家 服务 贴心 周到 提供 专业 建议 选择 合适 商品 物流 速度 很快 顺利 收到 商品,"[(0, 0.8520885), (1, 0.13488702), (2, 0.013024482)]",0
特别 特别 货比三家 店主人 回答 耐心 详细 再来 真的 推荐 快递 速度 特别 宝贝 收到 颜色 好看 质感 样子 简单 想要 下次,"[(0, 0.018225066), (1, 0.96562487), (2, 0.016150065)]",1
衣服 大小 合适 版型 好看 上身 效果 暖和 南方 冬天 外套 看着 质量 不错 价格 实惠 三件 比较满意,"[(0, 0.95823365), (1, 0.019648863), (2, 0.022117484)]",0
衣服 质量 薄款 不薄 不厚 适合 南方 天气 打底 款式 新颖 独特 搭配 颜色 好看 着急 哈哈哈哈,"[(0, 0.95411694), (1, 0.021801628), (2, 0.024081364)]",0
一件 裤子 价格 合适 上衣 同色 穿出去 居家 睡衣 布质 感觉 舒服 刚刚 合身 不缩水 很久,"[(0, 0.9551841), (1, 0.021578124), (2, 0.023237744)]",0
两个 肩膀,"[(0, 0.11617904), (1, 0.7433074), (2, 0.14051354)]",1
面料,"[(0, 0.65133), (1, 0.17173275), (2, 0.17693722)]",0
同一个 型号 码数 大小,"[(0, 0.8603447), (1, 0.069862634), (2, 0.06979267)]",0
东西 快递 不行,"[(0, 0.084506325), (1, 0.4006124), (2, 0.51488125)]",2
面料 不好 大意,"[(0, 0.82472265), (1, 0.08729552), (2, 0.08798183)]",0
无印良品 拉链 连帽衫 真的 身后 超级 好看 质量 不错 性价比 超高 的别 犹豫 抓紧时间 入手,"[(0, 0.024381664), (1, 0.94865125), (2, 0.0269671)]",1
柔软 舒服 老公 价格 一大堆 每一件 满意 日本 品牌,"[(0, 0.04485406), (1, 0.037104737), (2, 0.9180412)]",2
面料 颜色 很正 版型 不错 基础 男女 做工 精细 面料 手感 舒适 拉链 品牌 不错,"[(0, 0.6042637), (1, 0.028564319), (2, 0.36717194)]",0
紧密 编织 毛圈 拉链 连帽衫 质量 厚薄 适中 适合 南方 春秋季 喜欢 口袋 设计 隐形 插袋 宽大 随身 物品 实用,"[(0, 0.35706657), (1, 0.6154397), (2, 0.02749367)]",1
无印良品 紧密 编织 毛圈 拉链 男女 同款 看好 标注 尺寸 颜色 图片 衣服 厚度 百分百 棉质 质量 京东 送货上门 省时省力 打折 满减 活动 价格便宜,"[(0, 0.964616), (1, 0.01749439), (2, 0.017889574)]",0
款式 类型 外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 服务态度 一流 好评 尺码 合适 宝贝 收到 颜色 好看 质感 样子 简单 想要 下次,"[(0, 0.89348024), (1, 0.09508119), (2, 0.01143862)]",0
身高体重 漂亮 做工 精细 颜值 担当 喜欢 朋友 下手 尺码 合适 特别 特别 货比三家 店主人 回答 耐心 详细 再来,"[(0, 0.1010184), (1, 0.88132197), (2, 0.017659672)]",1
春款 新款 薄薄的 软软 舒适 随性 慵懒 松弛 休闲 美丽大方 初中 宝妞 喜欢 亲子装,"[(0, 0.9509259), (1, 0.024966218), (2, 0.02410789)]",0
品牌 颜色 流行色 纯棉 舒服 柔软 喜欢 男女 保暖 孩子 喜欢 不错 选择 京东 服务 调换 两次 尺码 谢谢,"[(0, 0.2557328), (1, 0.020102067), (2, 0.72416514)]",2
舒适 柔软 喜欢 尺码 合适 喜欢 回购 搭配 适合 春天 购买 推荐,"[(0, 0.9403501), (1, 0.031557504), (2, 0.028092401)]",0
我家 孩子 喜欢 服饰 青春 活力 值得 推荐 我家 孩子 喜欢 服饰 青春 活力 值得 推荐 我家 孩子 喜欢 服饰 青春 活力 值得 推荐,"[(0, 0.0141712725), (1, 0.014509024), (2, 0.97131974)]",2
好评 摸板 大佬 不想 产品 好评 特地 写下 模板 评论 积分 好评 重要性 妥妥 每条 评论 积分 下次 现金 评论 积分 东西 复制粘贴 凑够 宇数 第次 网上 东西 棒棒 东西 便宜 质量 物美价廉 放心 开心 感觉 上瘾 买买 停不下来 东西 品种 特别 划算 实惠 包装 损坏 支来 服务 超级,"[(1, 0.98636895)]",1
春季 厚薄 正好 面料 舒适 质量 不错,"[(0, 0.9108138), (1, 0.04519822), (2, 0.043987934)]",0
质量 穿着 舒服 适合 春秋,"[(0, 0.8772991), (1, 0.061036725), (2, 0.061664194)]",0
合适 上身 效果,"[(0, 0.8295246), (1, 0.08549167), (2, 0.08498375)]",0
款式 类型 东西 收到 手感 不错 用料 扎实 质量 平常 上身 效果 质量 发货 很快 一家 喜欢 店铺 疯狂 推荐 朋友,"[(0, 0.2268951), (1, 0.75697935), (2, 0.01612557)]",1
姐姐 弟弟 一件 上身 效果 尺码 合适 价格 美丽 东西 不错 回购 五分 奈斯 奈斯 款式 类型 尺寸 刚刚 质量 店家 包装 用心 值得 推荐,"[(0, 0.5893269), (1, 0.39607018), (2, 0.014602888)]",0
不错 不错 不错 不错 刚刚 建议 买大 一点 面料 挺舒服 版型 不错 材质,"[(0, 0.9341267), (1, 0.02980863), (2, 0.036064684)]",0
不错,"[(0, 0.56498045), (1, 0.23355162), (2, 0.20146793)]",0
颜色 真的 好看 质感 不错,"[(0, 0.08035629), (1, 0.8556225), (2, 0.064021215)]",1
款式 类型 外观设计 漂亮 尺寸 大小 合适 包装 仔细 完整 宝贝 手感 不错 感觉 发货 速度 服务态度 一流 好评 尺码 合适 宝贝 收到 颜色 好看 质感 样子 简单 想要 下次,"[(0, 0.8934733), (1, 0.09508804), (2, 0.011438618)]",0
物品 收到 包装 精美 做工 质感 细腻 一点 过敏 不适感 镀层 工艺 性价比 品牌 值得 信赖 值得 购买,"[(0, 0.022805639), (1, 0.9548273), (2, 0.022367)]",1
正品 身上 舒服 支持 国货 李宁 衣服 好几年 性价比 京东 东西 保障 服务 希望 活动 商品 质量 真的 外观 精美 手感 舒适 顺手 卖家 服务态度 购物 无忧,"[(0, 0.014302812), (1, 0.66535276), (2, 0.32034442)]",1
收到 一丝 破损 卖家 做事 责任心 希望 收到 了货 满意 活动 推荐 购买 价格 真的 划算 东西 设计 喜欢 款式 令人 心动 设计,"[(0, 0.015392508), (1, 0.96727985), (2, 0.017327603)]",1
物流 速度 客服 态度 有问必答 衣服 做工 精细 身上 舒服 厚度 适中 适合 秋季 运动 衣服 材质 不易 起球 满意 购物 体会 值得 推荐,"[(0, 0.5882128), (1, 0.3963966), (2, 0.015390585)]",0
真的 喜欢 支持 质量 卖家 描述 一模一样 满意 真的 喜欢 超出 预期 价值 交货 速度 包装 仔细 紧凑 物流 公司 服务态度 交货 速度 满意 购物,"[(0, 0.96973526), (1, 0.016171128), (2, 0.014093572)]",0
孩子 喜欢 大小 合适 第一次 牌子 卖家 服务 贴心 周到 提供 专业 建议 选择 合适 商品 物流 速度 很快 顺利 收到 商品,"[(0, 0.45618546), (1, 0.3611594), (2, 0.18265516)]",0
质量 适合 春秋 早晚 上身 效果 运动装 穿着 舒服 黑色 蓝色 京东 质量 值得 推荐 保障,"[(0, 0.3618445), (1, 0.021975402), (2, 0.61618006)]",2
一如既往 品质 喜欢 一款 产品 商品 符合 描述 活动 便宜 能省 价格 实惠 性价比 算是 平价 回购 正品 商店 方便快捷 品质 放心 光顾 一如既往 品质 喜欢 一款 产品,"[(0, 0.012891769), (1, 0.014555803), (2, 0.9725524)]",2
商品质量 不错 细节 品质 做工 发货 快递 棒棒 商品质量 不错 细节 品质 做工 发货 快递 棒棒,"[(0, 0.020964073), (1, 0.9534736), (2, 0.025562298)]",1
优点 质量 不错 喜欢 朋友 下单 优点 质量 不错 喜欢 朋友 下单,"[(0, 0.030106679), (1, 0.7512348), (2, 0.2186585)]",1
物流 暖和 尺寸 刚刚,"[(0, 0.8479481), (1, 0.075266644), (2, 0.076785326)]",0
东西 收到 东西 不错 尺寸 就行了 天气 正好 洗洗,"[(0, 0.30627424), (1, 0.6582407), (2, 0.035485134)]",1
不错 衣服 大一码 很紧,"[(0, 0.8517705), (1, 0.07380555), (2, 0.07442394)]",0
衣服 质量 合身 正品,"[(0, 0.8413917), (1, 0.07420315), (2, 0.08440513)]",0
喜欢 尺码 合适 广东 春秋 合适,"[(0, 0.89988476), (1, 0.05047537), (2, 0.049639888)]",0
尺码 合适 实穿 感受 质量 超好 舒服,"[(0, 0.7703717), (1, 0.18586932), (2, 0.043758996)]",0
春秋 孩子 喜欢 回来 质量 还好,"[(0, 0.865186), (1, 0.058173046), (2, 0.07664094)]",0
发货 速度 客服 态度 下单 很快 收到 穿过 再来 追评,"[(0, 0.0338544), (1, 0.58002603), (2, 0.38611957)]",1
衣服 物流 很快 客服 服务 小颖 服务,"[(0, 0.04676872), (1, 0.9063206), (2, 0.046910696)]",1
喜欢 果断,"[(0, 0.123936996), (1, 0.12615398), (2, 0.74990904)]",2
质量 身高体重 实穿 感受 尺码 合适 码数 合适,"[(0, 0.92280823), (1, 0.039091725), (2, 0.03810012)]",0
衣服 第二次 购买 衣服 质量 做工 精细 面料 柔软 舒适 棉量 尺码 宽松 版型 卖家 服务态度 发货,"[(0, 0.8229419), (1, 0.15694377), (2, 0.020114345)]",0
喜欢 牌子 交到 搭配 版型 合身 很好 不错 立体 裁剪 尺码 标准 上身 效果 不错,"[(0, 0.5254915), (1, 0.44836685), (2, 0.026141703)]",0
正品 身上 舒服 支持 国货 李宁 衣服 好几年 性价比 京东 东西 保障 服务 希望 活动,"[(0, 0.023737133), (1, 0.21426527), (2, 0.76199764)]",2
衣服 质量 不错 大小 合适 尺码 不错 物流 大大的 支持 国产 支持 李宁,"[(0, 0.9443106), (1, 0.02754447), (2, 0.028144928)]",0
衣服 儿子 回来 试一下 喜欢 回购 加绒 加厚 裤子 胖胖的 小孩 放心 身高体重 薄厚 程度 款式 类型 喜欢 材质 类型 棉实 感受 舒服,"[(0, 0.96924186), (1, 0.015550872), (2, 0.015207282)]",0
衣服 不错 材料 外观 体重 建议 内部 加绒 特别 暖和 春秋 不错 选择 支持 李宁 物流 丰特,"[(0, 0.38571292), (1, 0.5879705), (2, 0.026316607)]",1
这件 卫衣 不错 用料 手感 舒服 季节 合适 工艺 估计 时间 到货 先洗 掉色 起球 喜欢 五星 好评,"[(0, 0.35371754), (1, 0.621716), (2, 0.024566384)]",1
李宁 衣服 没得说 做工 面料 柔软 透气 加绒 保暖 宽松 版型 秋衣 保暖 南方 冬天 适合,"[(0, 0.95616627), (1, 0.021113092), (2, 0.022720607)]",0
速度 穿着 舒服 上身 效果 面料 材质 真的 不错 做工 细致,"[(0, 0.9281514), (1, 0.039821986), (2, 0.03202662)]",0
李宁 这款 卫衣 质量 做工 精细 款式 简单 大方 衣服 宽松 面料 纯棉 非常适合 春秋 衣服 质量 卖家 描述 超出 预期 价格 发货 速度 包装 仔细 紧凑 物流 服务态度 送货,"[(0, 0.9747904), (1, 0.013380187), (2, 0.011829439)]",0
京东 购物 至少 商品质量 产品 总体 不错 包装 严实 商家 服务 点评 快递 发货 很快 感谢 店家 打折 活动 便宜 实在 希望 店家 优惠 通知 老客户 促成 回购 生意兴隆,"[(0, 0.011825206), (1, 0.9752757), (2, 0.012899141)]",1
身高 尺码 合适 穿着 舒服 商品 物超所值 质量 价格 卖家 服务态度 回复 提供 详细 产品 信息,"[(0, 0.35544345), (1, 0.61834455), (2, 0.02621208)]",1
身高体重 尺码 合适 实穿 感受 面料 舒服,"[(0, 0.9144641), (1, 0.042595778), (2, 0.04294009)]",0
衣服 不错 品质 衣服 国产品牌 选择 李宁 超级 喜欢 喜欢 弟弟 大学 不错 赞赞 五星 好评 回购,"[(0, 0.38369703), (1, 0.59126073), (2, 0.025042206)]",1
衣服 不错 材料 外观 体重 建议 内部 加绒 特别 暖和 春秋 不错 选择 支持 李宁 物流 丰特,"[(0, 0.38572475), (1, 0.5879969), (2, 0.026278328)]",1
做工 发货 很快 服务周到 不错 喜欢,"[(0, 0.05392465), (1, 0.89221), (2, 0.053865384)]",1
充实 拿来 枕头 睡觉 软绵绵,"[(0, 0.05764148), (1, 0.7826571), (2, 0.15970142)]",1
尺码 合适 实穿 感受 款式 类型 好看,"[(0, 0.9139777), (1, 0.04364267), (2, 0.04237968)]",0
