内容,主题概率,主题类型
宽松 版型 双十 活动 价格 实惠 柬埔寨 材质 纯棉 京东 物流配送 很快 送货上门 满意 回购,"[(0, 0.76805705), (1, 0.024880104), (2, 0.20706286)]",0
真的 材料 做工 特别 精致 做工 真的 觉着 推荐 朋友,"[(0, 0.032435037), (1, 0.93532544), (2, 0.03223948)]",1
总体 确实 不错 客服 服务态度 很棒 说话 消息 物超所值 真心 推荐 物流 很快 东西 性价比 质量 真的,"[(0, 0.020330893), (1, 0.9592581), (2, 0.020411076)]",1
颜值 高品质 一分钱 一分货 材质 外观 质量 一看 上档次 喜欢,"[(0, 0.034429453), (1, 0.93371785), (2, 0.0318527)]",1
衣服 不错 进货 满意 价格 便宜货 还好 再来 夏天 明年 双十 外套 计划 定好,"[(0, 0.9473631), (1, 0.024990028), (2, 0.02764694)]",0
舒服 好使 衣服 好看 不错 太棒,"[(0, 0.88818306), (1, 0.05252143), (2, 0.05929556)]",0
产品 真的 超级 下次 越做越 购物 体验,"[(0, 0.04444717), (1, 0.8992138), (2, 0.056339055)]",1
正品 保障 合身 双十 活动 性价比 值得 入手 京东 值得 信任 快递 自营 值得 拥有,"[(0, 0.02365947), (1, 0.02390697), (2, 0.9524336)]",2
很好 购物 体验 服务周到 物流 快速 配送 周到 态度 好评,"[(0, 0.032884266), (1, 0.6089417), (2, 0.35817412)]",1
产品 不错 质量 你家 打开 包装 可爱 超级 喜欢 东西 喜欢 包装 结实 东西 保护 值得 好评,"[(0, 0.019688804), (1, 0.95883715), (2, 0.02147403)]",1
衣服 舒服 厚实,"[(0, 0.10876173), (1, 0.088312246), (2, 0.802926)]",2
阿迪达斯 衣服 几年 真的 偏大 四件 衣服 三件 双十 价格 真的 合适 四件 款式 老公 喜欢 换货 期待 收到 换货 满意,"[(0, 0.64807594), (1, 0.15241462), (2, 0.19950949)]",0
正品 信赖 商家 宝贝 质感 价格 适中 无限 回购,"[(0, 0.32944778), (1, 0.29816636), (2, 0.3723859)]",2
衣服 好看 板正 老公 合身,"[(0, 0.87427217), (1, 0.06241041), (2, 0.063317396)]",0
质量 不错 喜欢 款式 不错,"[(0, 0.86083996), (1, 0.07461188), (2, 0.064548135)]",0
很好 购买 平台 质量 不错 特别 品牌 值得 信赖,"[(0, 0.036880087), (1, 0.9140102), (2, 0.04910969)]",1
宽松 版型 双十 活动 价格 实惠 柬埔寨 材质 纯棉 京东 物流配送 很快 送货上门 满意 回购,"[(0, 0.7680136), (1, 0.024879936), (2, 0.20710649)]",0
衣服 不错 进货 满意 价格 便宜货 还好 再来 夏天 明年 双十 外套 计划 定好,"[(0, 0.9473606), (1, 0.024990043), (2, 0.02764937)]",0
价格便宜 快递 京东 商城 专业 贴心,"[(0, 0.061793182), (1, 0.8752356), (2, 0.06297115)]",1
衣服 大小 合身 黑色 特别 好看,"[(0, 0.70256585), (1, 0.23877746), (2, 0.058656678)]",0
真的 超级 喜欢 质量 卖家 描述,"[(0, 0.055900373), (1, 0.8918412), (2, 0.052258495)]",1
正品 保障 合身 双十 活动 性价比 值得 入手 京东 值得 信任 快递 自营 值得 拥有,"[(0, 0.023674957), (1, 0.023919525), (2, 0.9524055)]",2
发货 速度 很快 包裹 完好无损 商品 实物 图片 描述 相符,"[(0, 0.03348675), (1, 0.9328011), (2, 0.033712115)]",1
大小 合适 面料 款式 喜欢,"[(0, 0.8806904), (1, 0.060207102), (2, 0.05910252)]",0
质量 东西 京东 品质 值得 选择,"[(0, 0.050721675), (1, 0.39297226), (2, 0.55630606)]",2
衣服 合适 物超所值 品牌 放心,"[(0, 0.31825933), (1, 0.07675203), (2, 0.60498863)]",2
颜色 衣服 舒坦 款式 特别 喜欢,"[(0, 0.5988621), (1, 0.346345), (2, 0.05479287)]",0
阿迪达斯 衣服 质量 活动 超值,"[(0, 0.4930355), (1, 0.06180204), (2, 0.4451625)]",0
厚实 秋冬 不错 值得 购买,"[(0, 0.06925155), (1, 0.06755527), (2, 0.8631932)]",2
好看 穿着 舒服,"[(0, 0.81247467), (1, 0.09205093), (2, 0.09547441)]",0
用户 填写 评价 内容,"[(0, 0.0668304), (1, 0.8660672), (2, 0.06710247)]",1
真的 包装 精美 宝贝 做工 精细 商家 特别 及时处理 确实 满意 网购 再来,"[(0, 0.025026219), (1, 0.9499517), (2, 0.025022047)]",1
牌子 衣服 质量 修身 穿着 舒服 颜色 色差 大小 合适 东西 自营 发货 到货 质量 保证,"[(0, 0.83758575), (1, 0.13546082), (2, 0.026953412)]",0
百亿 补贴 薄薄的 适合 夏初 质量 价格 划算 尺码 款式 经典 总体 性价比,"[(0, 0.6810064), (1, 0.2885127), (2, 0.030480918)]",0
身高体重 身高 体重 尺码 合适 尺码 大小 正好 合适 尺码 正的 很实 感受 穿着 不错 春秋 款款 类型 卫衣 材质 类型 算是 全棉 挺好 薄厚 程度 适合 春秋 总体 不错,"[(0, 0.909393), (1, 0.07444023), (2, 0.01616679)]",0
尺码 合适 尺码 大小 合适 穿着 舒服 实穿 感受 面料 柔软 舒适 透气 款式 类型 款式 好看 好看 材质 类型 材质 穿着 舒服 薄厚 程度 适合 春秋,"[(0, 0.975234), (1, 0.012452026), (2, 0.01231397)]",0
宝贝 收到 想要 手感 效果 不错 品牌 值得 信赖 质量 客服 很快 解决 态度 好评,"[(0, 0.026107488), (1, 0.9495427), (2, 0.024349764)]",1
正品 质量 价格低 比价 物美价廉 物有所值 朋友 说好 客服 服务 热情 物流 包装 递给 卖家 信誉 发货 速度 很快 价格 更是 别家 实惠,"[(0, 0.44651332), (1, 0.3017036), (2, 0.25178307)]",0
衣服 版型 大小 合适 身上 显瘦 手感 不错 信任 国货 品牌 质量 京东 自营 送货 包装 严密 好评,"[(0, 0.572454), (1, 0.021911414), (2, 0.40563464)]",0
好看 太帅 质量 暖和 喜欢 颜色 好看 不愧 品牌,"[(0, 0.9183993), (1, 0.039614912), (2, 0.041985832)]",0
好看 一款 李宁 衣服 有加 薄薄的 穿着 暧和 掉色 实体店 性价比,"[(0, 0.48272836), (1, 0.035442635), (2, 0.481829)]",0
搓手 万分 期待 东西 终于 到手 内心 炽热 激动 劲儿 涌上来 止不住 东西 不错 好评 宝贝 产品质量 正品 页面 描述 基本一致 卖家 客服 服务态度 从头到尾 快递 发货 速度 超快,"[(0, 0.011844345), (1, 0.976122), (2, 0.012033673)]",1
这件 李宁 卫衣 满意 推荐 寻找 一款 舒适 实用 时尚 卫衣 这件 李宁 卫衣 不二 建议 尝试 喜欢 价格 实惠 值得 推荐 购买,"[(0, 0.4284938), (1, 0.55262965), (2, 0.01887649)]",1
衣服 收到 一段时间 儿子 穿着 不错 有样 衣服 正品 李宁 衣服 质量 不错 物流 很快 便宜 值得 购买,"[(0, 0.9523591), (1, 0.02447106), (2, 0.023169821)]",0
第二次 下单 这款 卫衣 确实 不错 舒服 尺码 标准 实穿 感受 黑色 那款 一点 春秋 冬天 外面 羽绒服 款式 类型 大气,"[(0, 0.96504855), (1, 0.017638776), (2, 0.017312635)]",0
肚子 体重 穿着 很显 身材 臃肿 肚子 外面 舒适 加绒 很绵 好评,"[(0, 0.9423649), (1, 0.030361349), (2, 0.027273754)]",0
外观 干净 漂亮 做工 不错 发现 瑕疵 个人感觉 大小 合适 很久 这款 一段时间 效果 不错 客服 服务 耐心 解答 详细,"[(0, 0.47346923), (1, 0.50804836), (2, 0.018482402)]",1
价格便宜 质量保证 产品质量 效果 不错 做工 精细 特别 满意 购物 东西 不错 建议 购买 几个,"[(0, 0.025282206), (1, 0.93995154), (2, 0.034766264)]",1
物超所值 满意 期间 插曲 店家 细致 周到 服务 感动 生意兴隆 整体 不错 店家 服务态度 质量 异味 京东 自营 商品 送货 速度 很快,"[(0, 0.01669697), (1, 0.65205896), (2, 0.33124405)]",1
配送 很快 第一天 下单 第二天 商品 预想 色差 面料 特别 舒服 一层 薄绒 皮肤 接触 地方 很软 暖和 打底 好看,"[(0, 0.6549233), (1, 0.018678488), (2, 0.3263982)]",0
经典 黑色 李宁 印花 好看 版型 面料 亲肤 面料 莫得处 质量 那种 物流 速度 很快 质量 不错 下次,"[(0, 0.9549651), (1, 0.021561366), (2, 0.023473514)]",0
棉质 材料 制作 精良 品牌 值得 信赖 强烈推荐 朋友 购买 体验 质量 真的 一次性 购买 两件 收到 拆开 质量 东西 官网 区别,"[(0, 0.016415438), (1, 0.96339124), (2, 0.020193333)]",1
李宁 卫衣 黑色 小标 加绒 上身 大小 合适 适合 天气 款式 类型 款式 经典 时尚 潮流 衣服 鞋子 材质 类型 材质 还行 薄厚 程度 厚薄 合适,"[(0, 0.9727379), (1, 0.013680775), (2, 0.013581357)]",0
尺码 合适 尺码 标准 实穿 感受 穿上去 舒服 款式 类型 比较简单 大方 冬天 外面 羽绒服 正好 薄厚 程度 正好 舒服 整体 价格,"[(0, 0.96973234), (1, 0.0151816495), (2, 0.015086042)]",0
李宁 加绒卫 面料 穿着 舒适 保暖 效果 不错 尺码 照顾 大码 用户 需求 品质 保证 做工 满意 店家 发货 推荐 购买 希望 提供 款式 选择,"[(0, 0.5093627), (1, 0.47495735), (2, 0.015679963)]",0
身高体重 尺码 合适 实穿 感受 真的 他家 东西 确实 正品 回来 没给 保价 双十 活动 参加 还行,"[(0, 0.89703494), (1, 0.08029905), (2, 0.022666013)]",0
李宁 卫衣 质量 价格 实惠 上次 一件 穿着 一件 希望 领子 变形 穿着 穿着 松松垮垮,"[(0, 0.72812474), (1, 0.2448247), (2, 0.027050557)]",0
物流 尺码 稍微 一点 接受 价格 还行 接受 优惠,"[(0, 0.0518863), (1, 0.39194563), (2, 0.5561681)]",2
双十 价格比 实体店 便宜 发货 速度 产品质量 面料 不错 大小 合适 总体 性价比 不错,"[(0, 0.589372), (1, 0.38086405), (2, 0.029763972)]",0
卫衣 做工 质量 不错 脖子 平时 喜欢 圆领 感觉 脖子,"[(0, 0.37902966), (1, 0.5867333), (2, 0.034237035)]",1
身高体重 公斤 穿着 正好 尺码 合适 尺码 合适 不错 实穿 感受 穿着 舒服 正品 正品 三四十 穿着 好多 款式 类型 李宁 经典 不错 材质 类型 不错 薄厚 程度 秋款 一点 有滑 外面 羽绒服 正好,"[(0, 0.9794113), (1, 0.010015659), (2, 0.010573038)]",0
孩子 到货 试穿 效果 孩子 喜欢 简单 清洗 迫不及待 带有 薄绒 适合 秋冬 穿着 打底 好看 真的 满意,"[(0, 0.32147574), (1, 0.020624047), (2, 0.65790015)]",2
身高体重 身高 体重 尺码 合适 尺码 合适 穿着 舒服 实穿 感受 李宁 卫衣 穿着 好看 帅气 款式 类型 套头 无帽 卫衣 材质 类型 聚脂 纤维 氨纶 几种 材质 薄厚 程度 春秋装,"[(0, 0.9780107), (1, 0.010871955), (2, 0.011117305)]",0
身高体重 尺码 合适 实穿 感受 暖和 舒服 款式 类型 材质 类型 薄厚 程度 秋冬,"[(0, 0.9543036), (1, 0.022792118), (2, 0.022904225)]",0
李宁牌 卫衣 收到 真心 喜欢 里边 一层 柔软 好看 颜色 尺寸 合适 外面 时尚 儿子 上后 舒服 美美,"[(0, 0.58118165), (1, 0.39980876), (2, 0.019009626)]",0
配送 很快 第一天 下单 第二天 商品 预想 色差 面料 特别 舒服 一层 薄绒 皮肤 接触 地方 很软 暖和 打底 好看,"[(0, 0.6549895), (1, 0.018686527), (2, 0.32632396)]",0
衣服 合身 质感 摸上去 柔软 白茫茫 颜色 不错 时尚,"[(0, 0.9244786), (1, 0.037244268), (2, 0.03827712)]",0
李宁 秋冬 卫衣 收到 质量 做工 精细 颜色 很正 面料 柔软 舒适 亲肤 宽松 李宁 商标 点睛 支持 国货 价格 美丽,"[(0, 0.9635589), (1, 0.018472381), (2, 0.01796868)]",0
真的 身高 体重 建议 包住 屁股 手袖 长长的 舒服,"[(0, 0.19807595), (1, 0.04057593), (2, 0.7613481)]",2
新疆棉 事件 再也 阿迪达斯 耐克 一干 洋品牌 转而 支持 国货 李宁 国产 精品 身高 体重 公斤 正好,"[(0, 0.25531587), (1, 0.019389717), (2, 0.7252944)]",2
商品质量 质量 材质 厚实 结实 异味 满意 商家 服务态度 不错 购物 确实 挺好的 购物,"[(0, 0.029979529), (1, 0.5164573), (2, 0.45356315)]",1
公司 羽毛球 比赛 团购 尺码 性价比 绒卫衣 保暖 同事 满意 颜色 略偏 灰色 一点 尺码 略偏 一点 正品 穿着 舒服 实用,"[(0, 0.83150226), (1, 0.018758152), (2, 0.14973958)]",0
公司 羽毛球 活动 部门 购置 性价比 保暖 满意 尺码 颜色 图片 好看 灰色 偏蓝 尺码,"[(0, 0.95184654), (1, 0.023805564), (2, 0.02434791)]",0
这件 衣服 质量 穿着 舒适 适合 运动 面料 柔软 透气性 吸汗 快干 设计 时尚 大方 颜色 鲜艳 尺码 标准 穿着 合身 这件 衣服 性价比 值得 购买,"[(0, 0.84249026), (1, 0.1429125), (2, 0.014597195)]",0
衣服 材质 做工 精致 上身 效果 价格 实惠 实体店 便宜 值得 购买,"[(0, 0.32553127), (1, 0.64266235), (2, 0.031806353)]",1
好看 好看 好看 穿着 舒服 质量 版型 想要,"[(0, 0.9130117), (1, 0.046001125), (2, 0.040987212)]",0
价格 合适 衣服 质量 面料 柔软 里加 儿子 合身 好看 暖和 满意 购物 需要的话 这家,"[(0, 0.95265144), (1, 0.023116289), (2, 0.02423227)]",0
尺码 合适 三叉 实穿 感受 款式 类型,"[(0, 0.91465616), (1, 0.042915504), (2, 0.042428367)]",0
衣服 上身 效果 做工 精细 颜色 面料 柔软 舒适,"[(0, 0.9204264), (1, 0.043526445), (2, 0.03604709)]",0
身高体重 尺码 合适 合适 实穿 感受 舒适 暖和 款式 类型 宽松 材质 类型 纯棉,"[(0, 0.9544623), (1, 0.022867111), (2, 0.02267058)]",0
款式 经典 面料 舒适 起球 弹性 手感 上身 效果 品牌 值得 信赖,"[(0, 0.94010216), (1, 0.028600287), (2, 0.031297505)]",0
这件 衣服 厚实 打底 衣服 整体 柔软 喜欢 买来 水是 整体 不错 买来 试试,"[(0, 0.5839459), (1, 0.024695508), (2, 0.3913586)]",0
去年 一不小心 冬季 季节 没想到 降价 便宜 果断 下手 一小 段时间 棉质 软软 那种 摸上去 舒服 舒服 那种,"[(0, 0.62367445), (1, 0.021013835), (2, 0.35531172)]",0
想买 这款 帽衫 开衫 赶上 活动 划算 客服 推荐 号码 合适 点儿 休闲 搭配 颜色 原色 偏黄 一点儿 感觉 浅灰 好看 蓝色 黑色 棉籽 黑点儿 接收 整体 满意,"[(0, 0.26076257), (1, 0.013510681), (2, 0.7257267)]",2
尺码 合适 适合 材质 类型 材质 类型 棉量 款式 类型 合适 上身 效果 薄厚 程度 适合 春秋,"[(0, 0.9620222), (1, 0.01912016), (2, 0.018857595)]",0
十几年 京东 老粉 日常 消费 京东 搞定 省心 下单 明天 到达 关键 东西 不用 质量 品质 信得过 京东 离不开 伙伴 厚实 活动 优惠,"[(0, 0.014964225), (1, 0.23792611), (2, 0.74710965)]",2
多快好省 京东 不负 一份 热爱 质量 实体店 颜色 喜欢 收到 手感 不错 用料 扎实 质量,"[(0, 0.023035519), (1, 0.95329404), (2, 0.023670433)]",1
老妈 老妈 喜欢 做工 精致 无线 针脚 严密 拉链 流畅 衣服 质地 柔软 有型 棉线 发货 送货 快捷 购买 衣服,"[(0, 0.018681785), (1, 0.7954978), (2, 0.18582046)]",1
尺码 合适 合身 休闲 身高体重 尺码 合适 刚刚 合适 款式 类型 休闲 外套 材质 类型 薄厚 程度 不厚 不薄 适合 秋天,"[(0, 0.9685303), (1, 0.015684685), (2, 0.015784977)]",0
打折 划算 去年 这件 外套 断货 小贵 下手 终于 颜色 合适 价格 真的 超级 满意 喜欢 喜欢 支持 品牌,"[(0, 0.02123522), (1, 0.024749408), (2, 0.9540154)]",2
无印良品 衣服 面料 舒适 舒适度 产品 这款 卫衣 全棉 质地 依旧 舒适 活动 价格 实惠 性价比,"[(0, 0.64745694), (1, 0.023343816), (2, 0.32919928)]",0
最小 合适 长衣 肥瘦 合身 正好 阿姨 想要 肥大 可惜 颜色 没了,"[(0, 0.9439063), (1, 0.02718918), (2, 0.028904514)]",0
满意 赶上 促销 活动 优惠 力度 很大 做工 精细 面料 紧实 主体 成份 含棉 连帽衫 样式 简单 难看 身高 体重 穿厚 毛衣,"[(0, 0.016665889), (1, 0.018020263), (2, 0.9653138)]",2
商品质量 产品 总体 不错 包装 严实 商家 服务 点评 快递 发货 很快 真的 材料 做工 特别 精致 做工 真的 觉着 推荐 朋友 质量 发货 很快 一家 喜欢 店铺 疯狂 推荐 朋友 后续 追评,"[(0, 0.010605765), (1, 0.9778388), (2, 0.011555454)]",1
卫衣 尺码 合适 长度 盖住 屁股 休闲 面料 舒服 蓝色 好看 显白 随便 裤子 喜欢,"[(0, 0.45299038), (1, 0.43146166), (2, 0.115548)]",0
无印良品 这件 拉链 卫衣 真的 不错 面料 做工 精致 收到 试穿 合身 公斤 回购 一件,"[(0, 0.73937434), (1, 0.23539996), (2, 0.025225712)]",0
凑单 一件 衣服 到手 惊喜 穿着 舒服 烟熏 颜色 意外 好看 舒服 裤子 深色 浅色 穿着 刚刚,"[(0, 0.6916797), (1, 0.2875057), (2, 0.020814592)]",0
无印良品 好多 这件 拉链 卫衣 真的 不错 回购 第二件 舒适 随意 真心 喜欢 活动 力量 蛮大 一下子,"[(0, 0.73854107), (1, 0.23788102), (2, 0.023577932)]",0
无印良品 东西 一如既往 地好 真的 满意 衣服 做工 颜值 功能 便捷 设计 满意 京东 物流 一如既往 好评,"[(0, 0.02467356), (1, 0.7108182), (2, 0.26450825)]",1
发货 很快 面料 舒服 价格 美丽 喜欢 宽松 特意 尺码 店里 灰色 真的 超级 喜欢 居家 外出 两相宜,"[(0, 0.2778017), (1, 0.7014658), (2, 0.020732453)]",1
无意间 刷到 活动 一单 没想到 手感 太好了 上身 合适 女儿 喜欢 蹲守 颜色 活动 一件 建议 大码 好看,"[(0, 0.21473493), (1, 0.12310155), (2, 0.6621635)]",2
喜欢 合适 衣服 品牌 值得 信赖 满意 购物 体验,"[(0, 0.1487111), (1, 0.03998718), (2, 0.81130177)]",2
商店 方便快捷 品质 放心 光顾 宝贝 心仪 活动 真的 划算 喜欢 犹豫,"[(0, 0.027740158), (1, 0.17095508), (2, 0.8013048)]",2
合适 最小 尺码 不小 想要 合适 大小 线圈 开衫 短袖 正合适 活动 一百 出头 真的 太值 深秋 必备 物超所值,"[(0, 0.8375569), (1, 0.01886338), (2, 0.14357966)]",0
儿子 寄到 工作 地方 百亿 补贴 合适 正价 一半 平时 活动 儿子 收到 舒服 便宜,"[(0, 0.9457223), (1, 0.025197411), (2, 0.029080303)]",0
版型 双十 价格 实惠 一件 灰色 购入 一件 黑色 替换 黑色 休闲 十足 上身 效果 推荐 购买 喜欢 那种 感觉 大一码,"[(0, 0.2416031), (1, 0.017522797), (2, 0.7408741)]",2
一段时间 天气 凉快 穿着 颜色 提亮 面料 版型 舒适 活动 剩余 个位数 抢到 开心,"[(0, 0.89383125), (1, 0.07986156), (2, 0.026307162)]",0
好几件 衣服 品牌 衣服 穿着 舒服 这款 卫衣 特别 舒服 宽松 绒衣 喜欢,"[(0, 0.3704152), (1, 0.028385311), (2, 0.6011995)]",2
愉快 购物 体验 信赖 京东 购物 品质 值得 信赖 商品质量 保证 京东 很久 最终 选择 一款 商品 购买 满意 详情 描述 区别 物流 发货 速度 配送 速度 满意,"[(0, 0.013181054), (1, 0.014103758), (2, 0.9727152)]",2
身高体重 尺码 合适 合适 宽松 款式 类型 宽松 上身 效果 薄厚 程度 适合 秋天 购买 信赖 品牌 舒服 款式 简洁 大方 颜色 搭配 双十 购买 价格 很好 购物 体验,"[(0, 0.9714937), (1, 0.015028953), (2, 0.013477351)]",0
收到 第一 时间 包装 质量 卖家 描述 超出 期望值 包装 仔细 严实 满意 购物 感谢 卖家 正品 质量 价格低 比价 物美价廉 物有所值 朋友 说好 客服 服务 热情 物流,"[(0, 0.5427074), (1, 0.4440801), (2, 0.013212497)]",0
无印 衣服 款式 上身 效果 灰色 性价比 黑色 总体 满意 相比 感觉 衣服 制做 质量 下降 线头 帽子 拉绳 脱线 希望 无印 质量 控制 心目 高品质,"[(0, 0.15062693), (1, 0.8353539), (2, 0.014019172)]",1
这款 卫衣 同款 三件 面料 柔软 舒适 版型 不错 中规中矩 清洗 掉色 活动 购买 性价比 超高,"[(0, 0.9450554), (1, 0.027054546), (2, 0.027890095)]",0
