查找条件,发文用户,发文id,发文链接,发文时间,转发,点赞,评论,媒体资源图片,媒体资源视频,含有hashtags,全文,clearn_comment,scores,compound,Negtive,Postive,Neutral,comp_score,entropy_values,主题概率,主题类型
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:12:30 +0000 2022,227,7707,793,,https://twitter.com/Tesla/status/1602788578077163520/video/1,,Schedule your own Light Show on multiple vehicles simultaneously to create your own orchestra of light ,schedule light multiple vehicle simultaneously create orchestra light,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2732}",0.2732,0.0,0.231,0.769,pos,2.75,"[(0, 0.018571097), (1, 0.9071414), (2, 0.01854886), (3, 0.018544557), (4, 0.018534299), (5, 0.018659787)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:11:54 +0000 2022,206,10421,1030,,https://twitter.com/Tesla/status/1602788428390727683/video/1,,View the cabin camera from the Tesla app while using Dog Mode or Sentry Mode to keep an eye on your puppy 🐶 ,view cabin camera tesla app dog mode sentry mode eye puppy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.277613436819116,"[(0, 0.013977929), (1, 0.013908709), (2, 0.93029916), (3, 0.013975086), (4, 0.013928735), (5, 0.013910427)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602788414813790210,https://twitter.com/13298072/status/1602788414813790210,Tue Dec 13 22:11:51 +0000 2022,395,42192,3117,,,,Holiday Update rolling out now 🎅,holiday update rolling,"{'neg': 0.0, 'neu': 0.426, 'pos': 0.574, 'compound': 0.4019}",0.4019,0.0,0.574,0.426,pos,1.584962500721156,"[(0, 0.041785948), (1, 0.041671913), (2, 0.04217747), (3, 0.79092497), (4, 0.041671917), (5, 0.041767776)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1602318014266982402,https://twitter.com/13298072/status/1602318014266982402,Mon Dec 12 15:02:38 +0000 2022,146,27379,2392,,https://twitter.com/Tesla/status/1602318014266982402/video/1,,"Semi's cabin is significantly bigger than that of traditional heavy trucks, with lots of storage and easy access ",semi cabin bigger traditional heavy truck lot storage easy access,"{'neg': 0.0, 'neu': 0.756, 'pos': 0.244, 'compound': 0.4404}",0.4404,0.0,0.244,0.756,pos,3.321928094887362,"[(0, 0.9238622), (1, 0.0151905), (2, 0.015304758), (3, 0.015190244), (4, 0.015226295), (5, 0.015225992)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1601286533688229889,https://twitter.com/13298072/status/1601286533688229889,Fri Dec 09 18:43:56 +0000 2022,3,4424,322,,,,This system has 50MW of power &amp; 100MWh of capacity,system mw power amp mwh capacity,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.8799671), (1, 0.023815783), (2, 0.024011932), (3, 0.024087604), (4, 0.024236664), (5, 0.02388088)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1601286533688229889,https://twitter.com/13298072/status/1601286533688229889,Fri Dec 09 18:43:54 +0000 2022,222,30347,3026,https://pbs.twimg.com/media/FjjpnAJXkAQgg15.jpg | https://pbs.twimg.com/media/FjjpnALX0AU4x4A.jpg,,,"40 Megapack units balance the grid in Lessines, Belgium—making it the biggest operational energy storage system in continental Europe ",megapack unit balance grid lessines belgium biggest operational energy storage system continental europe,"{'neg': 0.0, 'neu': 0.851, 'pos': 0.149, 'compound': 0.2732}",0.2732,0.0,0.149,0.851,pos,3.7004397181410926,"[(0, 0.011984998), (1, 0.011955853), (2, 0.9400468), (3, 0.011973003), (4, 0.011956178), (5, 0.012083169)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1600619442328678400,https://twitter.com/13298072/status/1600619442328678400,Wed Dec 07 22:33:07 +0000 2022,292,50081,4095,https://pbs.twimg.com/media/FjaK5DvVQAA2ap_.jpg | https://pbs.twimg.com/media/FjaK5DuVEAA58r3.jpg | https://pbs.twimg.com/media/FjaK5DuUoAAXCvi.jpg,,,Delivered our first Tesla Semis last week ✌️ ,delivered tesla semi week,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.83199114), (1, 0.03360303), (2, 0.03363037), (3, 0.033635415), (4, 0.03341184), (5, 0.03372821)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598491784510058497,https://twitter.com/13298072/status/1598491784510058497,Fri Dec 02 01:38:34 +0000 2022,362,22402,2556,,https://twitter.com/Tesla/status/1598491784510058497/video/1,,"The best driver experience: max road visibility, space to stand up, 2x 15-inch touch screens, wireless phone charging &amp; more ",driver experience max road visibility space stand inch touch screen wireless phone charging amp,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.8073549220576055,"[(0, 0.9441994), (1, 0.011164361), (2, 0.0111462865), (3, 0.011177764), (4, 0.011159148), (5, 0.011153026)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598490881975541762,https://twitter.com/13298072/status/1598490881975541762,Fri Dec 02 01:34:59 +0000 2022,13,5139,319,,,,Consumes &lt;2 kWh of energy per mile,consumes lt kwh energy mile,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.2732}",0.2732,0.0,0.344,0.656,pos,2.321928094887362,"[(0, 0.027835382), (1, 0.027841654), (2, 0.02806128), (3, 0.86046296), (4, 0.027927658), (5, 0.027871074)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598490881975541762,https://twitter.com/13298072/status/1598490881975541762,Fri Dec 02 01:34:59 +0000 2022,58,11408,1070,,https://twitter.com/Tesla/status/1598490881975541762/video/1,,"Semi is built like a bullet, not a barn wall—optimized for efficiency ",semi built bullet barn wall optimized efficiency,"{'neg': 0.0, 'neu': 0.476, 'pos': 0.524, 'compound': 0.6705}",0.6705,0.0,0.524,0.476,pos,2.807354922057604,"[(0, 0.020949451), (1, 0.020915993), (2, 0.020886863), (3, 0.021099206), (4, 0.021031644), (5, 0.89511687)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598490490613432321,https://twitter.com/13298072/status/1598490490613432321,Fri Dec 02 01:33:26 +0000 2022,1020,95722,9459,,https://twitter.com/Tesla/status/1598490490613432321/video/1,,"Tesla Semi driving 500 miles, fully loaded, on a single charge ",tesla semi driving mile loaded single charge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.020967254), (1, 0.020922268), (2, 0.021003101), (3, 0.8952797), (4, 0.020892994), (5, 0.020934653)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598490134357610496,https://twitter.com/13298072/status/1598490134357610496,Fri Dec 02 01:32:01 +0000 2022,124,8878,892,https://pbs.twimg.com/media/Fi7x5DQUcAEbUvg.jpg,,,"Completed at highway speed, without charging on the way &amp; over 4,000 ft of elevation ",completed highway speed charging amp ft elevation,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.021008087), (1, 0.02086962), (2, 0.02094379), (3, 0.8951691), (4, 0.021011295), (5, 0.020998098)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598489087752933377,https://twitter.com/13298072/status/1598489087752933377,Fri Dec 02 01:27:51 +0000 2022,91,8800,908,,https://twitter.com/Tesla/status/1598489087752933377/video/1,,"Semi has a tri-motor system &amp; carbon-sleeved rotors just like Plaid. 1 unit for efficiency, 2 acceleration units for torque ",semi trimotor system amp carbonsleeved rotor plaid unit efficiency acceleration unit torque,"{'neg': 0.0, 'neu': 0.815, 'pos': 0.185, 'compound': 0.3612}",0.3612,0.0,0.185,0.815,pos,3.4182958340544896,"[(0, 0.93567586), (1, 0.012874621), (2, 0.012854298), (3, 0.012846724), (4, 0.012859295), (5, 0.012889219)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598488954550259713,https://twitter.com/13298072/status/1598488954550259713,Fri Dec 02 01:27:19 +0000 2022,109,14697,1457,,https://twitter.com/Tesla/status/1598488954550259713/video/1,,Tesla engineers tested Semi in a variety of harsh conditions to maximize reliability &amp; durability ,tesla engineer tested semi variety harsh condition maximize reliability amp durability,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4404}",-0.4404,0.225,0.0,0.775,neg,3.459431618637298,"[(0, 0.9303028), (1, 0.01394435), (2, 0.013946706), (3, 0.013957321), (4, 0.013929306), (5, 0.013919512)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598487290124255232,https://twitter.com/13298072/status/1598487290124255232,Fri Dec 02 01:20:43 +0000 2022,319,34685,3187,https://pbs.twimg.com/media/Fi7xacGVUAEwz5r.jpg,,,"3x the power of any diesel truck on the road, with the efficiency to go 500 miles ",power diesel truck road efficiency mile,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.3612,0.0,0.333,0.667,pos,2.584962500721156,"[(0, 0.024194939), (1, 0.023856452), (2, 0.023867033), (3, 0.024233034), (4, 0.87991905), (5, 0.023929529)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598478682527436800,https://twitter.com/13298072/status/1598478682527436800,Fri Dec 02 00:46:30 +0000 2022,617,19792,10382,,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.08333498), (1, 0.08333534), (2, 0.08333489), (3, 0.0833351), (4, 0.08352987), (5, 0.5831298)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1598396816000942080,https://twitter.com/13298072/status/1598396816000942080,Thu Dec 01 19:21:12 +0000 2022,185,11728,1377,,,,Semi Delivery Event streaming live on Twitter at 5pm PT tonight,semi delivery event streaming live twitter pm pt tonight,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.169925001442312,"[(0, 0.016730249), (1, 0.016885374), (2, 0.9161581), (3, 0.01673351), (4, 0.016772412), (5, 0.016720394)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1595839811218247684,https://twitter.com/13298072/status/1595839811218247684,Thu Nov 24 18:00:34 +0000 2022,228,55013,4027,,,,"Happy Thanksgiving! 

Thanks to the Tesla team, owners and fans for helping us accelerate the world’s transition to sustainable energy 🌎❤️",happy thanksgiving tesla team owner fan helping accelerate transition sustainable energy,"{'neg': 0.0, 'neu': 0.405, 'pos': 0.595, 'compound': 0.8519}",0.8519,0.0,0.595,0.405,pos,3.459431618637298,"[(0, 0.013942555), (1, 0.013941793), (2, 0.50775146), (3, 0.43651843), (4, 0.013917377), (5, 0.013928405)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1594149676818657280,https://twitter.com/13298072/status/1594149676818657280,Sun Nov 20 02:04:35 +0000 2022,426,53950,5542,,https://twitter.com/Tesla/status/1594149676818657280/video/1,,Inside Tesla exhibit at Petersen Automotive Museum opens tomorrow ,inside tesla exhibit petersen automotive museum tomorrow,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.807354922057604,"[(0, 0.8953341), (1, 0.020888506), (2, 0.020970885), (3, 0.020861898), (4, 0.021079304), (5, 0.020865323)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1592962221050855424,https://twitter.com/13298072/status/1592962221050855424,Wed Nov 16 19:26:03 +0000 2022,396,42074,3893,,https://twitter.com/Tesla/status/1592962221050855424/video/1,,Model S received the highest overall score from Euro NCAP among any vehicle tested under the current protocol → ,model received score euro ncap vehicle tested current protocol,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.169925001442312,"[(0, 0.016942712), (1, 0.016912147), (2, 0.016787209), (3, 0.9157023), (4, 0.016790684), (5, 0.016865002)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1592725355328311300,https://twitter.com/13298072/status/1592725355328311300,Wed Nov 16 03:44:50 +0000 2022,1416,109468,9271,https://pbs.twimg.com/media/Fhp_RQCUYAAaQzy.jpg,,,,nan,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,0.0,"[(0, 0.083334975), (1, 0.08333533), (2, 0.083334886), (3, 0.083335094), (4, 0.08353027), (5, 0.5831294)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1592302762335014912,https://twitter.com/13298072/status/1592302762335014912,Mon Nov 14 23:45:36 +0000 2022,74,7017,780,,,,Our vehicles are designed for hardcore energy efficiency → ,vehicle designed hardcore energy efficiency,"{'neg': 0.0, 'neu': 0.395, 'pos': 0.605, 'compound': 0.5574}",0.5574,0.0,0.605,0.395,pos,2.321928094887362,"[(0, 0.028005641), (1, 0.027920488), (2, 0.028149132), (3, 0.027835924), (4, 0.86004394), (5, 0.028044892)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1591204080286064641,https://twitter.com/13298072/status/1591204080286064641,Fri Nov 11 22:59:50 +0000 2022,274,33016,3063,https://pbs.twimg.com/media/FhUXq7BWYAApPN0.jpg,,,Join our growing team installing Solar + Powerwall across the US → ,join growing team installing solar powerwall,"{'neg': 0.0, 'neu': 0.506, 'pos': 0.494, 'compound': 0.4404}",0.4404,0.0,0.494,0.506,pos,2.584962500721156,"[(0, 0.024489576), (1, 0.02440653), (2, 0.02416271), (3, 0.17807701), (4, 0.724742), (5, 0.024122173)]",4
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1589655011155673088,https://twitter.com/13298072/status/1589655011155673088,Mon Nov 07 16:24:25 +0000 2022,70,6456,694,,,,Megafactory is capable of producing 10k Megapack units per year—that’s equal to 50 fossil fuel peaker plants,megafactory capable producing megapack unit equal fossil fuel peaker plant,"{'neg': 0.0, 'neu': 0.776, 'pos': 0.224, 'compound': 0.3818}",0.3818,0.0,0.224,0.776,pos,3.321928094887362,"[(0, 0.015185752), (1, 0.015209641), (2, 0.015160349), (3, 0.015153258), (4, 0.015227169), (5, 0.92406386)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1589655011155673088,https://twitter.com/13298072/status/1589655011155673088,Mon Nov 07 16:24:23 +0000 2022,546,51171,5028,,https://twitter.com/Tesla/status/1589655011155673088/video/1,,"Meet Megafactory, our new Megapack factory in Lathrop, CA 🔋🔋🔋 ",meet megafactory megapack factory lathrop,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.321928094887362,"[(0, 0.027816113), (1, 0.027780091), (2, 0.02778982), (3, 0.027844325), (4, 0.028005019), (5, 0.8607647)]",5
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1589602301802844161,https://twitter.com/13298072/status/1589602301802844161,Mon Nov 07 12:54:56 +0000 2022,124,21884,1742,,,,View all destination chargers → ,view destination charger,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.7906181), (1, 0.041671444), (2, 0.041908357), (3, 0.042045455), (4, 0.041671455), (5, 0.042085174)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1589009711407730688,https://twitter.com/13298072/status/1589009711407730688,Sat Nov 05 21:40:12 +0000 2022,137,26886,2276,,,,Design &amp; manufacture actuators for our Optimus robot! ,design amp manufacture actuator optimus robot,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.584962500721156,"[(0, 0.024029987), (1, 0.023817334), (2, 0.8806189), (3, 0.023828555), (4, 0.02383003), (5, 0.023875188)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1587620412921450496,https://twitter.com/13298072/status/1587620412921450496,Wed Nov 02 01:39:37 +0000 2022,123,5857,557,,,,"Model Xmas sweater now available! 

",model xmas sweater,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,1.584962500721156,"[(0, 0.042049605), (1, 0.042145394), (2, 0.7897294), (3, 0.04204197), (4, 0.041830942), (5, 0.04220271)]",2
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1587183914329702402,https://twitter.com/13298072/status/1587183914329702402,Mon Oct 31 20:45:08 +0000 2022,549,130744,8908,,https://twitter.com/Tesla/status/1587183914329702402/video/1,,"Happy Halloween 🎃 

🎥 transformerskids on Instagram ",happy halloween transformerskids instagram,"{'neg': 0.0, 'neu': 0.448, 'pos': 0.552, 'compound': 0.5719}",0.5719,0.0,0.552,0.448,pos,2.0,"[(0, 0.833072), (1, 0.033339433), (2, 0.03342403), (3, 0.033486504), (4, 0.033339433), (5, 0.033338584)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1586693920859234304,https://twitter.com/13298072/status/1586693920859234304,Sun Oct 30 12:18:04 +0000 2022,392,78008,4626,https://pbs.twimg.com/media/FgURtbZXgAMYKWS.jpg,,,20k Model Y built at Giga Texas to date! ,model built giga texas,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.033518624), (1, 0.5222204), (2, 0.0334168), (3, 0.34364805), (4, 0.033374492), (5, 0.03382171)]",1
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1586100086232453120,https://twitter.com/13298072/status/1586100086232453120,Fri Oct 28 20:58:23 +0000 2022,433,60014,5967,,https://twitter.com/Tesla/status/1586100086232453120/video/1,,"Solar + Powerwall ensures you never lose power, even if the grid goes down

🎥 @jeremyjudkins_ ",solar powerwall ensures lose power grid,"{'neg': 0.351, 'neu': 0.649, 'pos': 0.0, 'compound': -0.4019}",-0.4019,0.351,0.0,0.649,neg,2.584962500721156,"[(0, 0.023844471), (1, 0.023811191), (2, 0.02405086), (3, 0.880462), (4, 0.023935359), (5, 0.023896182)]",3
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1583341261485838336,https://twitter.com/13298072/status/1583341261485838336,Fri Oct 21 06:16:12 +0000 2022,99,6227,561,,https://twitter.com/Tesla/status/1583341363491635201/video/1,,Available in Europe &amp; the Middle East ,europe amp middle east,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,2.0,"[(0, 0.83228374), (1, 0.033344977), (2, 0.033492014), (3, 0.0337349), (4, 0.03353573), (5, 0.033608668)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1583341261485838336,https://twitter.com/13298072/status/1583341261485838336,Fri Oct 21 06:16:03 +0000 2022,86,17812,1382,,https://twitter.com/Tesla/status/1583341323301847040/video/1,,"Our most advanced paint system yet, allowing up to 13 layers for depth, dimension &amp; a hand-painted look ",advanced paint system allowing layer depth dimension amp handpainted,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.25}",0.25,0.0,0.2,0.8,pos,3.169925001442312,"[(0, 0.91656953), (1, 0.016669344), (2, 0.016693218), (3, 0.01667285), (4, 0.016673319), (5, 0.016721781)]",0
(from:Tesla) until:2023-06-30 since:2022-01-01,13298072,1583341261485838336,https://twitter.com/13298072/status/1583341261485838336,Fri Oct 21 06:15:56 +0000 2022,34,3158,249,,https://twitter.com/Tesla/status/1583341294532759553/video/1 | https://twitter.com/Tesla/status/1583341294532759553/video/1,,"Both are made from highly-pigmented metallic paint, designed to change depending on viewing angle &amp; light ",highlypigmented metallic paint designed change depending viewing angle amp light,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.0,0.0,1.0,neu,3.321928094887362,"[(0, 0.015257222), (1, 0.015177355), (2, 0.015230934), (3, 0.015167931), (4, 0.015296201), (5, 0.9238704)]",5
