内容,主题概率,主题类型
送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道,"[(2, 0.9894033)]",2
海欣 福州 鱼丸 价格 优惠 性价比 味道 汤放 火锅 百搭 随意 京东 冷链 配送 质量 保证 春节 送货 服务周到 京东 点赞,"[(0, 0.5073624), (1, 0.018149273), (2, 0.4744883)]",0
东西 感觉 物流 很快 送过来 京东 东西 信得过,"[(0, 0.40321958), (1, 0.04756473), (2, 0.5492157)]",2
快递 很快 第二天 送到 速冻 丸子 火锅 味道 不错 超市 实惠 超级 好评,"[(0, 0.028000467), (1, 0.028434606), (2, 0.9435649)]",2
孩子 早点 福州 玩儿 挺好吃 买来 试看 京东 物流 速度 特别,"[(0, 0.7321165), (1, 0.034022253), (2, 0.23386121)]",0
京东 优惠 购买 春节 期间 京东 物流 保障 京东 产品包装 专用 送到 一点儿 影响 京东 配送 人员 稳定 放心,"[(0, 0.01963101), (1, 0.95930636), (2, 0.021062685)]",1
不错 海欣 味道 购买 价格 合适 生鲜 送货 速度 确实 很快 感觉 意义 超市 购买 回头 一件,"[(0, 0.021209186), (1, 0.021194939), (2, 0.9575958)]",2
海欣 五福临门 鱼丸 组合 五种 食材 无论是 吃火锅 关东煮 不错 选择 价格 实惠 京东 物流 到货 确保 新鲜,"[(0, 0.01911911), (1, 0.020719076), (2, 0.9601618)]",2
海欣大 品牌 鱼丸 好吃 鱼肉 含量 火锅 有鱼 香味 鱼丸 很大 馅肉 好吃 物流 速度 很快,"[(0, 0.020880353), (1, 0.9545773), (2, 0.024542287)]",1
物品 复购 味道 不错 价格 不贵 性价比 不错 京东 物流 快递 小哥 服务 送货上门 点赞,"[(0, 0.031475473), (1, 0.023827193), (2, 0.9446974)]",2
这家 火锅 食材 口感 我家 老人 小孩 喜欢 便宜 实惠 种类 高性价比 之选 物流 速度 很快 冷链 配送 购买,"[(0, 0.018745989), (1, 0.96073407), (2, 0.020519963)]",1
京东 自营 生鲜 超市 购买 火锅 价格 实惠 质量 保证 分量 真材实料 制作 个头 咬一口 满嘴 香气 四溢 汤汁 鲜美 冬天 火锅 不二 选择 京东 快递 送货 每次 冬天 购买 火锅 冬天 吃火锅 真的 过瘾 喜欢 吃火锅 京东 自营 生鲜 确实 满意,"[(2, 0.9821419)]",2
物流 很快 包装 服务态度 想着 过年 涨价 活动 便宜 太赞 没试 朋友 推荐 值得 期待,"[(0, 0.024495872), (1, 0.9502531), (2, 0.025251042)]",1
京东 送货 速度 包装 结实 丸子 好吃 汤汁 很浓 吃火锅 绝配 好吃 家里人 喜欢 丸子,"[(0, 0.023522059), (1, 0.025247049), (2, 0.9512309)]",2
口感 口感 包装 包装 简约 大方 美观 实物 特征 物流 快递 转天 到达 快递 小哥 服务 到位,"[(0, 0.9581749), (1, 0.020247802), (2, 0.021577314)]",0
品种 火锅 炖汤 炖菜 好吃 京东 物流 给力 上午 下单 下午 保温 袋装 收到,"[(0, 0.02735027), (1, 0.9462278), (2, 0.026421925)]",1
开心 购物 店家 服务态度 售后 特别 破损 地方 外观 好看 好评 购物 体验 服务周到 物流 快速 配送 周到 态度 好评 发货 速度 很快 卖家 服务 满意 宝贝 收到 真的 很棒 质量 没话说 满意 开心,"[(0, 0.010876247), (1, 0.9775137), (2, 0.011610126)]",1
第一次 京东 自营 商品 中买 火锅 丸子 价格 便宜 京东 自营 商品 保障 送货 挺快 质量 不错 小哥 态度 次日,"[(0, 0.018147198), (1, 0.019004997), (2, 0.9628478)]",2
质量 很合 心意 亲们 放心 购买 包装 物流 价格 实惠 超市 便宜 产品 真的 超级 下次 还会 越做越 购物 体验,"[(0, 0.018571062), (1, 0.02156581), (2, 0.9598631)]",2
包装 物流 价格 实惠 超市 便宜 质量 满意 购物 客服 有问必答 专业 赶上 活动 价格 一分钱 一分货 从外 观看 材质 做工 不错 感觉 买值 物流 超级 点赞,"[(0, 0.013391364), (1, 0.015088447), (2, 0.9715202)]",2
不错 海味 喜欢 第一次 惊喜 吃海鲜 不用 剥皮 省事 真的 不错 还会 回购 喜欢 京东 物流 给力 每袋 接受,"[(0, 0.018189862), (1, 0.9609541), (2, 0.020856025)]",1
京东 好多 火锅 材料 第二天 上午 收到 快递 小哥 拆开 包装 分装 晚上 一半 丸子 一袋 五种 蟹味 淀粉 不错 值得 回购,"[(0, 0.7062122), (1, 0.016648637), (2, 0.2771391)]",0
物流 很快 上午 下午 东西 满意 儿时 味道 福州 一模一样 家里人 喜欢 海欣 品牌 值得 购买 喜欢,"[(0, 0.021307461), (1, 0.024640298), (2, 0.9540522)]",2
鱼丸 质量 不错 价格 性价比 喜欢 京东 配送 速度 送货 包装 完好 产品质量 过硬 售后 保障 特价 购买 不错 值得 推荐,"[(0, 0.5680868), (1, 0.019083163), (2, 0.41283005)]",0
京东 自营 放心 安心 京东 冷链 配送 保障 不用 担心 化冻 送货上门 满意 活动 价格 便宜 鱼丸 不错,"[(0, 0.021199178), (1, 0.021798274), (2, 0.9570025)]",2
味道 不错 螺蛳 粉里次 味道 好极了 火锅 不错 选择 快递 很快 包装 冰块 贴心 送到 快递 特意 冰箱,"[(0, 0.022419794), (1, 0.020503232), (2, 0.95707697)]",2
商品 口感 美味 价格 合适 物流 速度 很快 回购 挑不出 毛病 满意 购物 京东 好评,"[(0, 0.023221828), (1, 0.024951514), (2, 0.95182663)]",2
物流 前一天 下单 第二天 一如既往 有效率 只不过 包装 简单 送到 损坏 东西 品质 正品 性价比 推荐 购买,"[(0, 0.95529574), (1, 0.023472724), (2, 0.021231512)]",0
京东 快递 一如既往 完单 很快 送到 包装 完整 赶上 活动 价格 实惠 家里 几包 感觉 性价比 不错,"[(0, 0.021570789), (1, 0.023199406), (2, 0.9552298)]",2
京东 物流 真的 很快 昨天 下单 收到 海欣 丸子 好吃 活动 优惠 力度 屯点 吃火锅 煮汤 很棒 五种 口味 好吃,"[(0, 0.017940428), (1, 0.72356784), (2, 0.2584917)]",1
周末 吃火锅 周五 活动 赶紧 下单 周天 收到 感恩 京东 物流 太给力 第一次 买海欣 高级 样子 包装 不错 味道 不错 喜欢,"[(0, 0.7310428), (1, 0.018878376), (2, 0.25007883)]",0
质量 卖家 描述 完全一致 满意 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 店家 信誉 不错 京东 这家 店买东 满意,"[(0, 0.01188721), (1, 0.9759616), (2, 0.0121511705)]",1
喜欢 京东 商城 京东 商城 顾客 长期 回购 商品 发货 物流 特别 次日 快递 人员 服务 热情 周到 包装 完好 味道 不错 京东 平台 快递 小哥 足不出户 美味,"[(0, 0.015361604), (1, 0.01485549), (2, 0.96978295)]",2
感觉 便宜 品牌 购买 下单 京东 送货 很快 上午 下单 下午 收到 一贯 品质 收到 货品 保鲜 包装 完好 食用 感觉 口味 口味 建议 产品 真没想到 品牌 做成,"[(0, 0.9715837), (1, 0.014525765), (2, 0.013890492)]",0
京东 物流 够快 疫情 期间 第二天 辛苦 快递 小哥 丸子 安井 安井 好吃 这款 不算 各有千秋 活动 满意,"[(0, 0.019988073), (1, 0.020021537), (2, 0.9599904)]",2
居家 期间 不便 外出 一锅 简单 火锅 热火 好吃 现代化 物流 带来 方便快捷 新鲜 美味 毛肚 鲜嫩 肥牛 肉厚 寒冬 家庭 增添 温暖 唯一 缺点 稍微,"[(0, 0.97259593), (1, 0.013424533), (2, 0.013979527)]",0
京东 终于 送货 一个多 星期 拿到 火锅 东西 适合 关东煮 淀粉 含量 适合 龙虾,"[(0, 0.024267357), (1, 0.5645565), (2, 0.41117615)]",1
京东 物流 一流 价格便宜 质量 活动 大赞 双十 京东 优惠 确实 家里 点货 生鲜 京东 物流 一流 家里 京东 搞定,"[(0, 0.018445814), (1, 0.96167773), (2, 0.01987642)]",1
海欣 正宗 爆汁 鱼丸 好吃 送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道 口感 牌子 淀粉 丸子 真材实料 真不错 好吃 确实 丸子 真的 鱼肉 实体店 颜色 喜欢 值得 购买 产品 安维 美国 原味 薯条 薯条 冷冻 速食,"[(2, 0.9926211)]",2
丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化 海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 全家 品牌 这家 丸子 口味 丸子 柔韧 饱满 可单 做菜 边炉 好吃 饱腹 口味 每次 特惠 好几 大包 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 一大 袋量 煮熟 特别 显大 建议 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮 性价比 鱼丸 超市 规格 鱼丸 便宜 超值 推荐,"[(1, 0.238565), (2, 0.75845575)]",2
海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化 家里 丸子 京东 自营 品质 保证 海欣 鱼丸 不错 吃面 汤放 好吃 很鲜 操作 喜欢 鱼丸 拿到 新鲜 灌汤 鱼丸 千克 每袋 鱼丸 个头 均匀 大小 适中 做法 适合 色泽 洁白 皮薄 肉馅 鲜嫩 汤汁 爽口 外皮 好吃 包心 鱼丸 个头 很大 皮有 弹性 自然 鱼香 易熟 馅料 好吃 食材 新鲜 可口 灌汤 咸度 正好 大部分 口味 一大 袋量 煮熟 特别 显大 建议 性价比 鱼丸 超市 规格 鱼丸 便宜 超值 推荐 京东 送货 很快 包装 仔细 快递 小哥 背着 保温箱 送来 服务 一如既往 满意,"[(2, 0.99393696)]",2
海欣 牌子 不负众望 很鲜 很香 感觉 火锅 麻辣 香锅 麻辣烫 食材 这鱼 豆腐 好吃 味道鲜美 可贵 添加剂 味道 鱼肉 味道 海欣大 品牌 京东 自营 保证 火锅 首选 海欣鱼 豆腐 真的 好吃 价格比 市场 那种 按斤 散装 豆腐 好吃 每次 吃火锅 方便面 烧烤 离不开 海欣鱼 豆腐 喜欢 京东 生鲜 冷冻 食品 送货到 安心 海欣 豆腐 质量 个头 味道 活动 打折 减券 四袋 吃光 五斤 儿子 喜欢 这块 豆腐 不论是 涮锅 泡面 火鸡 豆腐 用途 儿子 喜欢 牌子 口味 豆腐,"[(1, 0.99073666)]",1
丸子 好吃 夹心 美味 满一 大包 份量 很足 京东 物流 生鲜 配送 配送 保障 融化 真的 有心 当天 下锅 粉面 煮汤 味道 很鲜 丸子 搭配 味道 多样化,"[(0, 0.012719192), (1, 0.013444916), (2, 0.9738359)]",2
丸子 不错 分量 很足 味道 三个 火锅 必备 食材 京东 快递 晚上 疫情 原因 办法 外面 吃饭 只能 家里 火锅 火锅 体验 期待 后续 更好 一种 快递 食材 表现,"[(0, 0.63318926), (1, 0.014241435), (2, 0.35256925)]",0
海欣蟹 够味儿 大牌 出厂 品质 值得 信赖 必有 惊喜 口感 分量 很足 火锅 必备 食材 平时 早餐 包子 配上 两根 味极鲜 撒点 姜末 鲜味 京东 物流 速度 依旧 上午 下单 傍晚 准时 京东,"[(0, 0.011854658), (1, 0.010880696), (2, 0.97726464)]",2
京东 生鲜 试看 态度 一两回 不错 京东 冷链 运输 赶上 活动 价格 实惠 京东 快递 售后 没得说 上街 购物 京东 选择 京东 加油,"[(0, 0.017107263), (1, 0.96562046), (2, 0.017272258)]",1
满意 快递 送到 家里 一点 融化 冰冻 满意,"[(0, 0.3816171), (1, 0.049294524), (2, 0.5690884)]",2
宝贝 收到 几天 品牌 丸子 没话说 好吃 日期 新鲜 包装 拿到 手上 冰冻 京东 物流 真的 火锅 吃点 好吃 活动 一大堆 家人 朋友 下次 回购,"[(0, 0.016200257), (1, 0.7938554), (2, 0.18994428)]",1
第二次 购买 包装 卫生 干净 品牌 品牌 物流 两天 送到 孩子 喜欢 喜欢 卫国 小儿子 味儿 浓郁 满意 购物 希望 一会儿 一点 还会来 购买 冬天 喜欢 吃火锅,"[(0, 0.013449046), (1, 0.9726645), (2, 0.0138864685)]",1
鱼丸 好吃 福建人 特别 怀念 福州 鱼丸 味道 网上 买不到 鱼丸 家长 味道 不错 推荐 京东 活动 下手 购买 价格 差别 很大 送货 很快 冰袋 泡沫 保存 五星 好评,"[(0, 0.012205465), (1, 0.7118403), (2, 0.27595428)]",1
回购 双十 一买 好多 冰箱 超市 优惠 包装 仔细 严实 物流 很快 服务态度 日期 新鲜 收到 平时 紫菜 虾皮 简单 做个 火锅 孩子 喜欢 馅鲜量 还会 回购,"[(0, 0.014258042), (1, 0.97081846), (2, 0.014923449)]",1
特别 好吃 特别 喜欢 发货 特别 合适 冬天 火锅 家里 囤点 出门 楼下 京东 物流 网点 派件 出门 家里 补充 食物 疫情 赶紧 味道 真的 不错 建议 囤点 出门,"[(0, 0.012125117), (1, 0.9736158), (2, 0.014259038)]",1
每次 京东 活动 一堆 鱼丸 牛肉丸 羊肉片 羊腿 火锅 烧烤 干锅 好吃 过年 冰箱 塞满 活动 物美价廉 会员 赶上 会员 活动 开通 会员 会多 支持 希望 京东 品质 支持 特别 京东 物流 特别 速度 服务 支持,"[(0, 0.0108448295), (1, 0.97756374), (2, 0.011591441)]",1
快递 很快 第一天 下单 第二天 送到 服务 生鲜 超市 送回 上门 超市 购买 日期 京东 购物 不错 东北 大米 很想 物美价廉 购买 生鲜 不错 物美价廉 值得 购买,"[(0, 0.9709477), (1, 0.014797307), (2, 0.014254979)]",0
冬天 围着 火炉 吃火锅 好多 吃火锅 食材 一大堆 火锅 自然 少不了 丸子 福州 鱼丸 孩子 大人 鱼丸 感觉 入口 味道 不错 日期 快递 快递 小哥 服务 不错 好评,"[(0, 0.012445431), (1, 0.012570986), (2, 0.97498363)]",2
收到 海欣 灌汤 福州 鱼丸 火锅 烧烤 食材 丸子 吃火锅 一袋 好吃 肉馅 家人 喜欢 鱼丸 京东 购买 放心 送货 很快 活动 更好 购买,"[(0, 0.017207088), (1, 0.016489793), (2, 0.9663031)]",2
送货 快递 送来 冰都 没化 打开 弹性 鱼丸 鱼丸 米粉 汤头 鲜甜 赞不绝口 特别 好吃 煮面 火锅 适合 真材实料 看得见 味道 不错 丸子 特别 筋道 咬起来 口感 特别 味道 鲜美 牛肉 丸子 味道 不错 果断 店铺 关注 还会 回购 日期 挺不错 喜欢 鱼丸 这家 鱼丸 真的 特别 做法 用水 味道 特别 原汁原味 大海 味道 好吃 鱼丸 牛肉丸 鱼丸 好多 家里 吃火锅 煮面 几个 搭配 味道,"[(2, 0.9894032)]",2
质量 物超所值 真的 物有所值 价格 实惠 质量 真的 不错 卖家 描述 完全一致 收到 包装 完整 包裹 严实 破损 品质 依旧 服务态度 详细 解答 卖家 购物 满意 回购 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 质量 真的 包装 物流 不错 真心 喜欢 入手 后悔 掌柜 态度 专业 热情 有问必答 回复 很快 回答 掌柜 由衷 敬意 掌柜 可不 宝贝 收到 包装 完整 打开 惊喜 宝贝 想象 竖起 大拇指,"[(1, 0.990293)]",1
包装 好吃 卫生 性价比 活动 划算 再加 块钱 火锅 火锅 风生水 块钱 一包 不到 块钱 外面 不怎么样 至少 块钱 卫生 火锅 底料 一放 水一放 一刷 完美 吃火锅 小桌 火锅 特别 推荐 爽滑 牛肉 毛肚 不错 食材 新鲜 快递 在家 吃火锅 小卓 火锅 第好 几次 顾客 火锅 底料 很辣 辣椒油 三五个 朋友 吃火锅,"[(1, 0.98491037)]",1
京东 鲜有 活动 正好 吃火锅 丸子 牛肉 羊肉 活动 牛肉 羊肉 活动 没什么 外面 不到 一顿 两顿 火锅 性价比 在家 不用 计算 价格 丸子 没吃过 活动 正好 多买 几种 回来 好吃 几种 挺好吃 喜欢 下次 口味 东西 还好 撒尿 牛丸 味道 挺鲜 超市 味道 京东 快递 速度 很快 京东 小哥 点个 希望 京东 加油 年前 一点 活动 多给力,"[(2, 0.9876279)]",2
质量 卖家 描述 完全一致 真的 喜欢 超出 期望值 发货 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 质量 希望 朋友 信赖 店主 态度 我会 光顾 卖家 发货 态度 满意 网上 购物 激烈 没想到 店家 服务 商品质量 好而价 低廉 热情 卖家 下次 还来 希望 下次 机会 合作 生意兴隆 质量 出乎 意料 包装 仔细 下次 机会 店家 人蛮 不错 淘到 心意 宝贝 一件 开心 比心 质量 卖家 描述 完全一致 真的 喜欢 超出 期望值 发货 包装 仔细 严实 京东 物流 公司 服务态度 运送 速度 很快,"[(1, 0.99121636)]",1
海欣 产品 买过 多款 豆腐 蟹肉 鱼丸 味道 不错 杂味 鱼丸 去年 买过 非常适合 火锅 每次 涮锅 几个 感觉 吃火锅 每次 活动 多买 一点 划算 打开 包装 下锅 肉质 紧实 外皮 爽脆 内馅 细嫩 咬一口 汤汁 四溢 肉质 鲜嫩 多汁 好吃 原汁原味 一口 回味无穷 京东 生鲜 发货 运送 送货 收到 时用 箱子 打开 一点 没化 干冰 完整 京东 自营 商品 送货 品质 保证 保质期 不用 担心 假冒伪劣 价格 给力 全家人 满意,"[(2, 0.98903334)]",2
质量 卖家 描述 完全一致 满意 真的 喜欢 超出 期望值 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 收到 第一 时间 包装 感觉 质量 卖家 描述 满意 发货 速度 物流 公司 服务态度 运送 速度 很快 满意 购物 感谢 卖家 宝贝 收到 卖家 发货 很快 物流 给力 服务态度 极好 耐心 一种 亲切感 喜欢 包装 精美 高端 大气 上档次 看得出来 商家 用心 宝贝 真心 不错 图片 相符 差异 真的 物超所值 评论 说好 发货 激动 满怀 期待 激动 快递 寝室 试一下 挺不错 客服 小姐 特别 礼貌 客服 小姐 疑问 下次 还会 回购 物流 超级 给力 很快 收到 卖家 老板 特别 建议 尺码 合适 衣服 做工 精致 面料 质地 厚实 颜色 好看 质量 真的 版型 设计 好看 气质 超级 满意 好评,"[(1, 0.9940425)]",1
好吃 送货 活动 买点 存货 好吃 家里人 喜欢 强烈推荐 下次 活动 还会 喜欢 完美,"[(0, 0.023976672), (1, 0.9463888), (2, 0.029634554)]",1
描述 完全一致 满意 发货 速度 包装 仔细 严实 物流 公司 服务态度 运送 速度 很快 满意 购物 东买 东西 放心,"[(0, 0.01793579), (1, 0.96400595), (2, 0.018058242)]",1
送货 昨天 购买 一大早 到货 喜欢 牌子 日期 新鲜 好次 点赞 物流 点赞 快递 小哥,"[(0, 0.026001057), (1, 0.94639295), (2, 0.027605971)]",1
快递 很快 第二天 送到 速冻 丸子 火锅 味道 不错 超市 实惠 超级 好评 下次,"[(0, 0.026016371), (1, 0.026401669), (2, 0.94758195)]",2
包装 完好无损 干净 整洁 快递 服务态度 商品质量 信得过 保质保量,"[(0, 0.92956173), (1, 0.03557262), (2, 0.034865625)]",0
包装 完好无损 干净 整洁 快递 服务态度 商品质量 信得过 保质保量,"[(0, 0.9295602), (1, 0.03557409), (2, 0.034865778)]",0
五件 牛肉丸 丸子 一袋 放在 冰箱 发货 速度 很快 包装 完好 破损 送上门 冰袋 没化 快递 比较满意 购物 体验,"[(0, 0.95436853), (1, 0.023271367), (2, 0.02236014)]",0
京东 物流 很快 值得称赞 冷冻 泡沫 箱里 冰袋,"[(0, 0.043647997), (1, 0.9156197), (2, 0.04073237)]",1
京东 物流 很快 值得称赞 冷冻 泡沫 箱里 冰袋,"[(0, 0.043650158), (1, 0.9156174), (2, 0.04073244)]",1
东西 不错 价格便宜 质量 味道 不错 送货 很快 值得 购买,"[(0, 0.034586813), (1, 0.041944165), (2, 0.923469)]",2
物流 超级 质量 不错 物有所值 正品 实体店 价格 优惠 果断 转粉 宝贝 收到 惊喜 质量 性价比 出乎 意料 发货 超级 到货 超级 包装 精致 真的 开启 新世界 大门 选购 方便快捷 快递 小哥 态度 价格 给力 推荐 回购 正品 店铺 放心 购买 客服 态度 购物 过程 顺利 下次 还会 宝贝 确实 很棒 喜欢 朋友 说好 推荐 购买,"[(1, 0.98575586)]",1
京东 生鲜 太棒 赶着 活动 价格 实惠 京东 流贼 给力 好多,"[(0, 0.030242944), (1, 0.035853337), (2, 0.9339037)]",2
京东 生鲜 太棒 赶着 活动 价格 实惠 京东 流贼 给力 好多,"[(0, 0.030242968), (1, 0.03586304), (2, 0.93389404)]",2
海欣 豆腐 买过 几次 牌子 好吃 口感 味道 恰到好处 好吃 感觉 无需 解冻 下次 试烤 活动 赞下 京东 物流,"[(0, 0.01794776), (1, 0.019747326), (2, 0.9623049)]",2
鲜有 优惠活动 下单 好多 食品 今天上午 收到 食物 品牌 产品 京东 送货 超快 购物 体验,"[(0, 0.024214095), (1, 0.950976), (2, 0.024809891)]",1
海鲜 冻品 优惠 幅度 很大 相比 正价 便宜 超市 更是 优惠 近一半 口味 生产日期 京东 物流 给力 送到 冰冻,"[(0, 0.95615995), (1, 0.023015657), (2, 0.020824444)]",0
物超所值 满意 期间 插曲 店家 细致 周到 服务 感动 生意兴隆 还会 物流 满分 包装 快递 满分 配送 态度 满分 购物 开心 吃土 快乐,"[(0, 0.016347127), (1, 0.019492332), (2, 0.96416056)]",2
完整 价格 便宜 实在 下次 还会 京东 物流 真快 下次 还会 真的 味道 特别 特别 完美 特别,"[(0, 0.020655267), (1, 0.7611736), (2, 0.21817115)]",1
海欣 每次 家里 吃火锅 必买 口感 干净 一袋 一根 塑料模 煮熟 麻将 好吃 火锅 必备 京东 送货,"[(0, 0.7576421), (1, 0.02269597), (2, 0.21966194)]",0
包装 完整 价格 实惠 日期 新鲜 口感 不错 品尝 评价 好吃 全家 喜欢 物流 速度 很快 快递 服务态度,"[(0, 0.01975081), (1, 0.95726943), (2, 0.022979764)]",1
海欣 福州 鱼丸 味道 品牌 值得 信赖 购买 京东 递给 第二天 送到 比去 超市 火锅 好搭档,"[(0, 0.024845112), (1, 0.023485718), (2, 0.9516691)]",2
京东 自营 生鲜 物流 真心 喜欢 下单 明天 最迟 后天 收到 牛肚 鱼丸 豆腐 鱼丸 好吃 这款 豆腐 好吃 最起码 超市 好吃,"[(0, 0.016024774), (1, 0.96480924), (2, 0.01916602)]",1
海欣 产品 不比安井家 不错 产品 不错 商品质量 发货 挺快 很赞 赶上 活动 价格 一分钱 一分货 从外 观看 材质 做工 不错 感觉 买值 物流 超级 点赞,"[(0, 0.013706851), (1, 0.014413086), (2, 0.97188)]",2
选择 京东 自营 生鲜 质量 保证 全程 冷链 运输 十几个 小时 送到 家门口 价格 特别 实惠 超市 便宜 好多 送货 小哥 态度 东西 太多 帮忙 提到 楼上 活动 放在 冰箱 保存,"[(0, 0.18821879), (1, 0.013399981), (2, 0.79838127)]",2
海欣 福建 鱼丸 包装 精美 用料 考究 鱼丸 真材实料 制作 咬一口 满嘴 香气 四溢 汤汁 鲜美 冬天 火锅 春节 招待 客人 不二 选择 春节前夕 购买 京东 自营 发货 速度 很快 物流 给力,"[(0, 0.010668997), (1, 0.011357872), (2, 0.9779731)]",2
好评 丸子 口感 味道 不错 京东 商城 值得 信赖 活动 力度 给力 物流 速度,"[(0, 0.024782864), (1, 0.026598599), (2, 0.94861853)]",2
冰箱 送货 隔天 有时候 上午 下午 送到 价格 实惠 五分 东西 新鲜 过年,"[(0, 0.02882726), (1, 0.0297571), (2, 0.94141567)]",2
冰箱 送货 隔天 有时候 上午 下午 送到 价格 实惠 五分 东西 新鲜 过年,"[(0, 0.028827028), (1, 0.029743535), (2, 0.94142944)]",2
味道 不错 火锅 烤肉 送货 神速 五星,"[(0, 0.044466592), (1, 0.046201438), (2, 0.909332)]",2
品牌 水产品 牌子 精挑细选 好久 送货 速度 当天 下单 第二天 到货 包装 结实 推荐 购买 超市 便宜 收到 货时 包装 结实 没坏 订单 响应速度 真的 很快 好吃,"[(0, 0.014640959), (1, 0.97102857), (2, 0.014330488)]",1
买过 味道 价格 实惠 送货 不错,"[(0, 0.05191229), (1, 0.052402463), (2, 0.8956852)]",2
发货 物流 好评 不错 价格 实惠 值得 购买 满意 购物 京东 自营 值得 信赖,"[(0, 0.025672112), (1, 0.029026374), (2, 0.94530153)]",2
海欣家 鱼丸 买过 几次 不错 活动 划算 京东 快递 特别,"[(0, 0.034858316), (1, 0.034990426), (2, 0.9301513)]",2
第一次 京东 购买 冷冻 生鲜 没想到 线下 活动 购买 价格比 线下 便宜 送货 速度 保温 措施 保温箱 冰块 份量 口感 不错 晚上 全家人 火锅 不错 口感,"[(0, 0.016437516), (1, 0.22138229), (2, 0.7621802)]",2
食品 收到 实物 图片 想符 第一次 京东 购买 冷冻 食品 每次 回家 满意 一是 味道 实体店 区别 二是 食品包装 保护 周到 冰袋 收到 化冻 迹象 关键 京东 发货 速度 物流 快递 小哥 热情 送货到 家里 冰箱 足不出户 即可 享受 京东 美食 五星 好评,"[(0, 0.7467229), (2, 0.24329223)]",0
京东 物流 满意 生鲜 京东 快递 送到 鱼丸 好吃 活动 六块 五一 满意,"[(0, 0.027089767), (1, 0.94329065), (2, 0.029619604)]",1
还行 第一次 包装 日期 不错 下次 物流 很快,"[(0, 0.041231226), (1, 0.9061632), (2, 0.052605513)]",1
凌晨 下单 当天 下午 收到 快递 师傅 服务 更是 表扬 货品 体验 购物,"[(0, 0.033289533), (1, 0.9412282), (2, 0.025482263)]",1
灌汤 鱼丸 味道鲜美 入口 顺滑 整体 满意 希望 一如既往 品质 物流 超快 送货上门 超级 报冷 设施 齐全,"[(0, 0.019910753), (1, 0.021788385), (2, 0.9583008)]",2
京东 送货 小哥 服务态度 超级 好多 东西 七八 京东 送货 小哥 认真负责 送上门 拆开 包装 完好无损 蔬菜 新鲜 冰鲜 配上 冰袋 保鲜 特别 早上 订单 中午 下午 送到 特别 优惠券 折扣 合适 选择 京东,"[(0, 0.9768841), (1, 0.011262054), (2, 0.011853822)]",0
物流 很快 态度 热情 包装 挺不错 撒尿 鱼丸 开袋 香气扑鼻 味道 口感 满意,"[(0, 0.02614236), (1, 0.026992226), (2, 0.9468654)]",2
海欣 火锅 丸子 香港 撒尿 肉丸 牛肉 风味 京东 购买 质量保证 送货 包装 加油 京东 味道 好极了,"[(0, 0.02117207), (1, 0.021612974), (2, 0.9572149)]",2
